# TF -> transcription-unit attribution, derived from EcoCyc 30.0
# regulation.dat (Transcription-Factor-Binding) + dnabindsites.dat + transunits.dat.
# Regenerate: scripts/build_tf_tu_reattribution.py
# A TF listed here acts on THIS transcription unit; the model's cistron-content
# rule must not place it on a sibling TU of the same operon that is absent here.
tf_id	ecocyc_regulator	transcription_unit	gene
BCCP-CPLX	BCCP-CPLX	TU00231	ACCCT1
BCCP-CPLX	BCCP-CPLX	TU00231	EG10275
BCCP-CPLX	BCCP-CPLX	TU00231	EG10276
CPLX-123	CPLX-123	TU0-8494	EG11809
CPLX-123	CPLX-123	TU00054	EG11314
CPLX-123	CPLX-123	TU00054	EG11345
CPLX-123	CPLX-123	TU00055	EG10791
CPLX-123	CPLX-123	TU00056	EG10792
CPLX-123	CPLX-123	TU00056	EG10795
CPLX-123	CPLX-123	TU00057	EG10797
CPLX-123	CPLX-123	TU00058	EG10798
CPLX-123	CPLX-123	TU00058	EG10799
CPLX-123	CPLX-123	TU00059	EG10800
CPLX-123	CPLX-123	TU00060	EG10806
CPLX-123	CPLX-123	TU00061	EG10807
CPLX-123	CPLX-123	TU00082	EG10793
CPLX-123	CPLX-123	TU00082	EG10796
CPLX-123	CPLX-123	TU00089	EG10384
CPLX-123	CPLX-123	TU00094	EG10790
CPLX-123	CPLX-123	TU00110	EG10134
CPLX-123	CPLX-123	TU00110	EG10135
CPLX-123	CPLX-123	TU00170	EG10371
CPLX-123	CPLX-123	TU00170	EG11442
CPLX-123	CPLX-123	TU00170	EG11810
CPLX-123	CPLX-123	TU00192	EG10408
CPLX-123	CPLX-123	TU00192	GLYA_TERMINATOR
CPLX-123	CPLX-123	TU00197	EG11326
CPLX-123	CPLX-123	TU00197	EG11327
CPLX-123	CPLX-123	TU00203	EG10774
CPLX-123	CPLX-123	TU00204	EG10959
CPLX-123	CPLX-123	TU00204	EG10960
CPLX-123	CPLX-123	TU00205	EG10420
CPLX-123	CPLX-123	TU00205	EG10421
CPLX-123	CPLX-123	TU00205	GUSAT1
CPLX-123	CPLX-123	TU00473	EG10384
CPLX-123	CPLX-123	TU00475	EG10169
CPLX-123	CPLX-123	TU00475	EG10794
CPLX-123	CPLX-123	TU00475	EG11044
CPLX-124	CPLX-124	TU0-45202	EG10842
CPLX-124	CPLX-124	TU0-45202	EG10843
CPLX-124	CPLX-124	TU00063	EG10842
CPLX-124	CPLX-124	TU00063	EG10843
CPLX-124	CPLX-124	TU00208	EG11313
CPLX-124	CPLX-124	TU00219	EG11866
CPLX-124	CPLX-124	TU00219	EG11867
CPLX-124	CPLX-124	TU00219	EG11868
CPLX-125	CPLX-125	TU0-42510	EG11274
CPLX-125	CPLX-125	TU00010	AROH_TERMINATOR
CPLX-125	CPLX-125	TU00010	EG10080
CPLX-125	CPLX-125	TU00011	EG10082
CPLX-125	CPLX-125	TU00011	EG10083
CPLX-125	CPLX-125	TU00011	EG11093
CPLX-125	CPLX-125	TU00067	EG11024
CPLX-125	CPLX-125	TU00067	EG11025
CPLX-125	CPLX-125	TU00067	EG11026
CPLX-125	CPLX-125	TU00067	EG11027
CPLX-125	CPLX-125	TU00067	EG11028
CPLX-125	CPLX-125	TU00067	EG11274
CPLX-125	CPLX-125	TU00093	EG10617
CPLX-125	CPLX-125	TU00220	EG11029
CPLX-127	CPLX-127	TU0-198747	EG10444
CPLX-127	CPLX-127	TU0-198747	EG10445
CPLX-127	CPLX-127	TU0-198747	EG10446
CPLX-127	CPLX-127	TU0-198747	EG10447
CPLX-127	CPLX-127	TU0-198747	EG10448
CPLX-127	CPLX-127	TU0-198747	EG10449
CPLX-127	CPLX-127	TU0-198747	EG10450
CPLX-127	CPLX-127	TU0-198747	EG10451
CPLX-127	CPLX-127	TU0-45263	EG10367
CPLX-127	CPLX-127	TU0-4905	EG10367
CPLX-127	CPLX-127	TU0-4907	EG10367
CPLX-127	CPLX-127	TU00161	EG10336
CPLX-127	CPLX-127	TU00161	EG10337
CPLX-127	CPLX-127	TU00161	G7990
CPLX-127	CPLX-127	TU00193	EG10615
CPLX-127	CPLX-127	TU00193	EG10616
CPLX-127	CPLX-127	TU00193	EG11965
CPLX-127	CPLX-127	TU00196	EG10567
CPLX-127	CPLX-127	TU00196	EG10568
CPLX-127	CPLX-127	TU00196	EG10569
CPLX-172	CPLX-172	TU0-41795	G6787
CPLX-172	CPLX-172	TU0-41795	G6788
CPLX-172	CPLX-172	TU0-42571	EG10056
CPLX-172	CPLX-172	TU0-42571	EG11157
CPLX-172	CPLX-172	TU0-45183	EG10057
CPLX-172	CPLX-172	TU0-45183	EG10058
CPLX-172	CPLX-172	TU0-45183	EG10059
CPLX-172	CPLX-172	TU00003	EG10054
CPLX-172	CPLX-172	TU00076	EG10056
CPLX-172	CPLX-172	TU00098	EG10057
CPLX-172	CPLX-172	TU00098	EG10058
CPLX-172	CPLX-172	TU00098	EG10059
CPLX-172	CPLX-172	TU00099	EG10060
CPLX-172	CPLX-172	TU00214	EG10052
CPLX-172	CPLX-172	TU00214	EG10053
CPLX-172	CPLX-172	TU00214	EG10055
CPLX-172	CPLX-172	TU67	EG11074
CPLX-172	CPLX-172	TU67	EG11075
CPLX-172	CPLX-172	TU67	G0-17109
CPLX0-10428	CPLX0-10428	TU0-13211	EG10036
CPLX0-10428	CPLX0-10428	TU0-13211	EG11822
CPLX0-10428	CPLX0-10428	TU0-13211	G6646
CPLX0-10428	CPLX0-10428	TU0-198700	G6809
CPLX0-10428	CPLX0-10428	TU0-198700	G6810
CPLX0-10428	CPLX0-10428	TU0-198700	G6811
CPLX0-10428	CPLX0-10428	TU00233	EG11703
CPLX0-10428	CPLX0-10428	TU00233	EG11704
CPLX0-11745	CPLX0-11745	TU0-14433	EG12242
CPLX0-11745	CPLX0-11745	TU0-14433	EG12243
CPLX0-11745	CPLX0-11745	TU0-14540	EG12301
CPLX0-11745	CPLX0-11745	TU0-14687	G6889
CPLX0-11745	CPLX0-11745	TU0-14687	G6890
CPLX0-11745	CPLX0-11745	TU0-2261	EG12243
CPLX0-11745	CPLX0-11745	TU0-3645	G6517
CPLX0-11745	CPLX0-11745	TU0-3645	G6518
CPLX0-11745	CPLX0-11745	TU0-3645	G6519
CPLX0-11745	CPLX0-11745	TU0-3645	G6520
CPLX0-11745	CPLX0-11745	TU0-3645	G6521
CPLX0-11745	CPLX0-11745	TU0-3645	G6522
CPLX0-11745	CPLX0-11745	TU0-3645	G6523
CPLX0-11745	CPLX0-11745	TU0-4021	G6639
CPLX0-11745	CPLX0-11745	TU0-42534	G6889
CPLX0-11745	CPLX0-11745	TU0-42534	G6890
CPLX0-11745	CPLX0-11745	TU0-42534	G6891
CPLX0-11745	CPLX0-11745	TU00110	EG10134
CPLX0-11745	CPLX0-11745	TU00110	EG10135
CPLX0-11745	CPLX0-11745	TU00164	EG10294
CPLX0-11758	CPLX0-11758	TU0-13231	G6681
CPLX0-11758	CPLX0-11758	TU0-13231	G6682
CPLX0-11758	CPLX0-11758	TU0-13231	G6683
CPLX0-11758	CPLX0-11758	TU0-13231	G6684
CPLX0-11758	CPLX0-11758	TU0-13231	G6685
CPLX0-11758	CPLX0-11758	TU0-13231	G6686
CPLX0-1242	CPLX0-1242	TU522	EG10571
CPLX0-1242	CPLX0-1242	TU522	EG10572
CPLX0-1242	CPLX0-1242	TU522	EG11249
CPLX0-1242	CPLX0-1242	TU523	EG10571
CPLX0-1242	CPLX0-1242	TU523	EG10572
CPLX0-1242	CPLX0-1242	TU523	EG11249
CPLX0-13604	CPLX0-13604	TU0-42508	EG11280
CPLX0-13604	CPLX0-13604	TU00179	EG11226
CPLX0-13604	CPLX0-13604	TU00179	EG11280
CPLX0-13604	CPLX0-13604	TU00179	EG11575
CPLX0-13604	CPLX0-13604	TU00179	EG11576
CPLX0-13604	CPLX0-13604	TU00179	EG11577
CPLX0-13978	CPLX0-13978	TU0-45182	EG10403
CPLX0-13978	CPLX0-13978	TU0-45182	EG10404
CPLX0-13978	CPLX0-13978	TU0-45182	EG11514
CPLX0-13978	CPLX0-13978	TU0-45231	EG11490
CPLX0-13978	CPLX0-13978	TU0-45231	G6786
CPLX0-13978	CPLX0-13978	TU0-45268	EG12243
CPLX0-13978	CPLX0-13978	TU0-45268	EG50009
CPLX0-13978	CPLX0-13978	TU00182	EG10403
CPLX0-13978	CPLX0-13978	TU00182	EG10404
CPLX0-13978	CPLX0-13978	TU00182	EG11514
CPLX0-13978	CPLX0-13978	TU00235	EG11501
CPLX0-13978	CPLX0-13978	TU369	EG11490
CPLX0-13978	CPLX0-13978	TU369	G6786
CPLX0-13978	CPLX0-13978	TU586	EG12243
CPLX0-13978	CPLX0-13978	TU586	EG50009
CPLX0-2021	CPLX0-2021	TU0-2644	EG30063
CPLX0-2021	CPLX0-2021	TU0-42578	EG10362
CPLX0-2021	CPLX0-2021	TU0-42580	EG10362
CPLX0-2021	CPLX0-2021	TU0-42581	EG10362
CPLX0-2021	CPLX0-2021	TU0-42581	EG10366
CPLX0-2021	CPLX0-2021	TU0-42582	EG10362
CPLX0-2021	CPLX0-2021	TU0-42582	EG10366
CPLX0-2021	CPLX0-2021	TU0-42583	EG10362
CPLX0-2021	CPLX0-2021	TU0-42583	EG10363
CPLX0-2021	CPLX0-2021	TU0-42583	EG10366
CPLX0-2021	CPLX0-2021	TU0-42584	EG10362
CPLX0-2021	CPLX0-2021	TU0-42584	EG10363
CPLX0-2021	CPLX0-2021	TU0-42584	EG10366
CPLX0-2021	CPLX0-2021	TU0-4444	EG12144
CPLX0-2021	CPLX0-2021	TU0-4444	EG12197
CPLX0-2021	CPLX0-2021	TU0-45164	EG30063
CPLX0-2021	CPLX0-2021	TU0-45176	EG10362
CPLX0-2021	CPLX0-2021	TU0-45176	EG10363
CPLX0-2021	CPLX0-2021	TU0-45176	EG10366
CPLX0-2021	CPLX0-2021	TU0-45177	EG10362
CPLX0-2021	CPLX0-2021	TU0-45177	EG10366
CPLX0-2021	CPLX0-2021	TU0-45178	EG10362
CPLX0-2021	CPLX0-2021	TU0-45179	EG10362
CPLX0-2021	CPLX0-2021	TU0-45179	EG10363
CPLX0-2021	CPLX0-2021	TU0-45179	EG10366
CPLX0-2021	CPLX0-2021	TU0-45179	EG11698
CPLX0-2021	CPLX0-2021	TU00025	EG10362
CPLX0-2021	CPLX0-2021	TU00025	EG10363
CPLX0-2021	CPLX0-2021	TU00025	EG10366
CPLX0-2021	CPLX0-2021	TU00025	EG11698
CPLX0-2021	CPLX0-2021	TU00026	EG10362
CPLX0-2021	CPLX0-2021	TU00026	EG10363
CPLX0-2021	CPLX0-2021	TU00026	EG10366
CPLX0-2021	CPLX0-2021	TU00026	EG11698
CPLX0-2021	CPLX0-2021	TU00088	EG11041
CPLX0-2021	CPLX0-2021	TU00093	EG10617
CPLX0-226	CPLX0-226	TU0-1141	EG10787
CPLX0-226	CPLX0-226	TU0-1143	EG11784
CPLX0-226	CPLX0-226	TU0-1201	EG10372
CPLX0-226	CPLX0-226	TU0-12811	EG11798
CPLX0-226	CPLX0-226	TU0-12811	EG12106
CPLX0-226	CPLX0-226	TU0-12811	EG12107
CPLX0-226	CPLX0-226	TU0-12812	EG11546
CPLX0-226	CPLX0-226	TU0-1283	EG10359
CPLX0-226	CPLX0-226	TU0-12834	G372
CPLX0-226	CPLX0-226	TU0-12834	G6097
CPLX0-226	CPLX0-226	TU0-12835	EG12137
CPLX0-226	CPLX0-226	TU0-12835	EG12354
CPLX0-226	CPLX0-226	TU0-12835	G6098
CPLX0-226	CPLX0-226	TU0-13000	G6345
CPLX0-226	CPLX0-226	TU0-13000	G6346
CPLX0-226	CPLX0-226	TU0-13001	EG12179
CPLX0-226	CPLX0-226	TU0-13014	G6358
CPLX0-226	CPLX0-226	TU0-13021	G0-17083
CPLX0-226	CPLX0-226	TU0-13021	G6370
CPLX0-226	CPLX0-226	TU0-13021	G6371
CPLX0-226	CPLX0-226	TU0-13121	G6542
CPLX0-226	CPLX0-226	TU0-13210	EG10036
CPLX0-226	CPLX0-226	TU0-13210	EG11822
CPLX0-226	CPLX0-226	TU0-13210	EG12431
CPLX0-226	CPLX0-226	TU0-13210	G6645
CPLX0-226	CPLX0-226	TU0-13210	G6646
CPLX0-226	CPLX0-226	TU0-13256	G6736
CPLX0-226	CPLX0-226	TU0-13266	G0-10451
CPLX0-226	CPLX0-226	TU0-13266	G6749
CPLX0-226	CPLX0-226	TU0-13269	G6756
CPLX0-226	CPLX0-226	TU0-13299	G6798
CPLX0-226	CPLX0-226	TU0-13299	G6799
CPLX0-226	CPLX0-226	TU0-13333	G6838
CPLX0-226	CPLX0-226	TU0-13333	G6839
CPLX0-226	CPLX0-226	TU0-13506	G0-8878
CPLX0-226	CPLX0-226	TU0-13516	EG11987
CPLX0-226	CPLX0-226	TU0-13516	EG11988
CPLX0-226	CPLX0-226	TU0-13516	EG11989
CPLX0-226	CPLX0-226	TU0-13516	EG11990
CPLX0-226	CPLX0-226	TU0-13538	EG11289
CPLX0-226	CPLX0-226	TU0-13538	G7145
CPLX0-226	CPLX0-226	TU0-13546	EG11646
CPLX0-226	CPLX0-226	TU0-13546	EG12033
CPLX0-226	CPLX0-226	TU0-13547	EG12035
CPLX0-226	CPLX0-226	TU0-13640	EG12409
CPLX0-226	CPLX0-226	TU0-13641	EG11460
CPLX0-226	CPLX0-226	TU0-13677	EG11151
CPLX0-226	CPLX0-226	TU0-13677	G0-17078
CPLX0-226	CPLX0-226	TU0-13725	EG12845
CPLX0-226	CPLX0-226	TU0-13725	G7425
CPLX0-226	CPLX0-226	TU0-13725	G7426
CPLX0-226	CPLX0-226	TU0-13725	G7427
CPLX0-226	CPLX0-226	TU0-13725	G7428
CPLX0-226	CPLX0-226	TU0-13725	G7429
CPLX0-226	CPLX0-226	TU0-13725	G7430
CPLX0-226	CPLX0-226	TU0-13726	EG12634
CPLX0-226	CPLX0-226	TU0-13732	G7440
CPLX0-226	CPLX0-226	TU0-13757	G7464
CPLX0-226	CPLX0-226	TU0-13773	G7489
CPLX0-226	CPLX0-226	TU0-13853	G36
CPLX0-226	CPLX0-226	TU0-13901	G7685
CPLX0-226	CPLX0-226	TU0-13901	G7686
CPLX0-226	CPLX0-226	TU0-13901	G7687
CPLX0-226	CPLX0-226	TU0-13927	G7736
CPLX0-226	CPLX0-226	TU0-13927	G7737
CPLX0-226	CPLX0-226	TU0-13927	G7738
CPLX0-226	CPLX0-226	TU0-13927	G7739
CPLX0-226	CPLX0-226	TU0-13995	EG10937
CPLX0-226	CPLX0-226	TU0-13995	EG20091
CPLX0-226	CPLX0-226	TU0-14018	EG20049
CPLX0-226	CPLX0-226	TU0-14018	EG20051
CPLX0-226	CPLX0-226	TU0-14018	EG20053
CPLX0-226	CPLX0-226	TU0-14018	G7789
CPLX0-226	CPLX0-226	TU0-14018	GB4478
CPLX0-226	CPLX0-226	TU0-14113	EG11076
CPLX0-226	CPLX0-226	TU0-14192	G7910
CPLX0-226	CPLX0-226	TU0-14192	G7911
CPLX0-226	CPLX0-226	TU0-14192	G7912
CPLX0-226	CPLX0-226	TU0-14193	EG12554
CPLX0-226	CPLX0-226	TU0-14193	EG12556
CPLX0-226	CPLX0-226	TU0-14193	EG12557
CPLX0-226	CPLX0-226	TU0-14193	G0-10241
CPLX0-226	CPLX0-226	TU0-14193	G7913
CPLX0-226	CPLX0-226	TU0-14193	G7914
CPLX0-226	CPLX0-226	TU0-14193	G7915
CPLX0-226	CPLX0-226	TU0-14211	G7944
CPLX0-226	CPLX0-226	TU0-14238	G0-10511
CPLX0-226	CPLX0-226	TU0-14269	EG10571
CPLX0-226	CPLX0-226	TU0-14269	EG10835
CPLX0-226	CPLX0-226	TU0-14269	EG11249
CPLX0-226	CPLX0-226	TU0-14431	G7826
CPLX0-226	CPLX0-226	TU0-14568	EG10435
CPLX0-226	CPLX0-226	TU0-14568	EG10436
CPLX0-226	CPLX0-226	TU0-14568	EG10437
CPLX0-226	CPLX0-226	TU0-14568	EG10438
CPLX0-226	CPLX0-226	TU0-1461	EG20044
CPLX0-226	CPLX0-226	TU0-14627	EG11018
CPLX0-226	CPLX0-226	TU0-14637	EG11892
CPLX0-226	CPLX0-226	TU0-14714	G7263
CPLX0-226	CPLX0-226	TU0-14714	G7264
CPLX0-226	CPLX0-226	TU0-14715	G7263
CPLX0-226	CPLX0-226	TU0-14715	G7264
CPLX0-226	CPLX0-226	TU0-14750	G6339
CPLX0-226	CPLX0-226	TU0-14750	G6340
CPLX0-226	CPLX0-226	TU0-14750	G6341
CPLX0-226	CPLX0-226	TU0-14750	G6342
CPLX0-226	CPLX0-226	TU0-14750	G6343
CPLX0-226	CPLX0-226	TU0-14750	G6344
CPLX0-226	CPLX0-226	TU0-14767	G0-10653
CPLX0-226	CPLX0-226	TU0-14767	G0-17112
CPLX0-226	CPLX0-226	TU0-14769	G0-10654
CPLX0-226	CPLX0-226	TU0-1546	G7595
CPLX0-226	CPLX0-226	TU0-1601	EG10637
CPLX0-226	CPLX0-226	TU0-1601	G436
CPLX0-226	CPLX0-226	TU0-1601	G7675
CPLX0-226	CPLX0-226	TU0-1601	G7676
CPLX0-226	CPLX0-226	TU0-1601	G7677
CPLX0-226	CPLX0-226	TU0-1681	EG10954
CPLX0-226	CPLX0-226	TU0-1783	EG10589
CPLX0-226	CPLX0-226	TU0-1963	G7546
CPLX0-226	CPLX0-226	TU0-1981	EG11391
CPLX0-226	CPLX0-226	TU0-2021	EG11209
CPLX0-226	CPLX0-226	TU0-2041	EG20098
CPLX0-226	CPLX0-226	TU0-2042	EG10369
CPLX0-226	CPLX0-226	TU0-2342	EG10944
CPLX0-226	CPLX0-226	TU0-2402	G6205
CPLX0-226	CPLX0-226	TU0-2402	M010
CPLX0-226	CPLX0-226	TU0-2402	M011
CPLX0-226	CPLX0-226	TU0-2402	M012
CPLX0-226	CPLX0-226	TU0-2402	M013
CPLX0-226	CPLX0-226	TU0-2402	M014
CPLX0-226	CPLX0-226	TU0-2521	G6414
CPLX0-226	CPLX0-226	TU0-3102	EG11031
CPLX0-226	CPLX0-226	TU0-3602	G6196
CPLX0-226	CPLX0-226	TU0-3602	G6198
CPLX0-226	CPLX0-226	TU0-3602	G6199
CPLX0-226	CPLX0-226	TU0-3602	G6200
CPLX0-226	CPLX0-226	TU0-36422	EG11065
CPLX0-226	CPLX0-226	TU0-36427	EG10525
CPLX0-226	CPLX0-226	TU0-36427	G6201
CPLX0-226	CPLX0-226	TU0-3723	EG11448
CPLX0-226	CPLX0-226	TU0-3723	EG11942
CPLX0-226	CPLX0-226	TU0-3723	EG11943
CPLX0-226	CPLX0-226	TU0-3882	EG11612
CPLX0-226	CPLX0-226	TU0-3982	G7329
CPLX0-226	CPLX0-226	TU0-4001	EG10361
CPLX0-226	CPLX0-226	TU0-4001	EG11329
CPLX0-226	CPLX0-226	TU0-4001	EG11330
CPLX0-226	CPLX0-226	TU0-4001	EG12387
CPLX0-226	CPLX0-226	TU0-4001	G7394
CPLX0-226	CPLX0-226	TU0-4187	EG11530
CPLX0-226	CPLX0-226	TU0-4187	G0-9384
CPLX0-226	CPLX0-226	TU0-42472	G7350
CPLX0-226	CPLX0-226	TU0-42483	EG50004
CPLX0-226	CPLX0-226	TU0-42491	G7942
CPLX0-226	CPLX0-226	TU0-42499	EG10356
CPLX0-226	CPLX0-226	TU0-42499	EG10358
CPLX0-226	CPLX0-226	TU0-42512	EG12629
CPLX0-226	CPLX0-226	TU0-42513	EG11275
CPLX0-226	CPLX0-226	TU0-42514	EG11276
CPLX0-226	CPLX0-226	TU0-42515	EG10116
CPLX0-226	CPLX0-226	TU0-42543	EG10637
CPLX0-226	CPLX0-226	TU0-42544	G7919
CPLX0-226	CPLX0-226	TU0-42544	G7920
CPLX0-226	CPLX0-226	TU0-42544	G7921
CPLX0-226	CPLX0-226	TU0-42548	G6706
CPLX0-226	CPLX0-226	TU0-42564	EG10116
CPLX0-226	CPLX0-226	TU0-42571	EG10056
CPLX0-226	CPLX0-226	TU0-42571	EG11157
CPLX0-226	CPLX0-226	TU0-42578	EG10362
CPLX0-226	CPLX0-226	TU0-42580	EG10362
CPLX0-226	CPLX0-226	TU0-42581	EG10362
CPLX0-226	CPLX0-226	TU0-42581	EG10366
CPLX0-226	CPLX0-226	TU0-42582	EG10362
CPLX0-226	CPLX0-226	TU0-42582	EG10366
CPLX0-226	CPLX0-226	TU0-42583	EG10362
CPLX0-226	CPLX0-226	TU0-42583	EG10363
CPLX0-226	CPLX0-226	TU0-42583	EG10366
CPLX0-226	CPLX0-226	TU0-42584	EG10362
CPLX0-226	CPLX0-226	TU0-42584	EG10363
CPLX0-226	CPLX0-226	TU0-42584	EG10366
CPLX0-226	CPLX0-226	TU0-42612	EG12739
CPLX0-226	CPLX0-226	TU0-42638	EG11897
CPLX0-226	CPLX0-226	TU0-42638	EG12341
CPLX0-226	CPLX0-226	TU0-42638	G0-16690
CPLX0-226	CPLX0-226	TU0-42638	G7347
CPLX0-226	CPLX0-226	TU0-42638	G7348
CPLX0-226	CPLX0-226	TU0-42682	EG11849
CPLX0-226	CPLX0-226	TU0-4421	EG10635
CPLX0-226	CPLX0-226	TU0-45176	EG10362
CPLX0-226	CPLX0-226	TU0-45176	EG10363
CPLX0-226	CPLX0-226	TU0-45176	EG10366
CPLX0-226	CPLX0-226	TU0-45177	EG10362
CPLX0-226	CPLX0-226	TU0-45177	EG10366
CPLX0-226	CPLX0-226	TU0-45178	EG10362
CPLX0-226	CPLX0-226	TU0-45179	EG10362
CPLX0-226	CPLX0-226	TU0-45179	EG10363
CPLX0-226	CPLX0-226	TU0-45179	EG10366
CPLX0-226	CPLX0-226	TU0-45179	EG11698
CPLX0-226	CPLX0-226	TU0-45182	EG10403
CPLX0-226	CPLX0-226	TU0-45182	EG10404
CPLX0-226	CPLX0-226	TU0-45182	EG11514
CPLX0-226	CPLX0-226	TU0-45183	EG10057
CPLX0-226	CPLX0-226	TU0-45183	EG10058
CPLX0-226	CPLX0-226	TU0-45183	EG10059
CPLX0-226	CPLX0-226	TU0-45184	G0-8878
CPLX0-226	CPLX0-226	TU0-45185	G0-8878
CPLX0-226	CPLX0-226	TU0-45188	EG10589
CPLX0-226	CPLX0-226	TU0-45193	G6851
CPLX0-226	CPLX0-226	TU0-45193	G6852
CPLX0-226	CPLX0-226	TU0-45197	G7329
CPLX0-226	CPLX0-226	TU0-45202	EG10842
CPLX0-226	CPLX0-226	TU0-45202	EG10843
CPLX0-226	CPLX0-226	TU0-45211	G7263
CPLX0-226	CPLX0-226	TU0-45211	G7264
CPLX0-226	CPLX0-226	TU0-45213	EG12440
CPLX0-226	CPLX0-226	TU0-45222	EG10024
CPLX0-226	CPLX0-226	TU0-45222	EG10025
CPLX0-226	CPLX0-226	TU0-45222	EG10543
CPLX0-226	CPLX0-226	TU0-45222	EG11088
CPLX0-226	CPLX0-226	TU0-45229	EG10671
CPLX0-226	CPLX0-226	TU0-45231	EG11490
CPLX0-226	CPLX0-226	TU0-45231	G6786
CPLX0-226	CPLX0-226	TU0-45232	EG10165
CPLX0-226	CPLX0-226	TU0-45232	EG10788
CPLX0-226	CPLX0-226	TU0-45232	EG10789
CPLX0-226	CPLX0-226	TU0-45234	EG11391
CPLX0-226	CPLX0-226	TU0-45241	EG11448
CPLX0-226	CPLX0-226	TU0-45241	EG11942
CPLX0-226	CPLX0-226	TU0-45241	EG11943
CPLX0-226	CPLX0-226	TU0-45253	EG10956
CPLX0-226	CPLX0-226	TU0-45256	EG10592
CPLX0-226	CPLX0-226	TU0-45256	EG10593
CPLX0-226	CPLX0-226	TU0-45256	EG10594
CPLX0-226	CPLX0-226	TU0-45257	G6543
CPLX0-226	CPLX0-226	TU0-45257	G6544
CPLX0-226	CPLX0-226	TU0-45257	G6545
CPLX0-226	CPLX0-226	TU0-45257	G6546
CPLX0-226	CPLX0-226	TU0-45266	EG10681
CPLX0-226	CPLX0-226	TU0-45268	EG12243
CPLX0-226	CPLX0-226	TU0-45268	EG50009
CPLX0-226	CPLX0-226	TU0-45273	EG10282
CPLX0-226	CPLX0-226	TU0-45273	EG10368
CPLX0-226	CPLX0-226	TU0-45273	EG10703
CPLX0-226	CPLX0-226	TU0-45274	EG10368
CPLX0-226	CPLX0-226	TU0-45274	EG10703
CPLX0-226	CPLX0-226	TU0-45282	EG11897
CPLX0-226	CPLX0-226	TU0-45282	EG12341
CPLX0-226	CPLX0-226	TU0-45282	G0-16690
CPLX0-226	CPLX0-226	TU0-45282	G7347
CPLX0-226	CPLX0-226	TU0-45282	G7348
CPLX0-226	CPLX0-226	TU0-4681	EG12152
CPLX0-226	CPLX0-226	TU0-4682	EG12539
CPLX0-226	CPLX0-226	TU0-4682	G7891
CPLX0-226	CPLX0-226	TU0-4682	G7892
CPLX0-226	CPLX0-226	TU0-4682	G7893
CPLX0-226	CPLX0-226	TU0-4701	EG10524
CPLX0-226	CPLX0-226	TU0-4701	EG10526
CPLX0-226	CPLX0-226	TU0-4701	EG10527
CPLX0-226	CPLX0-226	TU0-4702	EG10524
CPLX0-226	CPLX0-226	TU0-4702	EG10526
CPLX0-226	CPLX0-226	TU0-4702	EG10527
CPLX0-226	CPLX0-226	TU0-4802	EG10114
CPLX0-226	CPLX0-226	TU0-4802	EG10115
CPLX0-226	CPLX0-226	TU0-4802	EG10116
CPLX0-226	CPLX0-226	TU0-4822	G0-8874
CPLX0-226	CPLX0-226	TU0-4906	EG10367
CPLX0-226	CPLX0-226	TU0-4927	EG12380
CPLX0-226	CPLX0-226	TU0-4928	EG12380
CPLX0-226	CPLX0-226	TU0-4961	EG12563
CPLX0-226	CPLX0-226	TU0-4981	G7747
CPLX0-226	CPLX0-226	TU0-4981	G7748
CPLX0-226	CPLX0-226	TU0-5021	EG12734
CPLX0-226	CPLX0-226	TU0-5021	G81
CPLX0-226	CPLX0-226	TU0-5041	EG20249
CPLX0-226	CPLX0-226	TU0-5081	EG11055
CPLX0-226	CPLX0-226	TU0-5081	EG11658
CPLX0-226	CPLX0-226	TU0-5081	G6866
CPLX0-226	CPLX0-226	TU0-5162	EG12494
CPLX0-226	CPLX0-226	TU0-5162	EG12495
CPLX0-226	CPLX0-226	TU0-5162	G7856
CPLX0-226	CPLX0-226	TU0-5162	G7858
CPLX0-226	CPLX0-226	TU0-5162	G7859
CPLX0-226	CPLX0-226	TU0-5162	G7860
CPLX0-226	CPLX0-226	TU0-5501	EG10068
CPLX0-226	CPLX0-226	TU0-5682	EG11544
CPLX0-226	CPLX0-226	TU0-5682	EG12240
CPLX0-226	CPLX0-226	TU0-5682	EG12241
CPLX0-226	CPLX0-226	TU0-5682	G0-16680
CPLX0-226	CPLX0-226	TU0-5901	EG10383
CPLX0-226	CPLX0-226	TU0-5901	G0-17117
CPLX0-226	CPLX0-226	TU0-5903	EG10383
CPLX0-226	CPLX0-226	TU0-5903	G0-17117
CPLX0-226	CPLX0-226	TU0-5961	EG10200
CPLX0-226	CPLX0-226	TU0-5964	EG10946
CPLX0-226	CPLX0-226	TU0-5982	EG11046
CPLX0-226	CPLX0-226	TU0-5982	EG11047
CPLX0-226	CPLX0-226	TU0-5982	EG11048
CPLX0-226	CPLX0-226	TU0-5982	EG11049
CPLX0-226	CPLX0-226	TU0-5982	EG11050
CPLX0-226	CPLX0-226	TU0-6021	EG10095
CPLX0-226	CPLX0-226	TU0-6021	EG11225
CPLX0-226	CPLX0-226	TU0-6021	G0-17100
CPLX0-226	CPLX0-226	TU0-6425	EG10566
CPLX0-226	CPLX0-226	TU0-6486	EG11111
CPLX0-226	CPLX0-226	TU0-6581	EG12766
CPLX0-226	CPLX0-226	TU0-6581	G7631
CPLX0-226	CPLX0-226	TU0-6581	G7632
CPLX0-226	CPLX0-226	TU0-6581	G7633
