# TF -> transcription-unit attribution, derived from EcoCyc 30.0
# regulation.dat (Transcription-Factor-Binding) + dnabindsites.dat + transunits.dat.
# Regenerate: scripts/build_tf_tu_reattribution.py
# A TF listed here acts on THIS transcription unit; the model's cistron-content
# rule must not place it on a sibling TU of the same operon that is absent here.
tf_id	ecocyc_regulator	transcription_unit	gene
CPLX0-7756	CPLX0-7756	TU0-14039	EG11451
CPLX0-7756	CPLX0-7756	TU0-14039	EG11452
CPLX0-7756	CPLX0-7756	TU0-14039	EG11453
CPLX0-7756	CPLX0-7756	TU0-14039	EG11454
CPLX0-7756	CPLX0-7756	TU0-14039	EG11455
CPLX0-7756	CPLX0-7756	TU0-14039	EG11456
CPLX0-7756	CPLX0-7756	TU0-14039	EG11457
CPLX0-7756	CPLX0-7756	TU0-14039	EG11458
CPLX0-7756	CPLX0-7756	TU0-14039	EG11486
CPLX0-7756	CPLX0-7756	TU0-14039	G7800
CPLX0-7756	CPLX0-7756	TU0-14171	G7880
CPLX0-7756	CPLX0-7756	TU0-14257	EG10440
CPLX0-7756	CPLX0-7756	TU0-14257	EG10506
CPLX0-7756	CPLX0-7756	TU0-14257	EG10709
CPLX0-7756	CPLX0-7756	TU0-14257	EG10710
CPLX0-7756	CPLX0-7756	TU0-14257	EG10881
CPLX0-7756	CPLX0-7756	TU0-14257	EG11001
CPLX0-7756	CPLX0-7756	TU0-14257	EG11231
CPLX0-7756	CPLX0-7756	TU0-14257	EG11272
CPLX0-7756	CPLX0-7756	TU0-14258	EG12108
CPLX0-7756	CPLX0-7756	TU0-1681	EG10954
CPLX0-7756	CPLX0-7756	TU0-2621	EG11378
CPLX0-7756	CPLX0-7756	TU0-2621	G6905
CPLX0-7756	CPLX0-7756	TU0-2621	G6906
CPLX0-7756	CPLX0-7756	TU0-2621	G6907
CPLX0-7756	CPLX0-7756	TU0-2621	G6908
CPLX0-7756	CPLX0-7756	TU0-2621	G6909
CPLX0-7756	CPLX0-7756	TU0-3423	EG10952
CPLX0-7756	CPLX0-7756	TU0-42548	G6706
CPLX0-7756	CPLX0-7756	TU0-42650	EG10754
CPLX0-7756	CPLX0-7756	TU0-42650	G6456
CPLX0-7756	CPLX0-7756	TU0-42650	G6457
CPLX0-7756	CPLX0-7756	TU0-45254	EG10024
CPLX0-7756	CPLX0-7756	TU0-45254	EG10025
CPLX0-7756	CPLX0-7756	TU0-6634	EG10024
CPLX0-7756	CPLX0-7756	TU0-6634	EG10025
CPLX0-7756	CPLX0-7756	TU0-7021	G6456
CPLX0-7756	CPLX0-7756	TU0-7021	G6457
CPLX0-7756	CPLX0-7756	TU0-8344	EG10301
CPLX0-7756	CPLX0-7756	TU0-8344	EG10483
CPLX0-7756	CPLX0-7756	TU0-8344	EG10484
CPLX0-7756	CPLX0-7756	TU0-8344	EG10485
CPLX0-7756	CPLX0-7756	TU0-8344	EG10486
CPLX0-7756	CPLX0-7756	TU0-8344	EG10487
CPLX0-7756	CPLX0-7756	TU0-8795	G7961
CPLX0-7756	CPLX0-7756	TU0-8805	EG12181
CPLX0-7756	CPLX0-7756	TU00149	EG13161
CPLX0-7756	CPLX0-7756	TU00153	EG10474
CPLX0-7756	CPLX0-7756	TU00153	EG10475
CPLX0-7756	CPLX0-7756	TU00153	EG10476
CPLX0-7756	CPLX0-7756	TU00153	EG10477
CPLX0-7756	CPLX0-7756	TU00153	EG10478
CPLX0-7756	CPLX0-7756	TU00153	EG10479
CPLX0-7756	CPLX0-7756	TU00153	EG10480
CPLX0-7756	CPLX0-7756	TU00153	EG10481
CPLX0-7756	CPLX0-7756	TU00153	G7414
CPLX0-7756	CPLX0-7756	TU00154	EG10483
CPLX0-7756	CPLX0-7756	TU00154	EG10484
CPLX0-7756	CPLX0-7756	TU00154	EG10485
CPLX0-7756	CPLX0-7756	TU00154	EG10486
CPLX0-7756	CPLX0-7756	TU00154	EG10487
CPLX0-7756	CPLX0-7756	TU00158	EG10649
CPLX0-7756	CPLX0-7756	TU00181	EG10547
CPLX0-7756	CPLX0-7756	TU00199	EG11781
CPLX0-7756	CPLX0-7756	TU00199	EG11945
CPLX0-7756	CPLX0-7756	TU00199	EG11946
CPLX0-7756	CPLX0-7756	TU00199	EG11947
CPLX0-7756	CPLX0-7756	TU00199	EG11948
CPLX0-7756	CPLX0-7756	TU00199	EG11949
CPLX0-7756	CPLX0-7756	TU00199	EG11950
CPLX0-7756	CPLX0-7756	TU00302	EG10153
CPLX0-7756	CPLX0-7756	TU00302	EG10154
CPLX0-7756	CPLX0-7756	TU00364	EG11883
CPLX0-7756	CPLX0-7756	TU00364	EG11884
CPLX0-7756	CPLX0-7756	TU00366	EG10506
CPLX0-7756	CPLX0-7756	TU00366	EG11001
CPLX0-7756	CPLX0-7756	TU00415	EG11355
CPLX0-7756	CPLX0-7756	TU00415	EG11356
CPLX0-7756	CPLX0-7756	TU00415	G7039
CPLX0-7756	CPLX0-7756	TU00471	EG11355
CPLX0-7756	CPLX0-7756	TU00471	EG11356
CPLX0-7756	CPLX0-7756	TU00471	G7039
CPLX0-7756	CPLX0-7756	TU681	EG10456
CPLX0-7756	CPLX0-7756	TU841	EG10137
CPLX0-7759	CPLX0-7759	TU00042	EG10587
CPLX0-7759	CPLX0-7759	TU00192	EG10408
CPLX0-7759	CPLX0-7759	TU00192	GLYA_TERMINATOR
CPLX0-7759	CPLX0-7759	TU681	EG10456
CPLX0-7787	CPLX0-7787	TU0-12849	G6109
CPLX0-7787	CPLX0-7787	TU0-12849	G6110
CPLX0-7787	CPLX0-7787	TU0-14576	EG12179
CPLX0-7791	CPLX0-7791	TU0-14381	EG10836
CPLX0-7791	CPLX0-7791	TU0-14381	EG11130
CPLX0-7791	CPLX0-7791	TU0-14381	EG11131
CPLX0-7795	CPLX0-7795	TU0-14746	EG12734
CPLX0-7795	CPLX0-7795	TU0-14746	G81
CPLX0-7795	CPLX0-7795	TU00035	EG10513
CPLX0-7795	CPLX0-7795	TU00035	EG10514
CPLX0-7795	CPLX0-7795	TU00035	EG10515
CPLX0-7795	CPLX0-7795	TU00035	G0-10439
CPLX0-7796	CPLX0-7796	TU0-13539	EG11290
CPLX0-7796	CPLX0-7796	TU0-13539	EG11375
CPLX0-7796	CPLX0-7796	TU0-1783	EG10589
CPLX0-7796	CPLX0-7796	TU0-2302	EG11504
CPLX0-7796	CPLX0-7796	TU0-2302	EG11621
CPLX0-7796	CPLX0-7796	TU0-2302	EG11737
CPLX0-7796	CPLX0-7796	TU0-3741	EG10582
CPLX0-7796	CPLX0-7796	TU0-3741	EG10590
CPLX0-7796	CPLX0-7796	TU0-45188	EG10589
CPLX0-7796	CPLX0-7796	TU0-8221	EG10584
CPLX0-7796	CPLX0-7796	TU0-8223	EG10591
CPLX0-7796	CPLX0-7796	TU0-8224	EG10591
CPLX0-7796	CPLX0-7796	TU00041	EG10581
CPLX0-7796	CPLX0-7796	TU00074	EG11384
CPLX0-7796	CPLX0-7796	TU00074	EG11385
CPLX0-7796	CPLX0-7796	TU00191	EG10583
CPLX0-7796	CPLX0-7796	TU00218	EG10585
CPLX0-7797	CPLX0-7797	TU-8382	EG11241
CPLX0-7797	CPLX0-7797	TU-8399	G7035
CPLX0-7797	CPLX0-7797	TU-8441	G7866
CPLX0-7797	CPLX0-7797	TU-8443	EG11287
CPLX0-7797	CPLX0-7797	TU0-1143	EG11784
CPLX0-7797	CPLX0-7797	TU0-1201	EG10372
CPLX0-7797	CPLX0-7797	TU0-12993	G6331
CPLX0-7797	CPLX0-7797	TU0-13000	G6345
CPLX0-7797	CPLX0-7797	TU0-13000	G6346
CPLX0-7797	CPLX0-7797	TU0-13156	G6600
CPLX0-7797	CPLX0-7797	TU0-13209	G0-16737
CPLX0-7797	CPLX0-7797	TU0-13209	G6643
CPLX0-7797	CPLX0-7797	TU0-13209	G6644
CPLX0-7797	CPLX0-7797	TU0-13312	G6815
CPLX0-7797	CPLX0-7797	TU0-13965	EG12244
CPLX0-7797	CPLX0-7797	TU0-14031	EG11730
CPLX0-7797	CPLX0-7797	TU0-14031	EG11731
CPLX0-7797	CPLX0-7797	TU0-14433	EG12242
CPLX0-7797	CPLX0-7797	TU0-14433	EG12243
CPLX0-7797	CPLX0-7797	TU0-14675	G6897
CPLX0-7797	CPLX0-7797	TU0-14675	G6898
CPLX0-7797	CPLX0-7797	TU0-14675	G6899
CPLX0-7797	CPLX0-7797	TU0-14675	G6900
CPLX0-7797	CPLX0-7797	TU0-14675	G6901
CPLX0-7797	CPLX0-7797	TU0-14675	G6902
CPLX0-7797	CPLX0-7797	TU0-14692	EG10734
CPLX0-7797	CPLX0-7797	TU0-14693	EG10734
CPLX0-7797	CPLX0-7797	TU0-14693	EG10782
CPLX0-7797	CPLX0-7797	TU0-14693	EG10784
CPLX0-7797	CPLX0-7797	TU0-14750	G6339
CPLX0-7797	CPLX0-7797	TU0-14750	G6340
CPLX0-7797	CPLX0-7797	TU0-14750	G6341
CPLX0-7797	CPLX0-7797	TU0-14750	G6342
CPLX0-7797	CPLX0-7797	TU0-14750	G6343
CPLX0-7797	CPLX0-7797	TU0-14750	G6344
CPLX0-7797	CPLX0-7797	TU0-14795	G0-10677
CPLX0-7797	CPLX0-7797	TU0-1546	G7595
CPLX0-7797	CPLX0-7797	TU0-1547	EG10147
CPLX0-7797	CPLX0-7797	TU0-1547	EG10148
CPLX0-7797	CPLX0-7797	TU0-1547	EG10150
CPLX0-7797	CPLX0-7797	TU0-1547	EG10151
CPLX0-7797	CPLX0-7797	TU0-1547	EG10987
CPLX0-7797	CPLX0-7797	TU0-1547	EG10988
CPLX0-7797	CPLX0-7797	TU0-1603	G6347
CPLX0-7797	CPLX0-7797	TU0-2261	EG12243
CPLX0-7797	CPLX0-7797	TU0-3101	EG13283
CPLX0-7797	CPLX0-7797	TU0-3101	G7233
CPLX0-7797	CPLX0-7797	TU0-3145	G7485
CPLX0-7797	CPLX0-7797	TU0-3145	G7486
CPLX0-7797	CPLX0-7797	TU0-3145	G7487
CPLX0-7797	CPLX0-7797	TU0-3161	EG10173
CPLX0-7797	CPLX0-7797	TU0-3161	EG10174
CPLX0-7797	CPLX0-7797	TU0-3162	EG10173
CPLX0-7797	CPLX0-7797	TU0-3162	EG10174
CPLX0-7797	CPLX0-7797	TU0-36398	EG11411
CPLX0-7797	CPLX0-7797	TU0-4201	EG10427
CPLX0-7797	CPLX0-7797	TU0-4201	EG10761
CPLX0-7797	CPLX0-7797	TU0-4201	EG12424
CPLX0-7797	CPLX0-7797	TU0-42499	EG10356
CPLX0-7797	CPLX0-7797	TU0-42499	EG10358
CPLX0-7797	CPLX0-7797	TU0-42509	EG10979
CPLX0-7797	CPLX0-7797	TU0-42509	EG10980
CPLX0-7797	CPLX0-7797	TU0-42650	EG10754
CPLX0-7797	CPLX0-7797	TU0-42650	G6456
CPLX0-7797	CPLX0-7797	TU0-42650	G6457
CPLX0-7797	CPLX0-7797	TU0-4441	EG12450
CPLX0-7797	CPLX0-7797	TU0-4441	G7413
CPLX0-7797	CPLX0-7797	TU0-45182	EG10403
CPLX0-7797	CPLX0-7797	TU0-45182	EG10404
CPLX0-7797	CPLX0-7797	TU0-45182	EG11514
CPLX0-7797	CPLX0-7797	TU0-45214	EG10734
CPLX0-7797	CPLX0-7797	TU0-45214	EG10782
CPLX0-7797	CPLX0-7797	TU0-45214	EG10784
CPLX0-7797	CPLX0-7797	TU0-45215	EG10734
CPLX0-7797	CPLX0-7797	TU0-45216	EG10734
CPLX0-7797	CPLX0-7797	TU0-45216	EG10735
CPLX0-7797	CPLX0-7797	TU0-45216	EG10782
CPLX0-7797	CPLX0-7797	TU0-45216	EG10783
CPLX0-7797	CPLX0-7797	TU0-45216	EG10784
CPLX0-7797	CPLX0-7797	TU0-45219	G0-16685
CPLX0-7797	CPLX0-7797	TU0-45219	G7923
CPLX0-7797	CPLX0-7797	TU0-45222	EG10024
CPLX0-7797	CPLX0-7797	TU0-45222	EG10025
CPLX0-7797	CPLX0-7797	TU0-45222	EG10543
CPLX0-7797	CPLX0-7797	TU0-45222	EG11088
CPLX0-7797	CPLX0-7797	TU0-45225	EG10330
CPLX0-7797	CPLX0-7797	TU0-45225	EG10331
CPLX0-7797	CPLX0-7797	TU0-45225	EG10332
CPLX0-7797	CPLX0-7797	TU0-45225	EG10333
CPLX0-7797	CPLX0-7797	TU0-45246	G6845
CPLX0-7797	CPLX0-7797	TU0-45246	G6846
CPLX0-7797	CPLX0-7797	TU0-45246	G6847
CPLX0-7797	CPLX0-7797	TU0-45246	G6848
CPLX0-7797	CPLX0-7797	TU0-45246	G6849
CPLX0-7797	CPLX0-7797	TU0-45254	EG10024
CPLX0-7797	CPLX0-7797	TU0-45254	EG10025
CPLX0-7797	CPLX0-7797	TU0-45268	EG12243
CPLX0-7797	CPLX0-7797	TU0-45268	EG50009
CPLX0-7797	CPLX0-7797	TU0-4783	EG11417
CPLX0-7797	CPLX0-7797	TU0-4783	G812
CPLX0-7797	CPLX0-7797	TU0-5021	EG12734
CPLX0-7797	CPLX0-7797	TU0-5021	G81
CPLX0-7797	CPLX0-7797	TU0-5101	EG10411
CPLX0-7797	CPLX0-7797	TU0-5101	G0-16693
CPLX0-7797	CPLX0-7797	TU0-5481	G6845
CPLX0-7797	CPLX0-7797	TU0-5481	G6846
CPLX0-7797	CPLX0-7797	TU0-5481	G6847
CPLX0-7797	CPLX0-7797	TU0-5481	G6848
CPLX0-7797	CPLX0-7797	TU0-5481	G6849
CPLX0-7797	CPLX0-7797	TU0-6021	EG10095
CPLX0-7797	CPLX0-7797	TU0-6021	EG11225
CPLX0-7797	CPLX0-7797	TU0-6021	G0-17100
CPLX0-7797	CPLX0-7797	TU0-6482	EG10096
CPLX0-7797	CPLX0-7797	TU0-6629	EG12358
CPLX0-7797	CPLX0-7797	TU0-6629	G6476
CPLX0-7797	CPLX0-7797	TU0-6629	G6477
CPLX0-7797	CPLX0-7797	TU0-6629	G6478
CPLX0-7797	CPLX0-7797	TU0-6629	G6479
CPLX0-7797	CPLX0-7797	TU0-6634	EG10024
CPLX0-7797	CPLX0-7797	TU0-6634	EG10025
CPLX0-7797	CPLX0-7797	TU0-6657	EG10881
CPLX0-7797	CPLX0-7797	TU0-6657	RPLT-T2
CPLX0-7797	CPLX0-7797	TU0-7021	G6456
CPLX0-7797	CPLX0-7797	TU0-7021	G6457
CPLX0-7797	CPLX0-7797	TU0-8343	EG11444
CPLX0-7797	CPLX0-7797	TU0-8343	EG11445
CPLX0-7797	CPLX0-7797	TU0-8343	G7516
CPLX0-7797	CPLX0-7797	TU0-8343	G7517
CPLX0-7797	CPLX0-7797	TU0-8345	EG10301
CPLX0-7797	CPLX0-7797	TU0-8345	EG10484
CPLX0-7797	CPLX0-7797	TU0-8345	EG10485
CPLX0-7797	CPLX0-7797	TU0-8345	EG10486
CPLX0-7797	CPLX0-7797	TU0-8345	EG10487
CPLX0-7797	CPLX0-7797	TU0-8347	G7826
CPLX0-7797	CPLX0-7797	TU0-8347	G7827
CPLX0-7797	CPLX0-7797	TU0-8354	EG12258
CPLX0-7797	CPLX0-7797	TU0-8354	EG12259
CPLX0-7797	CPLX0-7797	TU0-8359	G8205
CPLX0-7797	CPLX0-7797	TU0-8490	EG11549
CPLX0-7797	CPLX0-7797	TU0-8491	EG12230
CPLX0-7797	CPLX0-7797	TU0-8658	G7594
CPLX0-7797	CPLX0-7797	TU0-8661	G7804
CPLX0-7797	CPLX0-7797	TU0-8691	EG12405
CPLX0-7797	CPLX0-7797	TU0-8706	EG11645
CPLX0-7797	CPLX0-7797	TU0-8738	G7314
CPLX0-7797	CPLX0-7797	TU0-8812	EG12117
CPLX0-7797	CPLX0-7797	TU0-8813	EG11124
CPLX0-7797	CPLX0-7797	TU0-8855	EG10881
CPLX0-7797	CPLX0-7797	TU0-8855	EG11272
CPLX0-7797	CPLX0-7797	TU0-8855	PHEM-T3
CPLX0-7797	CPLX0-7797	TU00019	EG10232
CPLX0-7797	CPLX0-7797	TU00019	EG10233
CPLX0-7797	CPLX0-7797	TU00019	EG10234
CPLX0-7797	CPLX0-7797	TU00022	EG10325
CPLX0-7797	CPLX0-7797	TU00023	EG10330
CPLX0-7797	CPLX0-7797	TU00023	EG10331
CPLX0-7797	CPLX0-7797	TU00023	EG10332
CPLX0-7797	CPLX0-7797	TU00023	EG10333
CPLX0-7797	CPLX0-7797	TU00030	EG10391
CPLX0-7797	CPLX0-7797	TU00030	EG10392
CPLX0-7797	CPLX0-7797	TU00030	EG10393
CPLX0-7797	CPLX0-7797	TU00034	EG10511
CPLX0-7797	CPLX0-7797	TU00039	EG10560
CPLX0-7797	CPLX0-7797	TU00039	EG10561
CPLX0-7797	CPLX0-7797	TU00044	EG10638
CPLX0-7797	CPLX0-7797	TU00044	EG10639
CPLX0-7797	CPLX0-7797	TU00044	EG10640
CPLX0-7797	CPLX0-7797	TU00044	EG10641
CPLX0-7797	CPLX0-7797	TU00045	EG10642
CPLX0-7797	CPLX0-7797	TU00045	G0-17088
CPLX0-7797	CPLX0-7797	TU00046	EG10188
CPLX0-7797	CPLX0-7797	TU00046	EG10653
CPLX0-7797	CPLX0-7797	TU00046	EG10654
CPLX0-7797	CPLX0-7797	TU00046	EG10655
CPLX0-7797	CPLX0-7797	TU00058	EG10798
CPLX0-7797	CPLX0-7797	TU00058	EG10799
CPLX0-7797	CPLX0-7797	TU00064	EG10953
CPLX0-7797	CPLX0-7797	TU00075	EG10046
CPLX0-7797	CPLX0-7797	TU00100	EG10173
CPLX0-7797	CPLX0-7797	TU00100	EG10174
CPLX0-7797	CPLX0-7797	TU00101	EG10178
CPLX0-7797	CPLX0-7797	TU00101	EG10179
CPLX0-7797	CPLX0-7797	TU00101	EG10180
CPLX0-7797	CPLX0-7797	TU00101	EG10181
CPLX0-7797	CPLX0-7797	TU00101	EG10182
CPLX0-7797	CPLX0-7797	TU00103	EG10979
CPLX0-7797	CPLX0-7797	TU00103	EG10980
CPLX0-7797	CPLX0-7797	TU00103	EG10981
CPLX0-7797	CPLX0-7797	TU00103	EG10982
CPLX0-7797	CPLX0-7797	TU00103	G0-17009
CPLX0-7797	CPLX0-7797	TU00104	EG10356
CPLX0-7797	CPLX0-7797	TU00105	EG10358
CPLX0-7797	CPLX0-7797	TU00118	EG10133
CPLX0-7797	CPLX0-7797	TU00125	EG10989
CPLX0-7797	CPLX0-7797	TU00125	EG10990
CPLX0-7797	CPLX0-7797	TU00125	EG10991
CPLX0-7797	CPLX0-7797	TU00125	EG11172
CPLX0-7797	CPLX0-7797	TU00125	G7624
CPLX0-7797	CPLX0-7797	TU00125	G7626
CPLX0-7797	CPLX0-7797	TU00125	G7627
CPLX0-7797	CPLX0-7797	TU00152	EG10285
CPLX0-7797	CPLX0-7797	TU00156	EG10643
CPLX0-7797	CPLX0-7797	TU00156	EG10646
CPLX0-7797	CPLX0-7797	TU00157	EG11227
CPLX0-7797	CPLX0-7797	TU00157	EG11228
CPLX0-7797	CPLX0-7797	TU00157	EG11229
CPLX0-7797	CPLX0-7797	TU00158	EG10649
CPLX0-7797	CPLX0-7797	TU00159	EG10357
CPLX0-7797	CPLX0-7797	TU00160	EG10095
CPLX0-7797	CPLX0-7797	TU00170	EG10371
CPLX0-7797	CPLX0-7797	TU00170	EG11442
CPLX0-7797	CPLX0-7797	TU00170	EG11810
CPLX0-7797	CPLX0-7797	TU00182	EG10403
CPLX0-7797	CPLX0-7797	TU00182	EG10404
CPLX0-7797	CPLX0-7797	TU00182	EG11514
CPLX0-7797	CPLX0-7797	TU00199	EG11781
CPLX0-7797	CPLX0-7797	TU00199	EG11945
CPLX0-7797	CPLX0-7797	TU00199	EG11946
CPLX0-7797	CPLX0-7797	TU00199	EG11947
CPLX0-7797	CPLX0-7797	TU00199	EG11948
CPLX0-7797	CPLX0-7797	TU00199	EG11949
CPLX0-7797	CPLX0-7797	TU00199	EG11950
CPLX0-7797	CPLX0-7797	TU00202	EG10734
CPLX0-7797	CPLX0-7797	TU00202	EG10735
CPLX0-7797	CPLX0-7797	TU00202	EG10782
CPLX0-7797	CPLX0-7797	TU00202	EG10783
CPLX0-7797	CPLX0-7797	TU00202	EG10784
CPLX0-7797	CPLX0-7797	TU00209	EG11221
CPLX0-7797	CPLX0-7797	TU00211	EG10958
CPLX0-7797	CPLX0-7797	TU00216	EG10399
CPLX0-7797	CPLX0-7797	TU00216	EG10401
CPLX0-7797	CPLX0-7797	TU00234	ACRFT1
CPLX0-7797	CPLX0-7797	TU00234	EG10266
CPLX0-7797	CPLX0-7797	TU00234	EG10267
CPLX0-7797	CPLX0-7797	TU00247	EG11557
CPLX0-7797	CPLX0-7797	TU00247	EG11558
CPLX0-7797	CPLX0-7797	TU00247	EG11559
CPLX0-7797	CPLX0-7797	TU00247	EG11560
CPLX0-7797	CPLX0-7797	TU00247	EG11561
CPLX0-7797	CPLX0-7797	TU00247	EG12608
CPLX0-7797	CPLX0-7797	TU00254	EG10012
CPLX0-7797	CPLX0-7797	TU00254	EG11405
CPLX0-7797	CPLX0-7797	TU00262	EG10248
CPLX0-7797	CPLX0-7797	TU00262	EG12625
CPLX0-7797	CPLX0-7797	TU00262	EG12626
CPLX0-7797	CPLX0-7797	TU00262	EG12627
CPLX0-7797	CPLX0-7797	TU00262	EG12628
CPLX0-7797	CPLX0-7797	TU00269	EG12101
CPLX0-7797	CPLX0-7797	TU00269	EG12102
CPLX0-7797	CPLX0-7797	TU00269	EG12933
CPLX0-7797	CPLX0-7797	TU00270	EG10264
CPLX0-7797	CPLX0-7797	TU00270	EG10297
CPLX0-7797	CPLX0-7797	TU00270	EG10299
CPLX0-7797	CPLX0-7797	TU00270	G0-10437
CPLX0-7797	CPLX0-7797	TU00300	EG11595
CPLX0-7797	CPLX0-7797	TU00300	EG11596
CPLX0-7797	CPLX0-7797	TU00300	EG11597
CPLX0-7797	CPLX0-7797	TU00300	EG11598
CPLX0-7797	CPLX0-7797	TU00300	EG11666
CPLX0-7797	CPLX0-7797	TU00302	EG10153
CPLX0-7797	CPLX0-7797	TU00302	EG10154
CPLX0-7797	CPLX0-7797	TU00305	EG12052
CPLX0-7797	CPLX0-7797	TU00305	EG12053
CPLX0-7797	CPLX0-7797	TU00305	EG12054
CPLX0-7797	CPLX0-7797	TU00305	EG12055
CPLX0-7797	CPLX0-7797	TU00305	EG12057
CPLX0-7797	CPLX0-7797	TU00305	EG12058
CPLX0-7797	CPLX0-7797	TU00305	EG12059
CPLX0-7797	CPLX0-7797	TU00305	EG12060
CPLX0-7797	CPLX0-7797	TU00305	EG12061
CPLX0-7797	CPLX0-7797	TU00305	EG12062
CPLX0-7797	CPLX0-7797	TU00305	EG12064
CPLX0-7797	CPLX0-7797	TU00305	EG12067
CPLX0-7797	CPLX0-7797	TU00305	EG12068
CPLX0-7797	CPLX0-7797	TU00305	EG12143
CPLX0-7797	CPLX0-7797	TU00305	EG12169
CPLX0-7797	CPLX0-7797	TU00308	EG11519
CPLX0-7797	CPLX0-7797	TU00308	EG12075
CPLX0-7797	CPLX0-7797	TU00308	EG12076
CPLX0-7797	CPLX0-7797	TU00308	EG12077
CPLX0-7797	CPLX0-7797	TU00308	EG12078
CPLX0-7797	CPLX0-7797	TU00308	EG12079
CPLX0-7797	CPLX0-7797	TU00310	EG11773
CPLX0-7797	CPLX0-7797	TU00310	EG11774
CPLX0-7797	CPLX0-7797	TU00310	EG12082
CPLX0-7797	CPLX0-7797	TU00310	EG12083
CPLX0-7797	CPLX0-7797	TU00310	EG12084
CPLX0-7797	CPLX0-7797	TU00310	EG12086
CPLX0-7797	CPLX0-7797	TU00310	EG12087
CPLX0-7797	CPLX0-7797	TU00310	EG12088
CPLX0-7797	CPLX0-7797	TU00310	EG12089
CPLX0-7797	CPLX0-7797	TU00310	EG12090
CPLX0-7797	CPLX0-7797	TU00310	EG12091
CPLX0-7797	CPLX0-7797	TU00310	EG12092
CPLX0-7797	CPLX0-7797	TU00310	EG12093
CPLX0-7797	CPLX0-7797	TU00336	EG10874
CPLX0-7797	CPLX0-7797	TU00336	EG10908
CPLX0-7797	CPLX0-7797	TU00347	EG10865
CPLX0-7797	CPLX0-7797	TU00347	EG10866
CPLX0-7797	CPLX0-7797	TU00347	EG10867
CPLX0-7797	CPLX0-7797	TU00347	EG10877
CPLX0-7797	CPLX0-7797	TU00347	EG10882
CPLX0-7797	CPLX0-7797	TU00347	EG10883
CPLX0-7797	CPLX0-7797	TU00347	EG10887
CPLX0-7797	CPLX0-7797	TU00347	EG10902
CPLX0-7797	CPLX0-7797	TU00347	EG10909
CPLX0-7797	CPLX0-7797	TU00347	EG10916
CPLX0-7797	CPLX0-7797	TU00347	EG10918
CPLX0-7797	CPLX0-7797	TU00351	EG10880
CPLX0-7797	CPLX0-7797	TU00351	EG10915
CPLX0-7797	CPLX0-7797	TU00351	EG11023
CPLX0-7797	CPLX0-7797	TU00351	EG11153
CPLX0-7797	CPLX0-7797	TU00369	EG11369
CPLX0-7797	CPLX0-7797	TU00369	EG11370
CPLX0-7797	CPLX0-7797	TU00377	EG10701
CPLX0-7797	CPLX0-7797	TU00377	EG11258
CPLX0-7797	CPLX0-7797	TU00379	EG10701
CPLX0-7797	CPLX0-7797	TU00379	EG11258
CPLX0-7797	CPLX0-7797	TU00385	EG10027
CPLX0-7797	CPLX0-7797	TU00424	EG10484
CPLX0-7797	CPLX0-7797	TU00424	EG10485
CPLX0-7797	CPLX0-7797	TU00424	EG10486
CPLX0-7797	CPLX0-7797	TU00424	EG10487
CPLX0-7797	CPLX0-7797	TU00439	EG11332
CPLX0-7797	CPLX0-7797	TU00439	EG12129
CPLX0-7797	CPLX0-7797	TU00456	EG10957
CPLX0-7797	CPLX0-7797	TU00468	EG10006
CPLX0-7797	CPLX0-7797	TU00468	EG10357
CPLX0-7797	CPLX0-7797	TU00522	EG10024
CPLX0-7797	CPLX0-7797	TU00522	EG10025
CPLX0-7797	CPLX0-7797	TU00522	EG10543
CPLX0-7797	CPLX0-7797	TU00522	EG11088
CPLX0-7797	CPLX0-7797	TU00523	EG10543
CPLX0-7797	CPLX0-7797	TU00524	EG10931
CPLX0-7797	CPLX0-7797	TU00524	EG10932
CPLX0-7797	CPLX0-7797	TU00524	EG10933
CPLX0-7797	CPLX0-7797	TU00524	EG10934
CPLX0-7797	CPLX0-7797	TU00524	EG10979
CPLX0-7797	CPLX0-7797	TU00524	EG10980
CPLX0-7797	CPLX0-7797	TU00524	EG10981
CPLX0-7797	CPLX0-7797	TU00524	EG10982
CPLX0-7797	CPLX0-7797	TU00524	G0-17009
CPLX0-7797	CPLX0-7797	TU00524	G6388
CPLX0-7797	CPLX0-7797	TU102	EG10035
CPLX0-7797	CPLX0-7797	TU141	G6088
CPLX0-7797	CPLX0-7797	TU142	EG11562
CPLX0-7797	CPLX0-7797	TU142	EG11563
CPLX0-7797	CPLX0-7797	TU142	EG11564
CPLX0-7797	CPLX0-7797	TU142	EG11565
CPLX0-7797	CPLX0-7797	TU344	ARCAT1
CPLX0-7797	CPLX0-7797	TU344	EG10061
CPLX0-7797	CPLX0-7797	TU346	ARCAT1
CPLX0-7797	CPLX0-7797	TU346	EG10061
CPLX0-7797	CPLX0-7797	TU358	EG10173
CPLX0-7797	CPLX0-7797	TU358	EG10174
CPLX0-7797	CPLX0-7797	TU482	EG10016
CPLX0-7797	CPLX0-7797	TU482	EG11175
CPLX0-7797	CPLX0-7797	TU482	EG11176
CPLX0-7797	CPLX0-7797	TU482	EG12760
CPLX0-7797	CPLX0-7797	TU482	EG30069
CPLX0-7797	CPLX0-7797	TU544	G6660
CPLX0-7797	CPLX0-7797	TU546	EG10031
CPLX0-7797	CPLX0-7797	TU581	G6619
CPLX0-7797	CPLX0-7797	TU586	EG12243
