$	0m	0m	1m	1m	1m	2m	2m	2m
G6659	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6660	14.0000	13.5714	11.8571	11.0000	10.8095	11.0000	11.0000	11.0000
G6661	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6662	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6663	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6664	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6665	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6666	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6667	1.0000	1.0000	1.0000	1.0000	1.8571	2.0000	2.0000	2.0000
G6668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6669	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6671	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6673	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6674	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6675	1.0000	1.0000	0.5714	0.0000	0.0000	0.0000	0.0000	0.0000
G6676	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6677	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6679	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6680	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6681	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6682	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6683	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6684	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6685	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6686	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6688	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6689	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6691	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6692	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6693	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6694	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6695	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6696	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6697	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6698	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6699	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6702	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6703	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6704	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6705	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6706	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6708	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6709	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6710	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6711	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6712	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6713	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6714	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6715	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6716	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6717	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6718	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6719	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6720	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8636
G6721	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8636
G6723	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6724	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6725	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6727	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6728	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6729	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6730	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6731	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6732	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6736	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6737	3.0000	3.0000	2.8095	1.4091	0.0000	0.0000	0.0000	0.0000
G6738	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6742	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6743	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6744	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6745	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6746	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6747	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6749	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6751	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6753	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6754	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6755	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6756	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6757	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7143	1.0000
G6758	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6759	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6760	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6761	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6762	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6763	6.0000	5.8095	6.0000	6.2273	6.0000	6.2273	6.3810	6.0000
G6764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6765	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6766	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6769	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6770	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6771	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6772	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6773	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6774	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6775	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6777	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6778	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6779	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6780	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6782	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6783	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6784	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6785	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6786	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6787	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6788	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6789	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6790	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6791	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6792	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6793	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6794	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6795	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6798	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6799	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6800	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6802	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6803	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6804	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6805	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6806	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6807	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6808	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6809	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6810	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6811	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6812	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6813	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6814	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6815	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6816	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6817	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6818	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6819	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6820	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6822	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6823	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
G6824	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6825	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6826	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6827	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6828	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6831	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6833	2.0000	1.7619	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6835	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6836	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6837	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6838	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6839	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6840	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6841	0.0000	0.0000	0.0000	0.0000	0.0000	1.9091	0.6190	0.3636
G6842	0.0000	0.0000	0.0000	0.0000	0.0000	1.9091	0.6190	0.3636
G6843	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6844	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8182
G6845	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6847	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6848	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6849	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6850	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6852	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6853	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6854	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6855	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6856	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6857	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6858	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6859	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6860	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.3636
G6861	0.0000	0.0000	0.0000	0.0000	0.0000	0.2273	1.0000	1.0000
G6862	0.0000	0.0000	0.0000	0.0000	0.0000	0.2273	1.0000	1.0000
G6863	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6864	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6865	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6866	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6867	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6868	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.1364
G6869	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6870	0.0000	0.4762	1.0000	1.0000	0.9048	0.0000	0.0000	0.0000
G6871	0.0000	0.4762	1.0000	1.0000	0.9048	0.0000	0.0000	0.0000
G6872	0.0000	0.4762	1.0000	1.0000	0.9048	0.0000	0.0000	0.0000
G6873	0.0000	0.4762	1.0000	1.0000	0.9048	0.0000	0.0000	0.0000
G6874	0.0000	0.4762	1.0000	1.0000	0.9048	0.0000	0.0000	0.0000
G6875	0.0000	0.4762	1.0000	1.0000	0.9048	0.0000	0.0000	0.0000
G6876	0.0000	0.4762	1.0000	1.0000	0.9048	0.0000	0.0000	0.0000
G6877	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6878	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6879	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6880	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6881	7.0000	6.8095	7.0000	7.9091	7.1429	3.7727	1.7143	1.3636
G6882	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6883	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6884	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6885	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6886	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6887	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6888	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6889	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6890	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6891	0.0000	0.0000	0.0000	0.0000	0.8571	1.0000	1.0000	0.1818
G6892	0.0000	0.0000	0.0000	0.0000	0.0000	0.1818	1.0000	1.0000
G6893	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6894	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6895	5.0000	5.0000	5.0000	5.2273	6.0000	6.0000	5.0952	5.0000
G6896	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6897	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6898	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6899	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6901	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6902	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6903	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.4762	1.6364
G6904	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6905	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6906	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6907	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6908	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6911	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6912	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6913	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6914	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6915	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6916	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6917	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6918	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6919	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6920	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6922	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6923	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6924	1.0000	1.0000	1.0000	0.9091	0.0000	0.3636	1.0000	1.0000
G6925	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6928	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6929	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6930	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6932	0.0000	0.0000	0.0000	0.8182	1.0000	1.0000	1.0000	1.0000
G6933	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6934	3.0000	3.0000	3.0000	3.0000	2.0000	2.0000	2.0000	1.7727
G6935	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6936	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6937	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6938	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.5714	2.0000
G6939	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6940	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6941	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6942	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6943	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6944	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6945	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6946	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6947	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6949	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6952	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6953	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6954	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6955	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6956	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6957	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6958	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6959	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6960	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6961	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6962	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6963	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6964	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
G6966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6968	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6969	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6970	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6971	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6972	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6973	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6974	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6975	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6977	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6978	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6979	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6980	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6981	1.0000	1.0000	2.0000	2.1364	2.0000	2.0000	2.5714	3.7727
G6982	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6983	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6984	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6985	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6986	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6987	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6989	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6990	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8636
G6991	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8636
G6992	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6993	2.0000	2.5714	4.0000	3.6364	2.9048	2.1364	1.3333	1.0000
G6994	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
G6995	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
