$	0m	0m	1m	1m	1m	2m	2m	2m
EG10910	32.0000	31.1429	29.2857	30.0455	30.8095	30.7727	31.1905	32.5455
EG10911	39.0000	37.8095	36.2381	34.3182	33.0952	30.4091	29.5714	30.9091
EG10912	32.0000	31.1429	29.2857	30.0455	30.8095	30.7727	31.1905	32.5455
EG10913	54.0000	55.0952	56.0000	55.5909	53.0952	52.8636	54.0000	53.1364
EG10914	23.0000	24.0952	26.7143	28.5909	32.0000	34.5909	36.2381	35.2273
EG10915	15.0000	14.9524	14.7143	15.0000	14.6190	14.2727	14.0000	14.8182
EG10916	47.0000	46.1429	46.0000	45.6364	46.5714	48.0000	47.9048	47.0909
EG10917	30.0000	29.1429	27.3333	24.0909	25.1429	27.0455	29.6667	33.9091
EG10918	47.0000	46.1429	46.0000	45.6364	46.5714	48.0000	47.9048	47.0909
EG10919	16.0000	16.2381	14.8571	13.8636	15.2857	17.4545	21.4762	22.1818
EG10920	28.0000	26.6190	23.5714	24.1818	26.1429	26.1364	26.9524	26.2273
EG10921	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	0.0455
EG10922	0.0000	0.0000	0.0000	0.0000	0.3810	1.0000	0.9524	0.0000
EG10925	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10926	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10927	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10928	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10929	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10930	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10931	2.0000	2.0000	2.0000	2.0000	1.4286	1.0000	1.0000	1.0000
EG10932	2.0000	2.0000	2.0000	2.0000	1.4286	1.0000	1.0000	1.0000
EG10933	2.0000	2.0000	2.0000	2.0000	1.4286	1.0000	1.0000	1.0000
EG10934	2.0000	2.0000	2.0000	2.0000	1.4286	1.0000	1.0000	1.0000
EG10935	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10936	2.0000	2.0000	2.0000	1.6364	1.0000	1.0000	1.0000	0.2727
EG10937	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10938	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10939	3.0000	3.0000	3.0476	4.0000	4.0000	4.6818	5.0000	5.0000
EG10940	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10941	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10942	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10943	1.0000	1.0000	1.0000	0.7273	0.0000	0.0000	0.0000	0.0000
EG10944	9.0000	8.1429	6.3810	6.5455	7.7143	9.0000	8.4286	6.9091
EG10945	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10946	3.0000	3.1429	3.5714	4.0000	3.3810	3.0455	2.3810	2.0000
EG10947	1.0000	1.0000	1.0000	1.0000	1.0476	2.0000	2.0000	2.0000
EG10948	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG10949	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10952	0.0000	0.0000	0.7619	1.0000	1.0000	1.0000	1.3810	2.0000
EG10953	8.0000	8.0000	8.0000	7.0909	6.1429	7.0000	7.0000	6.2273
EG10954	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10955	0.0000	0.0000	0.0000	0.0000	0.3810	1.0000	1.0000	1.0000
EG10956	0.0000	0.8095	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10957	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10958	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10959	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10960	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10961	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10962	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10963	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10964	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10965	1.0000	1.0000	1.0000	1.0000	1.4286	2.0000	2.0000	1.0455
EG10966	0.0000	0.2857	1.0000	0.7273	0.0000	0.0000	0.0000	0.0000
EG10967	0.0000	0.2857	1.0000	0.7273	0.0000	0.0000	0.0000	0.0000
EG10968	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10969	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10970	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10971	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10972	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10973	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10974	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10975	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10977	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10978	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10979	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10980	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10981	2.0000	2.0000	2.0000	2.0000	2.0000	2.3636	2.0000	2.4545
EG10982	6.0000	6.0000	6.2857	6.0000	6.0000	6.0000	6.0000	6.0000
EG10983	2.0000	2.0000	2.0000	2.0000	1.8571	1.0000	1.0000	1.0000
EG10984	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10985	1.0000	1.0000	0.4762	0.0000	0.0000	0.0000	0.0000	0.0000
EG10986	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10987	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10988	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10989	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10990	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10991	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10992	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10993	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10994	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10995	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10996	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG10997	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10998	1.0000	0.0952	0.0000	0.0000	0.9524	1.0000	2.5714	6.2727
EG10999	1.0000	0.0952	0.0000	0.0000	0.9524	1.0000	2.5714	6.2727
EG11000	1.0000	0.0952	0.0000	0.0000	0.9524	1.0000	2.5714	6.2727
EG11001	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
EG11002	2.0000	2.0000	2.0000	1.6818	1.0000	1.0000	1.0000	1.0000
EG11003	7.0000	6.5714	6.0000	5.3636	3.4286	2.7273	2.0000	1.3182
EG11004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1429	0.5000
EG11009	0.0000	0.0000	0.0000	0.0000	0.0000	0.8182	1.0000	1.0000
EG11010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11012	1.0000	1.0000	1.0000	0.0000	0.6667	1.0909	1.9048	0.9091
EG11013	2.0000	1.5238	1.0000	1.5455	2.0000	1.1818	0.4762	0.0000
EG11014	1.0000	1.0000	1.0000	0.7273	0.0000	0.0000	0.0000	0.0000
EG11015	4.0000	4.2381	5.0000	5.0000	5.0000	4.4091	3.3333	2.0000
EG11016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11018	1.0000	1.0000	1.0000	1.0000	1.0000	1.7273	2.0000	2.0000
EG11019	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11022	0.0000	0.4286	1.0000	1.0000	1.0000	0.8636	0.0000	0.0000
EG11023	15.0000	14.9524	14.7143	15.0000	14.6190	14.2727	14.0000	14.8182
EG11024	0.0000	0.0000	0.4762	1.0000	1.0000	1.0000	1.0000	2.0000
EG11025	0.0000	0.0000	0.4762	1.0000	1.0000	1.0000	1.0000	2.0000
EG11026	0.0000	0.0000	0.4762	1.0000	1.0000	1.0000	1.0000	2.0000
EG11027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11028	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11029	0.0000	0.8571	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11030	0.0000	0.0000	0.0000	0.2273	1.0000	1.0000	1.0000	1.0000
EG11031	4.0000	3.3333	3.5714	2.4091	3.0000	3.0000	3.1429	3.2727
EG11032	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11033	2.0000	2.0000	2.4286	2.0455	3.4762	4.2273	5.0000	5.0000
EG11034	4.0000	4.0000	4.0000	4.0000	4.0000	2.5455	2.0000	2.0000
EG11035	0.0000	0.0000	0.3333	1.0000	1.0000	1.0000	1.0000	1.0000
EG11036	39.0000	37.8095	36.2381	34.3182	33.0952	30.4091	29.5714	30.9091
EG11037	19.0000	18.1429	16.8095	16.8636	13.8571	12.0455	12.1429	12.0000
EG11038	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11039	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11041	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11042	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11043	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11044	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11045	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11046	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11047	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11049	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11050	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5455
EG11052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5455
EG11053	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5455
EG11054	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11055	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11056	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11058	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11059	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11060	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11061	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11064	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11066	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11068	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11069	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	1.9545
EG11070	1.0000	1.0000	1.0000	1.0000	0.9524	0.0000	0.0000	0.0000
EG11071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11072	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
EG11073	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.1429	0.0000
EG11074	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11075	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11076	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11078	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11079	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11080	0.0000	0.0000	0.3333	0.4091	0.0000	0.0000	0.0000	0.0000
EG11081	0.0000	0.0000	0.3333	0.4091	0.0000	0.0000	0.0000	0.0000
EG11082	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11083	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11084	0.0000	0.1429	1.0000	1.0000	1.0000	1.4091	1.5238	1.0000
EG11085	1.0000	0.4762	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11086	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11087	2.0000	2.0000	2.0000	1.6364	1.0000	1.0000	1.0000	0.2727
EG11088	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11089	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11090	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11091	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.4091
EG11093	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11094	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11095	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3810	1.0000
EG11096	3.0000	3.3810	3.6190	3.0000	3.5714	4.0000	4.0000	4.0000
EG11097	1.0000	1.0000	1.0000	1.0000	0.7143	0.0000	0.0000	0.0000
EG11098	3.0000	3.0000	3.0000	3.0000	2.1429	2.0000	2.0000	1.0455
EG11099	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11100	2.0000	2.0000	2.0000	1.7273	1.0000	1.0000	1.0000	1.0000
EG11101	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11102	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11103	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11104	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11105	3.0000	3.3333	3.5238	3.0000	2.5714	2.8636	3.0000	2.3636
EG11108	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11109	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11110	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11111	8.0000	8.0000	8.1905	9.8636	10.0000	9.8636	9.0000	9.0000
EG11112	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11113	2.0000	1.2857	0.1429	0.0000	0.0000	0.4091	1.0000	1.0000
EG11116	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11117	1.0000	1.0000	1.0000	1.0000	1.0000	0.6818	0.0000	0.0000
EG11118	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11119	5.0000	5.5238	6.0000	6.0000	5.7619	5.3636	6.0000	6.0000
EG11120	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11121	0.0000	0.0000	0.0000	0.0000	0.0000	0.7727	1.0000	1.0000
EG11122	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11123	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11124	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11125	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11126	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11127	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11128	1.0000	1.0000	1.0000	1.0000	1.0000	0.5455	0.0000	0.0000
EG11129	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11130	1.0000	1.0000	1.0000	1.0000	1.0000	0.6364	0.0000	0.0000
EG11131	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11132	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11133	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11134	1.0000	1.0000	1.0000	0.7273	0.0000	0.0000	0.0000	0.0000
EG11135	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11136	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11137	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG11138	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG11139	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11140	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11141	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11143	4.0000	4.0000	3.6190	2.8182	2.0000	1.0909	0.0000	0.0000
EG11144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11146	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11147	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11149	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	1.7143	0.7727
EG11150	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11151	5.0000	5.0000	4.1905	3.2727	2.0000	2.0000	2.0000	1.3182
EG11152	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11153	15.0000	14.9524	14.7143	15.0000	14.6190	14.2727	14.0000	14.8182
EG11154	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11155	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11156	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11157	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11159	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11160	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11161	1.0000	1.0000	1.0000	1.0000	1.0000	0.6364	0.0000	0.0000
EG11162	1.0000	1.0000	1.0000	1.0000	1.0000	0.6364	0.0000	0.0000
EG11164	0.0000	0.0000	0.0000	0.0000	0.0000	0.8182	1.0000	1.0000
EG11165	0.0000	0.0000	0.0000	0.0000	0.0000	0.8182	1.0000	1.0000
EG11166	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11167	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11169	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11171	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11172	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11173	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11174	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11175	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11176	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11177	4.0000	4.0000	3.8095	4.0000	4.0000	3.1818	3.0000	3.0000
EG11178	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11179	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG11180	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11181	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11182	1.0000	0.6667	0.0000	0.1818	1.6667	1.0000	1.0000	1.0000
EG11183	1.0000	1.0000	1.0000	0.8636	0.9524	1.0000	1.0000	1.0000
EG11184	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11186	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11187	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11188	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11189	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11190	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1905	1.0000
EG11191	1.0000	1.0000	1.0000	1.0000	0.5714	0.8636	1.0000	1.0000
EG11192	1.0000	1.0000	1.0000	1.0000	1.0000	0.9091	0.0000	0.0000
EG11193	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11194	1.0000	1.0000	1.0000	0.5000	0.0000	0.3182	0.2381	0.0000
EG11195	0.0000	0.0000	0.0000	0.6364	1.1429	2.0000	2.0000	2.0000
EG11196	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11197	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11198	0.0000	0.0000	0.0000	0.0000	0.7143	1.0000	1.0000	1.0000
EG11199	4.0000	4.0000	4.0000	4.0000	4.0000	3.8182	2.0476	1.5455
EG11201	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	1.9545
EG11202	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	1.9545
EG11203	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11204	2.0000	2.0000	1.1429	1.0000	1.0000	1.0000	1.0000	1.0000
EG11205	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11206	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11207	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11208	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11209	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11210	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11211	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11212	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11214	0.0000	0.1905	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11215	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11217	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11218	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11219	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11221	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG11222	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11223	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11224	0.0000	0.0000	0.0000	0.0000	0.0000	0.8636	1.0000	1.0000
EG11225	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11226	3.0000	1.6667	1.0000	1.0000	1.0000	1.0000	2.0476	5.5909
EG11227	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11228	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11229	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11230	1.0000	1.0000	0.9048	0.0000	0.0000	0.0000	0.0000	0.0000
EG11231	13.0000	12.5714	12.7619	12.4545	12.4762	11.9545	11.7619	12.0000
EG11232	51.0000	52.4762	54.7143	54.7273	53.4762	55.0909	57.0000	55.5455
EG11233	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11234	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG11235	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
