$	0m	0m	1m	1m	1m	2m	2m	2m
EG11982-MONOMER	53.0000	53.6667	54.3810	55.0000	55.0000	55.0000	55.0000	55.0000
EG11983-MONOMER	254.0000	254.0000	254.0000	254.0000	254.0000	254.0000	253.9048	253.0000
EG11984-MONOMER	120.0000	120.0000	120.0000	120.0000	119.8571	119.0000	119.0000	119.0000
EG11985-MONOMER	97.0000	97.0000	96.6667	96.0000	96.0000	95.9545	95.0000	95.0000
EG11987-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
EG11988-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG11989-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG11990-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG11991-MONOMER	81.0000	81.0000	81.0000	81.0000	81.0000	80.3182	80.0000	80.0000
EG11992-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
EG11995-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
EG11998-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG11999-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
EG12002-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG12003-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG12004-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
EG12005-MONOMER	281.0000	281.0000	281.0000	281.0000	281.0000	281.0000	281.0000	281.0000
EG12006-MONOMER	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000
EG12007-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
EG12008-MONOMER	46.0000	46.0000	46.0000	46.0000	48.4762	58.0455	63.7619	68.0000
EG12013-MONOMER	170.0000	170.0000	170.0000	170.0000	170.0000	170.0000	170.0000	170.0000
EG12015-MONOMER	254.0000	254.0000	254.0000	254.0000	254.0000	254.0000	253.1429	253.0000
EG12016-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
EG12017-MONOMER	61.0000	61.0000	61.0000	61.0000	61.0000	61.0000	61.0000	61.0000
EG12019-MONOMER	16.0000	16.0000	16.0000	16.0000	15.5238	15.0000	15.0000	15.0000
EG12022-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
EG12023-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
EG12024-MONOMER	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000
EG12025-MONOMER	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000
EG12026-MONOMER	1199.0000	1200.7143	1206.8571	1211.1818	1214.0476	1223.5000	1233.0000	1237.7727
EG12027-MONOMER	33.0000	32.8571	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000
EG12028-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
EG12030-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
EG12031-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG12033-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG12035-MONOMER	1683.0000	1682.1905	1681.9048	1681.0000	1681.0000	1678.5909	1674.8095	1670.2727
EG12036-MONOMER	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000
EG12042-MONOMER	532.0000	532.0000	532.0000	532.3636	538.0000	549.1818	559.7143	568.5909
EG12043-MONOMER	3107.0000	3115.9048	3129.5238	3151.0000	3176.7143	3192.8182	3206.8095	3217.6364
EG12044-MONOMER	767.0000	769.7143	778.8095	788.8182	803.2857	820.7727	827.8571	834.8636
EG12045-MONOMER	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
EG12048-MONOMER	409.0000	409.0000	409.0000	409.0000	409.0000	409.0000	409.0000	409.0000
EG12049-MONOMER	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000
EG12052-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
EG12053-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
EG12054-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
EG12069-MONOMER	341.0000	341.0000	341.0000	341.0000	341.0000	341.0000	340.2381	340.0000
EG12073-MONOMER	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000
EG12080-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
EG12081-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
EG12094-MONOMER	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000
EG12096-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
EG12097-MONOMER	100.0000	102.9524	104.9524	107.2727	108.5714	110.1364	113.0000	113.0000
EG12098-MONOMER	329.0000	337.9048	347.1429	352.3636	358.6190	364.5455	367.0000	367.0000
EG12099-MONOMER	3999.0000	4006.8095	4025.9524	4033.1818	4038.5714	4050.0909	4074.7619	4089.1818
EG12101-MONOMER	318.0000	318.0000	318.0000	318.0000	318.0000	318.0000	318.0000	318.0000
EG12104-MONOMER	77.0000	77.0000	77.0000	76.3182	76.0000	76.0000	76.0000	76.0000
EG12105-MONOMER	36.0000	36.0000	36.0000	36.0000	36.3333	38.3636	41.0952	43.6364
EG12106-MONOMER	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000
EG12107-MONOMER	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000
EG12108-MONOMER	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
EG12110-MONOMER	280.0000	282.2381	286.5238	295.3636	301.1905	307.5455	314.9524	321.6364
EG12111-MONOMER	672.0000	673.0952	676.2857	678.7273	680.6190	684.8636	688.7619	695.0909
EG12113-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
EG12114-MONOMER	614.0000	615.3810	616.9048	617.0000	616.1905	615.9545	615.0000	615.0000
EG12115-MONOMER	166.0000	166.0000	166.0000	166.0000	166.0000	166.0000	166.0000	166.0000
EG12116-MONOMER	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000
EG12117-MONOMER	15812.0000	15852.2857	15934.7619	16038.9545	16143.8571	16238.6818	16363.4286	16479.4545
EG12119-MONOMER	163.0000	163.0000	163.0000	163.0000	163.0000	163.0000	163.0000	163.0000
EG12120-MONOMER	96.0000	96.0000	96.0000	96.0000	96.0476	97.5455	98.0000	98.0000
EG12121-MONOMER	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000	66.0000
EG12122-MONOMER	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000
EG12123-MONOMER	139.0000	139.0000	139.0000	139.0000	139.0000	139.0000	139.0000	139.0000
EG12128-MONOMER	224.0000	224.0000	223.6667	223.0000	223.0000	223.0000	223.0000	223.0000
EG12130-MONOMER	251.0000	251.8571	255.7143	261.3182	263.6667	268.1818	275.8571	280.2727
EG12131-MONOMER	235.0000	235.5714	237.3810	239.2273	242.7619	247.3182	249.9048	252.0909
EG12132-MONOMER	249.0000	249.0000	249.2857	251.5455	255.9524	257.7273	258.0000	259.1818
EG12133-MONOMER	155.0000	155.0000	155.0000	155.0000	155.0000	155.0000	154.5714	154.0000
EG12134-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
EG12137-MONOMER	78.0000	78.0000	78.0000	78.0000	78.0000	83.6364	88.8571	98.9091
EG12138-MONOMER	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000
EG12139-MONOMER	71.0000	71.9048	72.8095	76.3636	78.2857	80.0000	80.1429	82.0455
EG12140-MONOMER	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000
EG12146-MONOMER	564.0000	564.2381	566.5714	568.0000	568.0000	568.0000	568.0000	569.0455
EG12147-MONOMER	340.0000	340.9524	341.0000	341.0000	341.0000	340.0455	340.0000	339.5909
EG12154-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
EG12155-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
EG12158-MONOMER	509.0000	511.3333	519.1429	530.0455	532.0000	532.0000	532.0000	531.0455
EG12159-MONOMER	3023.0000	3037.2857	3068.5714	3098.4545	3127.3333	3161.0909	3188.3810	3210.8636
EG12163-MONOMER	212.0000	213.8571	217.2381	219.0909	224.4762	226.0000	226.0000	226.0000
EG12165-MONOMER	140.0000	140.0000	140.0000	140.0000	140.0000	140.0000	140.0000	140.0000
EG12166-MONOMER	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000	41.0000
EG12167-MONOMER	68.0000	68.0000	68.0000	68.0000	68.0000	68.0000	68.0000	68.0000
EG12169-MONOMER	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000
EG12171-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
EG12172-MONOMER	958.0000	969.5238	1002.4762	1048.8636	1083.2857	1127.5455	1166.5238	1200.0909
EG12173-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG12176-MONOMER	334.0000	334.0000	334.0000	334.0000	334.0000	333.9091	333.0000	332.5909
EG12177-MONOMER	134.0000	134.0000	134.0000	134.0000	134.0000	135.4545	137.2857	138.0000
EG12179-MONOMER	94981.0000	95338.3333	96045.0476	96821.0455	97602.4286	98400.6818	99184.3810	99966.5000
EG12180-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
EG12181-MONOMER	3642.0000	3642.0000	3642.0000	3642.0000	3642.0000	3642.0000	3642.0000	3642.0000
EG12182-MONOMER	3094.0000	3094.0000	3094.0000	3094.0000	3093.2857	3093.0000	3093.0000	3093.0000
EG12188-MONOMER	206.0000	206.0000	206.0000	206.0000	206.0000	205.5455	203.2381	202.3636
EG12190-MONOMER	96.0000	96.0000	96.0000	96.0000	95.6667	95.0000	95.0000	95.0000
EG12193-MONOMER	107.0000	107.0000	107.0000	107.0000	107.0000	107.0000	107.0000	107.0000
EG12194-MONOMER	67.0000	67.0000	67.0000	67.0000	67.0000	67.0000	67.0000	67.0000
EG12195-MONOMER	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
EG12196-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
EG12197-MONOMER	1042.0000	1044.9048	1053.3333	1058.6364	1068.3333	1074.7727	1081.0952	1084.0909
EG12198-MONOMER	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000	52.0000
EG12200-MONOMER	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000
EG12201-MONOMER	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
EG12202-MONOMER	112.0000	112.0000	112.0000	112.0000	112.0000	112.0000	112.0000	112.0000
EG12203-MONOMER	37.0000	37.0000	36.1905	35.6818	34.4286	34.0000	32.8095	31.5000
EG12204-MONOMER	26851.0000	26935.9048	27089.6190	27240.2273	27408.7619	27633.5909	27863.2857	28113.1818
EG12205-MONOMER	99.0000	99.0000	99.0000	99.0000	99.0000	99.0000	99.0000	99.0000
EG12207-MONOMER	271.0000	271.0000	271.0000	271.0000	271.0000	271.0000	271.0000	271.0000
EG12209-MONOMER	270.0000	278.0000	287.8095	295.8636	303.0952	308.7273	316.8571	325.2273
EG12210-MONOMER	72.0000	72.0000	71.9048	71.0000	71.0000	71.0000	70.7143	70.0000
EG12211-MONOMER	215.0000	215.0000	215.0000	215.0000	215.0000	216.5000	225.1905	235.6818
EG12212-MONOMER	171.0000	171.0000	171.0000	171.0000	171.0000	170.1364	170.0000	170.0000
EG12213-MONOMER	136.0000	136.0000	136.0000	136.0000	136.0000	136.0000	136.0000	136.0000
EG12214-MONOMER	105.0000	105.0000	105.0000	105.0000	105.0000	104.5455	104.0000	104.0000
EG12216-MONOMER	338.0000	338.0000	338.0000	338.0000	338.0000	338.0000	338.0000	338.0000
EG12217-MONOMER	55.0000	55.0000	55.0000	55.0000	55.0000	55.0000	55.0000	55.0000
EG12220-MONOMER	31.0000	32.9048	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000
EG12221-MONOMER	122.0000	122.0000	122.0000	122.0000	122.0000	122.0000	122.0000	122.0000
EG12224-MONOMER	71.0000	71.0000	71.0000	71.0000	71.0000	69.8636	69.0000	69.0000
EG12225-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG12229-MONOMER	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000
EG12231-MONOMER	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000
EG12233-MONOMER	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000
EG12234-MONOMER	226.0000	226.5238	227.0000	227.0000	227.0000	227.0000	227.0000	227.0000
EG12235-MONOMER	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000
EG12237-MONOMER	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
EG12240-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
EG12242-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
EG12243-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
EG12244-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
EG12246-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
EG12247-MONOMER	12.0000	12.9524	13.7143	14.0000	14.6190	15.2273	16.2857	18.1364
EG12248-MONOMER	71.0000	71.0000	71.0000	71.0000	71.0000	71.0000	71.0000	71.0000
EG12251-MONOMER	162.0000	160.4762	160.0000	158.8636	157.4286	157.0000	157.0000	157.0000
EG12252-MONOMER	1528.0000	1529.1905	1536.0000	1546.3182	1552.3333	1561.4545	1572.6667	1580.7273
EG12254-MONOMER	95.0000	95.0000	95.0000	95.0000	95.0000	95.0000	95.0000	95.0000
EG12256-MONOMER	25.0000	25.0000	25.0000	26.9091	29.0000	29.0000	29.0000	29.0000
EG12257-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG12258-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
EG12259-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
EG12260-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12262-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
EG12263-MONOMER	105.0000	105.0000	105.0000	105.0000	105.0000	105.0000	105.0000	105.0000
EG12264-MONOMER	252.0000	252.0000	252.0000	252.0000	252.0000	252.0000	252.0000	251.9091
EG12265-MONOMER	130.0000	130.0000	130.0000	130.0000	130.0000	129.0000	128.8571	128.0000
EG12267-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
EG12269-MONOMER	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000	85.8182
EG12270-MONOMER	139.0000	139.0000	139.0000	139.0000	139.0000	139.0000	139.0000	139.0000
EG12271-MONOMER	234.0000	234.0000	234.0000	232.2727	232.0000	232.0000	232.0000	232.0000
EG12273-MONOMER	709.0000	708.5238	708.0000	708.0000	708.0000	708.0000	708.0000	708.0000
EG12274-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
EG12277-MONOMER	95.0000	95.0000	95.0000	95.0000	95.0000	95.0000	95.0000	95.0000
EG12278-MONOMER	117.0000	117.5714	119.6190	121.0000	121.0000	121.0000	121.0000	121.0000
EG12279-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
EG12280-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG12282-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
EG12283-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
EG12285-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
EG12286-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
EG12287-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
EG12288-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	10.9048	10.0000
EG12289-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
EG12290-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG12291-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
EG12293-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
EG12295-MONOMER	1715.0000	1715.0000	1715.0000	1713.0909	1713.0000	1713.0000	1712.4762	1712.2273
EG12297-MONOMER	810.0000	811.1429	814.0000	816.1364	821.9048	825.7727	829.2381	832.2727
EG12298-MONOMER	2225.0000	2226.9048	2231.1905	2239.4545	2247.4762	2256.6364	2264.7143	2271.0909
EG12303-MONOMER	2253.0000	2255.5714	2263.3810	2270.0000	2273.9524	2277.8182	2284.0952	2293.6818
EG12308-MONOMER	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000
EG12309-MONOMER	145.0000	145.0000	145.0000	145.0000	145.0000	145.0000	145.0000	145.0000
EG12310-MONOMER	259.0000	259.0000	259.0000	259.0000	259.0000	259.0000	259.0000	259.0000
EG12311-MONOMER	656.0000	657.2381	660.3333	663.7727	668.0476	670.6818	677.4286	682.0909
EG12312-MONOMER	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000
EG12313-MONOMER	296.0000	298.4286	300.0000	300.0000	300.0000	300.0000	300.0000	300.0000
EG12314-MONOMER	721.0000	724.8095	729.0000	729.0000	729.0000	729.0000	729.0000	729.0000
EG12315-MONOMER	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
EG12318-MONOMER	294.0000	294.0000	294.0000	294.0000	294.0000	294.0000	293.2381	292.6364
EG12319-MONOMER	8982.0000	9009.4286	9068.2381	9116.1364	9135.5238	9156.9545	9191.0000	9212.4091
EG12323-MONOMER	42.0000	42.0000	42.0000	42.0000	42.0000	41.5909	41.0000	41.0000
EG12325-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
EG12326-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
EG12327-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
EG12328-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG12329-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
EG12330-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
EG12332-MONOMER	733.0000	733.0000	733.0000	733.0000	733.0000	737.7273	748.0000	748.0000
EG12333-MONOMER	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000
EG12334-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
EG12335-MONOMER	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
EG12336-MONOMER	1150.0000	1155.7143	1165.9048	1170.5455	1173.9524	1178.2727	1183.8571	1192.2273
EG12337-MONOMER	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000	30.0000
EG12338-MONOMER	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000
EG12339-MONOMER	64.0000	64.0000	64.0000	64.0000	64.0000	64.0000	64.0000	64.0000
EG12341-MONOMER	197.0000	197.0000	197.0000	197.0000	196.8571	196.0000	196.0000	196.0000
EG12342-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
EG12344-MONOMER	50.0000	50.0000	50.0000	50.0000	50.0000	50.0000	50.0000	50.0000
EG12345-MONOMER	1470.0000	1472.4762	1482.4762	1493.9091	1499.0952	1507.5455	1516.0476	1528.1364
EG12347-MONOMER	311.0000	311.0000	311.0000	311.0000	311.0000	311.0000	311.0000	311.0000
EG12352-MONOMER	1965.0000	1975.9524	1996.3810	2010.2273	2016.6190	2026.6364	2037.0952	2048.0000
EG12354-MONOMER	18.0000	18.0000	18.0000	18.0000	18.1429	19.0000	19.5714	21.6364
EG12356-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
EG12357-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
EG12359-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
EG12360-MONOMER	259.0000	259.4762	261.0000	261.6364	262.9048	262.8636	263.0000	263.0000
EG12363-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG12365-MONOMER	137.0000	137.0000	137.0000	137.0000	137.0000	137.0000	137.0000	137.0000
EG12366-MONOMER	285.0000	286.1429	290.2857	293.1818	296.3333	301.0000	306.0000	311.4091
EG12370-MONOMER	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
EG12371-MONOMER	128.0000	129.6190	132.0952	133.9091	134.2381	136.6818	137.5714	139.9091
EG12372-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	13.0455
EG12373-MONOMER	449.0000	449.0000	449.0000	449.0000	449.0000	449.0000	449.0000	449.0000
EG12374-MONOMER	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000
EG12375-MONOMER	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000	147.9091
EG12376-MONOMER	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000
EG12378-MONOMER	168.0000	168.0000	168.0000	168.0000	168.0000	168.0000	167.0000	166.4091
EG12379-MONOMER	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000	48.0000
EG12384-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
EG12385-MONOMER	15.0000	15.7143	16.3810	18.1818	19.0000	20.0000	23.2381	26.5000
EG12386-MONOMER	96.0000	97.8095	100.0952	103.7727	104.0000	103.7273	103.0000	103.0000
EG12387-MONOMER	65.0000	67.4286	72.1429	77.0909	77.3810	77.0000	77.0000	77.0000
EG12388-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
EG12391-MONOMER	842.0000	842.0000	842.0000	842.0000	842.0000	842.0000	842.0000	845.3636
EG12394-MONOMER	1112.0000	1122.2381	1155.2381	1196.1364	1226.8571	1268.3636	1296.7143	1320.7273
EG12395-MONOMER	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000
EG12396-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
EG12397-MONOMER	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000
EG12399-MONOMER	229.0000	229.0000	229.0000	229.0000	229.0000	229.0000	229.0000	229.0000
EG12401-MONOMER	164.0000	162.7619	159.0000	158.1818	155.7619	155.0000	153.7143	153.0000
EG12402-MONOMER	50.0000	50.0000	50.0000	50.0000	49.3810	49.0000	48.9524	48.0000
EG12403-MONOMER	103.0000	103.0000	103.0000	103.0000	103.0000	103.0000	103.0000	103.0000
EG12404-MONOMER	1617.0000	1616.5714	1615.1905	1615.0000	1614.2381	1613.4091	1613.0000	1613.0000
EG12405-MONOMER	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
EG12406-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
EG12407-MONOMER	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000
EG12409-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
EG12410-MONOMER	347.0000	347.0000	347.0000	347.0000	347.0000	347.0000	347.0000	347.0000
EG12421-MONOMER	472.0000	474.8571	481.1429	486.9545	490.5714	493.6818	500.5238	510.7273
EG12422-MONOMER	389.0000	389.0000	389.0000	389.0000	388.0000	388.0000	388.0000	388.0000
EG12424-MONOMER	53.0000	53.0000	53.0000	53.0000	53.0000	54.2273	55.2857	56.0000
EG12428-MONOMER	1320.0000	1322.3810	1325.9524	1328.1818	1331.0952	1333.6818	1336.2381	1340.0909
EG12429-MONOMER	2.0000	2.0000	2.0000	1.2727	1.0000	1.0000	1.0000	1.0000
EG12431-MONOMER	124.0000	124.1429	127.5238	129.9091	132.1429	134.3182	137.3333	141.1818
EG12432-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
EG12433-MONOMER	423.0000	427.3810	434.1905	438.7727	443.0476	453.7727	464.5714	471.8182
EG12434-MONOMER	667.0000	667.0000	667.0000	667.0000	667.0000	667.0000	667.0000	667.0000
EG12436-MONOMER	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000
EG12438-MONOMER	330.0000	333.2857	340.9524	345.1364	351.6190	357.1818	363.4286	368.7273
EG12440-MONOMER	515.0000	517.1905	519.0952	522.5000	524.3810	529.5000	534.6190	534.0000
EG12443-MONOMER	673.0000	673.0000	672.7619	671.4091	671.0000	670.6818	670.0000	670.0000
EG12444-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
EG12445-MONOMER	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000
EG12446-MONOMER	69.0000	69.0000	69.0000	69.0000	69.0000	69.0000	69.0000	69.0000
EG12448-MONOMER	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000
EG12449-MONOMER	487.0000	487.0000	487.0000	487.0000	487.0000	487.0000	487.0000	487.0000
EG12450-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
EG12454-MONOMER	567.0000	567.0000	567.0000	567.0000	568.1429	576.2727	590.5238	602.6364
EG12455-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
EG12600-MONOMER	241.0000	241.0000	241.0000	241.0000	241.0000	241.0000	241.0000	241.0000
EG12605-MONOMER	226.0000	226.0000	226.0000	226.0000	226.0000	226.0000	226.0000	226.0000
