gene	uniprot	Glucose	LB	Glycerol + AA	Acetate	Fumarate	Glucosamine	Glycerol	Pyruvate	Chemostat µ=0.5	Chemostat µ=0.35	Chemostat µ=0.20	Chemostat µ=0.12	Stationary phase 1 day	Stationary phase 3 days	Osmotic-stress glucose	42°C glucose	pH6 glucose	Xylose	Mannose	Galactose	Succinate	Fructose
kbl	P0AB77	171.72060769739048	2296.570468129161	1560.2401970497979	145.6798240368965	131.0573558709826	112.83568899028086	107.75174753414419	121.50314691578268	103.1666513570871	76.1566127855092	67.0632644598381	63.67318926904351	105.1791982827679	97.76582886587858	161.45026252969384	125.53605493529544	200.05461416680836	180.15131834752552	114.71160127277157	86.68956982082845	126.19339018631041	144.00012456544084
deoB	P0A6K6	1012.2333316542686	5976.666951393944	1676.2292035966118	1326.7722958235343	1371.2380322841848	1232.4744977727275	1185.827854326171	1026.7378366673115	1327.0710606137065	1410.3463078304108	1431.2566981366465	1431.5593139549276	3187.29766978328	3479.158347148552	2338.6638426634813	2058.026656517627	2907.476630576864	1428.2763804014487	1377.2189894373894	1717.6878888928889	1259.1593537890888	1215.4930263380172
pykA	P21599	1902.1599316169222	3342.923655000004	2848.1824996208516	1421.2594519357779	1794.40027343954	2501.350550165004	2282.303870235802	2180.639721796107	1974.5190101782464	1918.2660622685887	1766.7593202811538	1591.8100366619622	1002.8444583141151	1063.4795369508433	1309.82212078209	2310.750741570978	1739.8456488985896	1864.2870924223998	2104.939552565836	1973.5992054939595	1821.4721658086876	2177.7378919175508
tpiA	P0A858	7438.3099561953495	7526.726180083161	9703.847029063338	7717.217131619631	7757.666605601038	7387.202050152444	7456.272106419519	6821.549132850352	9314.444256240233	7054.67722949709	6336.064369581	5725.63218461713	6877.613030948804	8368.862551687514	13298.75156649661	8159.434339578429	15012.448179415338	9808.08737106306	6227.393794564972	7398.656407591731	6249.537173626107	9342.237076967753
glmM	P31120	1087.4474345898407	2582.377189945218	1866.9149701696822	728.6226084618788	1004.6626264044943	1241.1680570429635	1104.1648961346884	1114.6474845732869	1443.3283865996555	1252.985724569504	1193.6967905214624	1132.164962452019	971.355036378557	891.1202245267809	1115.5177299873415	1604.3474241268798	1353.9153765436197	1319.4248509114504	1195.9945959517945	931.2435530786739	951.5967553140077	1431.9688654763058
manX	P69797	2290.5380809743324	2889.911497032896	1963.3339899272667	1954.3847549393372	1912.8267454021188	6248.437229014946	2822.6458407564987	1065.6271260916706	12028.821185594168	8450.717632601954	5642.4049373268535	3095.264721333801	2021.1848262916385	1766.1523168826714	1455.0171269318496	2223.5311355902822	2054.766340595459	2525.0294538180474	3850.1469049018037	1563.7638444505471	1778.3266214173977	4613.063610949066
adk	P69441	5282.988543815468	8199.190920445495	4815.6801793109125	4032.4597008159762	4676.444335127944	3783.071838149869	3674.6090607922565	5147.8916171751	3156.6690909732392	3108.144105246269	2560.160310414246	2264.5958707001555	2499.0971293168855	2701.0860526428182	6827.269041519296	4717.310472715108	5233.6153417404	4643.250510857019	4013.058965269231	2832.8151978934916	5877.8733755221565	4457.183144291887
aroG	P0AB91	6678.306633936416	1722.4568004509892	3319.002179655297	2753.648328029785	2806.217109564911	4159.201147721306	3615.5168477535217	2625.0891800130466	4896.721573396966	2661.9549206752963	2033.8677453530636	1666.4211472810516	4567.966398950688	4500.789833981865	9995.924502997299	6425.853943365337	10773.51142451138	7571.621664099885	3340.1841451790942	3177.407665410669	3620.846681156138	6779.577581975608
speA	P21170	1294.7651321463336	1661.4773936422757	1896.9410032306735	636.7994549279093	824.3419218191236	890.5102327940151	1104.9064480556433	984.7033487990026	903.1589635232465	667.4541104354913	664.8098986784321	580.9702740793462	311.286437372983	364.87489988658774	579.0961584661641	831.1177140454377	1059.074397758855	875.8340338836626	818.0135884033554	741.7287920690425	721.5228326694792	1102.8723015646187
metF	P0AEZ1	4385.381189105296	852.6066382911664	649.8198686195324	2229.3395328990155	2024.6500252493147	2399.5017084702	3360.4890642448727	1937.0197894134787	2464.8339536417943	1305.2652517359934	1241.672858141162	924.2064154777422	1060.013290302518	857.3827541245139	3127.773773962855	3764.052340480167	4740.672959678031	3745.0330496064475	2694.3080030284314	2159.9472449874847	2316.683448286638	4254.52614570987
idnD	P39346	273.6208274	381.6543208	NA	128.5516534	143.5437583	8005.506189	185.3828433	171.0731907	152.9284021	150.4577797	137.8699918	142.5467112	115.7310693	67.81893644	240.8716246	228.9456443	203.290301	NA	NA	101.988096	101.8665278	NA
gabD	P25526	718.4508040323394	1257.7531810685425	1768.6951959854964	1073.913491048293	1145.571365908374	1464.2644841277313	1132.323509933004	1377.4356020304292	1564.753330503204	1684.9080405592272	1622.4206338912645	1969.4778486125647	712.1624970211567	797.2850893690737	890.1660967314192	699.804808777133	835.5152588345213	1014.1859936255042	1748.2451502971353	1320.306295409584	919.0814367835156	877.3312839708981
ndh	P00393	662.4789623823136	1172.465534913975	772.787460597281	235.6461011024477	304.132514997771	436.68691745888503	443.8812687483348	560.8680748893127	653.9059825626523	331.4723152313183	334.01842278544865	358.8885529917005	702.7899926241466	797.6210732734316	935.2532462184829	1152.7005200773672	884.6314460553959	1495.2700422718751	363.98763253428814	365.09451861063934	411.5534331438078	1131.5051137385758
lpoA	P45464	489.564711196838	756.7959549889565	686.5395981618997	305.7449250319292	430.44331482643884	463.2403639777223	482.90770292649773	481.688145899878	397.0847225934456	344.4197668058676	312.59010206823956	264.93546240582526	229.2443966577789	207.3815854816466	487.6729443299048	395.30746031327703	465.30227748252827	395.29432850061954	402.7259269076248	340.2238471669223	444.62038365439014	450.80300586059747
prpD	P77243	93.3926733027515	181.21284023345353	126.1066180537499	119.99056488713369	590.2269212622872	240.29841946001486	71.35649648063013	90.59881355192927	90.53462411605312	1892.8051664703605	2187.9737702228085	1527.678175787797	76.13481229670433	84.53123784730398	103.10223605913833	128.07260317820047	107.43835834538511	142.74934472195366	147.7800368088505	886.6883844187416	170.92087655563253	145.67382333895583
yfhM	P76578	28.826303196990327	60.42213497262203	48.66057669921096	53.35882952859318	56.57671323739573	57.19551086536918	48.71155967144054	60.36699540030471	66.02379353387882	67.29758823120359	64.5987453403163	77.97566538858149	37.44060520305301	42.60513154113406	27.574501566421798	25.158167960089273	31.99806256309296	40.778736813983535	49.03822097348748	31.86329280125859	42.22299175534368	36.28987036342276
dps	P0ABT2	4697.585181144781	10434.596191002758	5517.361105390902	9276.978397710796	6789.88033295928	9013.662630642184	6461.838576834754	4169.801334945805	4272.9952712585855	5030.876006410356	5467.323329058643	5146.909298378602	78517.37320801926	70522.0119129037	3548.1216087585117	4646.805644270479	21474.489788725637	2608.2342293247634	6774.556187809524	4164.497725500509	4473.649772830692	4999.189306048342
efeO	P0AB24	636.2316554443267	425.96468342144897	1302.9922985360968	284.44046997848784	336.5992803985302	689.3709074282168	249.6217270423115	263.3923397307504	711.9550176311258	475.5176123100464	294.46988481957334	238.74337758021608	2208.5235237431752	2282.467491203476	3799.42442773972	1268.8703929023332	2819.3956323800307	1601.941737780358	366.72762219090583	299.91357523672053	520.9712775045614	566.9634801639675
dacC	P08506	987.6148666874352	956.0250773805568	780.1786102483827	1027.8914947351439	1270.3080809354856	1003.3124231789536	1766.0420948215094	1734.5149475823007	1039.2972070028109	1024.7094806990692	1191.8655931432895	1293.2960994130235	870.5965139025252	749.5002123893653	828.1800022405753	1898.1374880615374	1122.700014729412	1171.4711328482767	1506.1183739017165	1309.9153343644539	1244.3566837513702	1540.2163439334317
galU	P0AEP3	1618.8905502358082	2448.7176208929836	2237.2327294341744	1073.6026053540138	1360.3282562661334	1532.3792269328546	1631.5446755850467	1040.627890436507	1517.152420199345	1221.1718918817603	1287.8237605069237	1032.5949962195282	1456.7096087336538	1404.1397026273648	2504.623397243257	2816.244058078885	2606.3916833322974	1998.9693997433294	1293.9914190803495	1272.2769062960347	1245.8354763289396	1654.241671894902
kdsA	P0A715	2645.1198118869747	4122.976102067127	3969.6619372120854	2682.9336925144894	2925.05773542657	2806.004439006973	3207.7292187892776	2474.0353871630596	3323.832822883656	2660.9382536221783	2047.0632116684349	1669.9748844060475	1859.093376713288	1761.6231384320618	3505.966248486373	4238.878247266263	2872.1938605118216	2965.035915720395	2058.851310408048	2317.9163251576115	2388.107632115853	2881.6569227056134
prfC	P0A7I4	824.5257283506255	1380.0541178157898	1459.0584714215702	402.0860326104185	456.9781697443643	465.05086743154925	503.3330361224386	474.2476176306523	431.2085945181402	288.3842614718851	237.5660280424198	221.03823643796423	173.92884192500637	188.65486879109397	463.9279689456842	737.1512667590686	549.3095368218216	473.48625426367374	423.40997644645734	282.1736813465492	513.2060311594428	608.5958691847487
rpsD	P0A7V8	13608.366632274216	35054.87391964434	21596.2426845641	6649.877228535305	10358.460313428408	12616.047044568066	13327.33059842386	10327.996600924107	15690.673251146785	10430.060727902752	7909.664388001364	6843.012617817948	4677.567485840607	4569.512444680167	9019.149968317983	15005.500649729627	10238.453416489629	13532.650379275783	11641.162663045732	7219.362266788836	10552.030180455444	15456.668357536772
rpsG	P02359	54021.67619245677	136334.01412081288	78873.2160456791	22645.065596290955	33374.52615969587	37004.76466285808	37344.71918395254	29261.936975488567	33809.72894587874	24753.17706810271	17000.713103791517	14890.885408015003	16942.39588169885	16991.903141643965	40197.28578742384	39601.81329385275	35330.36017001013	43214.98732577477	36240.039189098105	19366.548171556544	34068.61274890981	44051.51752105648
pssA	P23830	295.973964750019	729.6809020970032	349.56635321652067	282.5026704433407	395.1527880450883	414.10014463451836	386.5923266141398	457.81158715527465	583.2936545178925	645.1384887417809	558.2101515951963	671.1962730075692	153.4367251578672	191.13545572999405	176.0719296125141	241.09574219007715	233.13387728340234	264.2464978903462	395.0446515658538	327.3430504245633	418.43035155879363	402.19929489535446
btuB	P06129	676.2004478750324	831.9581532244425	1071.506570678768	435.7331415818161	506.13512331981013	581.796161180832	502.98061952603575	488.59423237682915	426.3836214014049	333.83681608898206	261.57362798169174	229.31135156828174	245.813599449839	327.0972570180542	509.1674929029815	250.1519265721439	474.8956269612024	499.2305121729494	449.7337604304783	257.53879109973684	506.72822426741607	521.8173293472136
serA	P0A9T0	11353.30330041645	909.5057554554661	2080.0798512277715	4662.439604350697	4870.844371984019	7542.020934316817	6065.333473197832	6098.608559911782	9688.832471678943	6093.261886942232	4134.519481720772	3348.746027088999	5474.069184574288	6439.239705001598	10969.026764619868	10294.412070652086	14109.397264620498	11906.267705133367	3009.272123148865	4104.2817103345305	4324.674982376814	7681.824195293574
fbaB	P0A991	2159.724264307133	1181.7439518305255	1336.3249211578357	4225.967760975456	4257.770363287809	3386.879591472692	3371.071474139716	3285.413135782795	3597.3505668293715	3701.6630978146322	4219.121043118083	4571.724500886521	3886.3463808114934	4514.458182860116	4193.3807015834	4279.067796356383	6530.122762029014	2779.479952279421	4288.16725652469	4515.648018543269	3769.672145615726	2484.228113808434
pgl	P52697	1801.8301018934612	2202.750463979455	2845.0540237010964	2923.549858682701	3090.5787368030633	2194.422918536791	3349.023294112445	1775.3158756366004	3262.5306581988193	3048.3848401829996	3489.798608549647	3274.5128093121384	4134.243123920489	4100.71342235346	5719.013818390098	3523.021161277792	6492.505517508938	3014.028865624612	2635.16359167862	4656.652198385592	2455.1383047513254	2487.9437434706306
purT	P33221	2378.611052071421	362.6960450099671	1290.4357903286354	732.8604448674835	1262.170555949171	1694.6832376143868	1423.8536547450378	2359.845849877487	1416.3329537772581	920.7212233104806	748.0187708299446	537.1876011098562	670.9933718680167	667.0484900181875	1676.8003381828412	2228.7854753018955	1647.038092910494	1507.4319920036503	1426.216624956389	1253.78861923497	1239.451887792503	1370.1875274686874
asd	P0A9Q9	13769.483388685638	3849.274056439874	6746.142745411115	8322.5576953621	5885.6607194350345	6185.726368073569	8940.444888079483	8246.09341731268	7967.070608955241	4931.9629850222145	3578.3876102181025	2576.4015697262676	4814.507685730709	5089.520839516108	12037.151261446419	12166.858689479212	15966.142840403703	10346.161050232224	5858.173071737177	4656.664541991586	6188.271328142475	10792.129146140418
gabT	P22256	599.496942135222	944.6042488533776	1636.5859329792786	1061.031833668444	1287.634551993742	1673.8185106580397	1295.0895945373948	1523.9410735642496	1637.1992754238104	1736.6944982382743	1837.0936253681898	1547.6602573064865	364.5182368458901	397.7501197647681	604.2779224648491	499.2855938865602	680.9229265201731	751.180934257009	1377.243982172093	1470.6200273991867	872.8998646727554	901.7931541199966
ggt	P18956	172.18570132521066	269.07055550889635	363.4680732316514	152.8966531739841	328.1938886196219	282.72434317051926	279.19375781417546	212.94927355575857	207.03927203987766	209.2604016342165	184.59653418773541	157.4922657393207	161.7186108957936	113.91321160622948	183.9952211762311	90.19865427564939	103.43543827408172	130.15018773689502	210.40601060128589	210.5009666144837	220.44511866193932	144.55015761859138
pepQ	P21165	1238.6965393440587	1877.0870243321974	1966.8361179085027	1083.1381675465188	1346.2099550531357	1475.918269182265	1363.7351162210512	1279.0538655765529	1333.0285966565796	1231.584894315875	1152.66620243738	907.8232372674757	565.1259585079844	543.6135340064428	1146.3007862184074	1790.6375572037919	1239.7137590412385	1303.406063079103	1665.7033742088943	1471.2796452177042	1469.3654287772197	1431.7030741603485
proA	P07004	944.0301269565832	1214.3642967329743	990.4304593973644	685.547799359837	742.3185432369086	786.4305678561278	950.3116526218334	798.4961496913045	930.8631758198164	856.1482726159596	804.772480837971	756.9124766603074	589.2638479918913	524.0482654588827	902.2056330389381	1315.6677793261972	1113.7739434031353	1036.335099632194	794.9571073377145	920.5095486631819	819.5906414546876	1066.8915811808338
proB	P0A7B5	679.8858172505109	812.094522028281	518.5741654204377	434.92430975698704	477.15060669879665	484.5857709564495	550.8400713567545	599.227204629893	627.4081180460043	564.5934175403064	466.6616043192127	414.2077214981948	201.46518625195034	217.56943549158854	375.14058569450117	799.8964443501234	573.8746658734071	707.5435337039405	612.578467560657	386.46683270307557	502.65011871525644	704.7576979784957
minD	P0AEZ3	2775.8418528028383	4928.185888101286	4986.463607319116	2638.1858904396317	2706.3443685750744	3019.2486527725277	2741.4280229691653	3301.3697951006943	2902.010771017444	2668.687679820121	2558.4214060949275	2367.8724629332924	1305.2525728305313	1349.0706438332606	2899.1735853457426	3592.4643116444336	2944.769444145137	3135.4144330508793	2700.2940635921636	2152.0431043358326	2363.246950907165	2572.670956788839
yajO	P77735	464.6355614804208	356.7201509637156	370.893847568294	546.8200970223796	632.2300547499034	582.6377312928836	577.0129201598857	419.88013546408496	425.764605342847	471.9125324016571	523.0091292065315	668.5329917207964	718.3076111934156	582.2863087286257	760.9636035544827	505.23599699371925	759.912009736594	407.12726511766834	605.802371209435	624.569028381764	425.9093677463494	423.41047177446484
cyoA	P0ABJ1	2615.6546242725412	7655.1340078735775	4784.367494958021	2103.39029244901	2430.0221931865535	2176.079385604863	2205.8973428920935	4384.062360238375	3404.7401919603444	2227.459678604473	1717.7767065767296	1844.3923562681973	828.7812424540818	864.6598030319612	1720.0385974135795	1866.4739735831538	2241.7492922128895	2580.0996741284966	2128.7666043868808	887.1928054808548	2496.0858620947147	2755.3600645074457
agp	P19926	501.30949009533384	1366.7579226243186	777.9183858454098	1380.4358681744463	1245.1673320742846	951.9366636038767	848.5244389897383	908.7615627466762	1231.7127316317005	1587.8764540964298	1871.4252969614386	2130.7569516028357	1181.4274501666182	1264.1320561725886	528.5728576465676	900.2859333836714	692.1756571880724	646.9904172589385	1239.4552596629312	1592.3679497564872	952.8468561974405	908.989808044443
mdoG	P33136	992.5615310835448	1264.5494475355185	1047.0423187167908	555.0635172659547	828.7926523100185	752.0009016524056	929.4497840778618	782.609894931151	970.7278518924028	734.6608477978517	676.3365474211336	595.023062340693	472.7529803270459	427.63943251246326	695.8361036417365	1128.7200317526049	900.7613507530536	879.270499715959	848.314522572054	628.5309589710096	789.3659806946197	1050.3518979977514
corC	P0AE78	214.8854308185583	362.95736894311034	320.81648890828797	348.9118064970384	367.47717727402255	286.3615292030372	331.19007504149016	324.8190485850358	415.46154764683695	363.52311836612085	310.4949822676769	227.46931324101465	188.45255078094507	292.8647171664815	458.1148376813582	357.1109034658159	538.6791858335183	384.30420348204893	255.31719279557186	336.13503030747603	311.2770294300138	358.8235324311125
phoP	P23836	2966.842934492049	3132.448276949947	4531.644684042846	2950.3959191685763	3084.847902086077	3153.6243138422556	2952.2340845262756	2265.303626089103	2704.0747906914858	2798.938198325192	2429.682592628058	1880.0503504074427	1253.1296537168146	1269.0483919655417	3586.525890059579	2701.943806569066	3196.642483556282	3388.685581850484	3039.0762675132755	2332.9027659370117	3019.871048381572	2936.8609023288686
bfr	P0ABD3	3413.026725359587	3039.1496098322373	2965.867099075752	8229.352158667978	8092.03601284252	6902.120565794557	5651.016879012769	2959.30187888097	5056.197968392396	7680.622330979533	9244.531825031285	12498.679854629865	2799.0690024841233	2933.9457260078584	1587.2746657480302	3777.402206100394	4382.824947656921	2178.4973456460293	7469.350903240722	9741.601739059914	4798.158071630059	2946.0091839880615
grpE	P09372	5905.139502109935	16829.516901935927	11252.175139955734	4235.409294603268	5147.976600149445	5976.193490408228	5885.615840099946	4545.915731707141	4972.1931436296145	3835.449240485752	3380.3421126471703	2729.8128566496307	6164.391348993158	6107.266193385223	8277.069229189616	13012.351682113966	9140.706458547971	4941.257626952062	5052.9730530493825	3504.721681832268	4761.509890700636	5774.0850178313785
glmU	P0ACC7	408.9099344550093	803.7883062515682	685.4055852863461	265.64053295147914	305.7119231386727	278.58087075250097	425.8051386608048	352.11281078670396	501.85243909117526	334.9036415705932	282.429809500781	209.02318094056744	244.9416651053335	316.0056001306253	454.39423358009594	500.4774241822684	428.75500051840515	535.9231358965595	320.1027717262101	257.27159534719567	359.3092248369845	532.8571318657422
cusB	P77239	2333.2176603002454	385.2424106199433	290.8885428274372	1923.3510655999628	2790.86635153979	616.5571064774994	3262.032678571887	1330.3114976729312	1312.7006539604472	1123.8980674782824	758.1117899399034	645.5689856766793	353.00252554425765	279.9890404200124	432.87058530381034	2287.2928335759802	1587.640398978473	1704.5379807285553	2391.2013494226276	1916.4258147250257	2710.650783188923	3821.936136835235
rplC	P60438	16502.446028566203	40858.35453277188	27954.3172597457	8088.71599946079	11342.844341181506	12676.145391180193	13860.00647416149	9930.616007468787	12166.944692774518	8673.032478289924	7188.690053681977	5614.797630702403	7816.229251541916	6987.418530700055	13923.425815047407	18682.896710257846	14960.5149917087	15110.593064488547	11704.616124490316	8344.681043625227	12406.92639504312	17615.137064237137
ispG	P62620	590.2013109722363	969.4580736900148	837.0786464666361	356.9605904886858	382.200815636049	411.82755304496084	454.8270772461485	399.7440862220794	328.0831206460597	300.31408002281404	260.2434863987924	224.78128136986865	146.8270220381102	49.090687361352956	308.7489628388952	520.2378596099591	319.4648259448542	420.1462835277669	310.5506260465463	222.1659638331529	321.37484317115525	393.4766460427029
pncB	P18133	592.7601501246236	365.4633918788334	680.2452542699649	367.6055743336926	495.2280453703673	523.0280362737536	564.0003744770572	561.8134981717781	479.9656692903953	369.7131086685824	306.2741566987848	260.30843377823305	57.466800294913874	43.06317884087714	457.1483042561458	521.8564889752082	492.9195297675496	544.1825328741501	416.2300805995438	360.4829398692235	470.18284033353916	516.7712023739937
bglA	Q46829	368.7815274515548	484.79271829957105	525.6579727388524	276.2134251332468	353.2119654270467	392.90713409333864	369.5467502721918	399.16329549006144	275.0258995382358	228.52881193689853	213.94505256313454	182.40491729596314	178.65602377638956	152.70451731161765	337.38352502818145	431.0705470380352	378.1416626734272	377.66829232043597	278.39692433535004	296.28247952875654	288.3769479099928	309.67104927186494
deoA	P07650	135.17911430215247	1555.8832632054184	126.735327669026	94.98877709827066	127.03509628621727	151.29692530369832	92.69164563469675	122.06392238380816	103.94643477980728	116.19755335539625	118.19710723848353	135.20904308298051	201.80145010176352	217.93447437422515	290.1018836675802	212.13975088127296	273.4568860632942	183.18470956917753	144.45355257871725	122.91143537824513	134.91630941887198	123.24606945020457
udp	P12758	1726.1073455947292	27495.4003432954	3288.9786497254504	3105.0437177859353	3722.0544848021	3025.682739003205	3259.394481407881	2631.2058095013267	3979.714076499275	4685.711388331661	5489.694801366872	6197.553184811378	3523.282590167301	3065.5030637372447	3167.109272576345	4375.552677473914	3963.0958866496517	2532.0172980183356	2506.6399321661374	3268.3885522852065	2634.0911516628325	2444.5520544297665
upp	P0A8F0	23304.990439744783	16450.393817810746	12778.453851540824	11467.020793772717	21550.27411483973	16913.83687517887	21630.122894327636	13437.536885153466	16252.064384123089	9966.112199340763	7016.011908296531	5855.608278081683	6830.122320423274	8739.077682028263	18000.560873008293	13088.90769942122	15042.311848793592	17597.441368245938	18709.9720568571	14409.723082598666	25934.28047194517	20058.747232924346
prs	P0A717	7427.629703009819	9371.672690305011	11357.409409806394	5519.168185268267	8364.7157853545	7812.896442247567	7878.679451476279	7820.936964961793	6873.953921004286	4850.028285521089	3548.79418466589	3160.357801222177	3241.3178023595483	3968.108512945416	6919.977267251929	7407.692825549758	8818.225764225232	7542.355178673437	6539.0842515903205	5139.04786783878	9774.055836160609	8799.689220990247
argE	P23908	2144.504827876227	326.07113531178675	569.3798496201717	800.4324221680205	910.9770047651405	962.1756226652387	1377.5051581696619	1328.832830312124	1306.6000064380964	774.502681777899	850.3394543563577	958.2068359735075	970.8318264844028	1054.4688546310938	2624.84371426402	2207.5942315508382	2481.84993753955	1534.6797856755775	1176.6579374377636	1319.4018233950176	924.9442174808237	1833.4313257002102
aspA	P0AC38	110.16136028162224	5577.895473533937	2987.8088975867727	780.3149211220446	885.8214454395592	376.75752347838477	446.5423280846744	550.8089759483605	819.3860411822966	809.2865792199069	591.388253716548	601.8972281945813	456.79320374765655	495.3950617628881	109.73772103123524	122.16792138775939	98.64937935296209	263.387749845393	675.6618490337103	318.09377234391036	785.4281865444063	219.94165103344776
dapD	P0A9D8	10995.94286047332	8341.743651964367	7288.142602910171	4576.723224427762	4797.858572070972	5688.895524148163	7306.340317053927	6905.172729626444	5803.143704042529	4362.103547101823	3663.195817793273	2584.838336656917	3658.7030271828835	3657.4787387076053	9312.474238160277	15880.922873738786	11825.898348928686	9708.293517032673	6847.564888921497	4061.2700063670723	4961.8433394190615	10131.413141335646
hisG	P60757	4025.338592335302	504.4414464386895	4683.214491954817	1005.490586260381	1635.3184854988124	1670.1553194659202	2818.3963448636623	1695.4065889680494	1973.642538565379	1648.7825674250284	1511.0824731375928	1092.4449698206067	461.6322249786236	537.261674017705	1867.1639785709292	3234.5382768846007	2212.9253061245613	2781.314729029623	2498.812439628543	1691.9850697670536	1992.1515547074464	3004.4662125736854
pepD	P15288	2408.002072274497	5960.563441435283	4480.411069704197	2836.585526463047	2804.310541837372	2659.3650692841275	2873.8581818211533	2563.1794624919175	2702.778541370049	2432.6257022221203	2052.2929305261996	1646.6033355196953	2079.237970136208	2243.1377734469493	3713.598241445136	3627.865013113178	4321.879717560799	4082.7891834263487	3021.7398612477523	2407.098158627303	2950.233333227011	3521.8493492997163
pepP	P15034	616.714725371117	972.9784114609126	616.4960659360992	693.8207221158212	805.7654991651525	590.6567805779885	740.0121707348752	751.3952021066164	812.9553001051377	741.1647236266307	711.7071776553336	598.7905489285431	465.62044573015146	304.8068159620131	636.1385563113315	578.9805725714579	506.8734152403102	629.8979550094097	754.6074294653894	839.6876852975531	720.6710050061957	608.8488235203105
ilvI	P00893	440.6946937293866	113.6859821828319	106.62407190320019	307.40409657581466	343.22024887681494	406.4589678972294	471.68030624590165	462.0467532016386	452.09385545044887	413.3696024428194	359.12616094492495	283.6557971021228	222.18916721153354	248.19617370628401	368.80224387442405	404.9851911066828	423.7251983554425	448.3279311439105	362.92986581435514	278.2891132861865	305.02355960798985	443.4168563239163
hisJ	P0AEU0	10758.841049269951	3331.708318182099	5038.452213343045	4228.204686254422	6093.85917993734	7981.437376489848	6560.012329489418	7714.581124756716	7385.330882895985	7457.007375483393	6222.361696415879	5667.577501248345	3538.799177867491	4577.773280070124	9529.826680172846	10381.79526075918	8325.63597985019	5752.854484000507	7498.732075892937	6330.437492876127	6513.717934744691	7890.273690778367
ackA	P0A6A3	3061.7364516573625	8612.048964709265	3954.031521274545	1458.4208318810454	2395.2309450308626	2066.1723165508183	2586.716109234799	8276.879246100309	2005.9550204746085	2018.575217615786	2028.3293995964857	1992.0317887994433	2325.905934468046	2094.0021220315175	2919.216693860799	3367.871933061814	3790.246154620738	5005.102795315093	3684.7287173701766	2982.287506307565	3424.385879362669	4779.970718779696
fumC	P05042	498.22072348534175	995.9887801169267	937.9251497990505	957.6637554064828	1092.4146043475284	1769.6457187594754	566.8059489042515	612.0881768431976	1357.8581436391366	1649.0219844233688	1693.214179845962	2219.915411154767	279.945157608958	281.1989072898393	414.8803251877294	324.16317180347954	553.1247823518808	426.9138677131217	1270.5940930402862	2031.9546614511921	942.5416093793284	670.1276266999519
atpG	P0ABA6	2306.5774208335647	3812.014185275358	4604.181152068795	1639.570149296423	2288.445365392595	2260.615684556834	2413.8961354532707	2778.996618933188	2449.8058274419245	1822.8509596701786	1413.3114794458695	1074.6535695231419	849.1611473749241	792.4691666486721	1171.600001970441	1471.6246221523022	1086.4160119319238	2089.17631179074	2140.849260328224	1553.0452906368726	2212.3065878840534	2249.5763521191907
fdoG	P32176	13.033289596694743	2034.0181485128285	25.441221763141133	14.662837403588512	14.537218370479568	13.039796354959906	8.438914555462379	16.626288130073352	13.954896637357365	14.971027601224813	11.364224512483654	10.884279342565746	3.8169954734594307	5.366958451880974	10.720803905543118	16.319250719426968	14.103091999750033	15.12949497626806	14.645828799043823	10.434382478367858	13.394951434247073	19.59994237097682
ydgH	P76177	2728.853001477489	2669.122514484766	2633.4655746373687	1567.2986228863078	2204.895112474727	2791.7753774312505	2437.0756920573854	2397.377202572538	2173.86173830921	2031.0400892054845	1802.1134499266573	1381.9251665822962	1247.777660173727	663.9743707913595	2467.889701172976	2673.867510698243	2972.1274309788428	2601.015743245797	2373.721879386584	1910.9184661888573	2176.3995110620003	3047.238750025192
luxS	P45578	6889.5443120643085	5304.870366075348	6094.390660903996	5305.371760322679	5369.583500048713	6384.233578008134	6922.226505914895	5629.855630078517	5066.139573251574	4092.014347063106	3895.141211644426	3080.065491517655	7973.317250379368	7518.452228908255	14457.571342218578	14012.862630636508	17462.486168240397	7914.868802584082	6633.72374347801	6199.490951154007	5412.1488161147	7668.811947676808
yfbU	P0A8W8	1231.6106410507325	1387.3268544070334	1701.723347288936	858.458815392978	1122.4058953785925	1585.0156057351364	1765.7157660817409	1055.7635163796658	1270.4735905357945	989.8666442366646	932.9411263586179	833.4972005785703	1184.9072030385837	1043.4933891123794	1489.851346631132	2662.9599310347735	2224.5439123741476	1873.1074417065754	1322.8384028784806	1444.397244229235	1183.5242138800263	1784.9137142948016
dkgA	Q46857	327.7043153804829	734.6000449835931	452.56622843303575	321.2238727050944	354.9202891719176	445.4115151937842	468.33301279947705	263.05174383971746	467.13789804051646	325.4031134010352	358.6984449340085	412.25858215191636	1326.4104114381348	1316.1144858834837	867.7381577121125	645.3307431708397	648.5766375171381	418.20208372515697	207.16830808629547	460.6474043787542	203.2067438230227	391.7875238740117
yjgR	P39342	173.6508714061009	118.08071245124758	172.51368735933883	154.41098114063414	218.1958395100019	187.88690026938173	226.65733779169102	168.99436411791342	178.21444343837177	188.60447903183746	192.2037723463191	258.56091527901714	193.3143216850445	242.03360834155188	179.88302414149695	232.31359094211172	275.5947229292889	161.62957912797847	220.3732662917442	277.0100730095691	211.84730782873598	135.5668679366858
metQ	P28635	29883.659670058878	3958.0882349456897	10224.00411316371	12300.04866517369	16942.510572943145	21539.713920265585	22396.563320208676	18443.037764584737	17034.909568972547	15840.740671728645	13967.276193455009	14389.95604966147	18266.67225960993	15681.868314039039	25695.818295375033	14487.79980902091	26075.51114607007	23398.329725077267	18142.091896253933	15331.53398236579	17991.85922119656	21037.51788788796
