gene	uniprot	Glucose	LB	Glycerol + AA	Acetate	Fumarate	Glucosamine	Glycerol	Pyruvate	Chemostat µ=0.5	Chemostat µ=0.35	Chemostat µ=0.20	Chemostat µ=0.12	Stationary phase 1 day	Stationary phase 3 days	Osmotic-stress glucose	42°C glucose	pH6 glucose	Xylose	Mannose	Galactose	Succinate	Fructose
loiP	P25894	454.04720156816467	764.2356240667035	749.4954370421675	326.7097693584447	637.0075330957644	654.9144756074879	525.6017230195921	488.44549930255835	582.4725046886743	490.1192134048299	476.0443207817141	502.1763444729942	394.942216758179	383.1930100400844	317.56006177503184	658.6458487238701	665.9918475250591	491.3468686479702	642.913875003945	648.1731637465866	568.8408202091947	589.8518588651997
ddlB	P07862	511.17579274917694	912.4655742841969	613.5209192036398	498.4122614381081	467.002694413114	457.2114332593028	472.01733464337025	516.269793658383	380.92352313231686	337.1092226832459	293.4071601365731	270.5613238037342	776.8595748155152	388.80652666274824	574.9563595256778	962.0257742383666	1138.0622263649116	621.554539631569	530.3212650630317	445.5989368942168	462.0988418082102	526.1424500965827
gutQ	P17115	54.83019360169202	108.34160728405904	93.28581111384791	56.91909650714688	69.2174088002479	44.98866224840397	63.43226422872691	60.74048013166625	69.64794315022104	58.20945551985149	46.2485298476799	42.228100815387414	26.297345121836997	32.383100594674374	45.631914847845295	91.75679528272627	47.46486769036985	62.181642596067846	47.17930880841138	35.48773327320042	48.15069988853063	47.24171130654448
lolB	P61320	256.0039777816491	255.33281523898967	270.9580923075058	246.43947968694667	282.6860229199175	223.41369864982187	289.2044099965579	213.54865279425013	227.27067512252995	192.8780332186141	142.16589605619976	118.7682590766326	153.11692832462504	182.66789879160748	281.1271719160327	215.62720976284453	335.021114849441	272.87774054601647	272.35267778552867	247.13099109134987	294.53947203236254	281.51806597897007
mipA	P0A908	3327.8944352848607	6839.646154820489	4977.622534961943	1884.7340709076136	2273.308385375123	2470.94185997787	2348.9105608077143	1983.8100251701649	2126.615384723226	1772.5970393356786	1369.8417741165906	948.9353292470716	937.3355099551351	1504.6715622652318	3075.9386806941343	3105.8051580393003	3300.2907783084925	2310.264528408243	2202.794009113634	1343.8791819538976	2604.178104888206	2424.181358496255
skp	P0AEU7	8223.639927749438	13249.260466826026	11928.459363016582	3792.0061818702256	5704.031918522011	9331.598567220986	5343.065018150916	5873.798130790557	6814.076336109746	5663.873731414415	4706.993855057242	4636.4070867252885	10066.239783252355	6372.693904936295	11973.340318917413	6662.977893758851	20655.86843048242	8866.631385929586	6457.731065029202	6587.409955787927	6494.414526720175	7774.370137452911
yeeZ	P0AD12	326.89767606491506	247.12506672641425	185.6456187293506	202.02251775123617	186.49521914512852	206.99662081109975	215.62427388125502	237.68032423771908	243.54144006741703	230.1866721094357	228.4087183025338	212.47730755849233	200.55035856442657	209.01252304118364	330.5234915833007	372.1163721938633	400.84036655157956	303.9450262186757	250.87156797888818	224.7399025935438	151.69609160736806	273.4125025722176
ycjG	P51981	102.4097295	61.6149297	NA	141.7642865	135.3188583	203.8805368	96.38052475	93.76327342	121.9532626	139.2957197	185.824795	152.9681054	23.15699942	55.81952292	67.1894757	73.40207256	92.27330418	NA	NA	116.0450251	91.83897804	NA
mepS	P0AFV4	1782.1321655382033	416.6619673958176	657.1268338244126	1530.041761047726	3067.0888027332285	594.9755263632053	2406.92539567977	3229.970246863975	1566.547816898113	1325.6039149713392	986.2867176104435	629.1188981814503	133.42971028280144	132.0584402280556	217.03796240484436	586.8108664022878	234.7305494610501	409.8294895015096	2817.152334198435	1884.1676909493292	3548.719575498805	2417.791070745296
dnaA	P03004	66.25008817586333	134.11645262806078	87.97106562536896	50.54078597599807	75.10927879730615	67.8685651367254	76.78333204963367	58.54305038404653	97.95814147537651	74.08970005312264	58.40329552252959	58.601173587365885	24.886654522078558	25.017155222695994	50.407265043160876	105.85413812791498	46.31047714454751	73.94287503828292	75.1193646915184	46.059810128418846	65.89654280062007	78.55962325117771
