# Created from running fit_sim_data_1.py with the --optimize_trna_charging_kinetics option, on Fri May 15 12:41:34 2026.
"synthetase_id"	"sweep_level"	"iteration"	"objective"	"k_cat (1/units.s)"	"K_M_amino_acid (units.umol/units.L)"	"K_M_trna"	"f_free"	"f_free_at_min"
"ALAS-CPLX[c]"	3	87	2.060780841071323e-07	1393.1522539462776	1239.7127562220649	{"alaT-tRNA[c]": 84.35393035927225, "alaU-tRNA[c]": 84.35393035927225, "alaV-tRNA[c]": 84.35393035927225, "alaW-tRNA[c]": 21.186444020786826, "alaX-tRNA[c]": 21.186444020786826}	{"alaT-tRNA[c]__basal": 0.3088260405681745, "alaU-tRNA[c]__basal": 0.3088260405681745, "alaV-tRNA[c]__basal": 0.3088260405681745, "alaW-tRNA[c]__basal": 0.2902572511012072, "alaX-tRNA[c]__basal": 0.2902572511012072, "alaT-tRNA[c]__with_aa": 0.26670190979491676, "alaU-tRNA[c]__with_aa": 0.26670190979491676, "alaV-tRNA[c]__with_aa": 0.26670190979491676, "alaW-tRNA[c]__with_aa": 0.28312957902745317, "alaX-tRNA[c]__with_aa": 0.28312957902745317}	{"alaT-tRNA[c]__basal": 0.9066402082465631, "alaU-tRNA[c]__basal": 0.9066402082465631, "alaV-tRNA[c]__basal": 0.9066402082465631, "alaW-tRNA[c]__basal": 0.8521271965453981, "alaX-tRNA[c]__basal": 0.8521271965453981, "alaT-tRNA[c]__with_aa": 0.8464255171974947, "alaU-tRNA[c]__with_aa": 0.8464255171974947, "alaV-tRNA[c]__with_aa": 0.8464255171974947, "alaW-tRNA[c]__with_aa": 0.8985665024040106, "alaX-tRNA[c]__with_aa": 0.8985665024040106}
"ALAS-CPLX[c]"	3	88	1.9976224373575306e-07	1916.0260896489935	1276.245545120907	{"alaT-tRNA[c]": 116.95098790568328, "alaU-tRNA[c]": 116.95098790568328, "alaV-tRNA[c]": 116.95098790568328, "alaW-tRNA[c]": 23.466166788040873, "alaX-tRNA[c]": 23.466166788040873}	{"alaT-tRNA[c]__basal": 0.3095012146102518, "alaU-tRNA[c]__basal": 0.3095012146102518, "alaV-tRNA[c]__basal": 0.3095012146102518, "alaW-tRNA[c]__basal": 0.23239423644283042, "alaX-tRNA[c]__basal": 0.23239423644283042, "alaT-tRNA[c]__with_aa": 0.2649430903327746, "alaU-tRNA[c]__with_aa": 0.2649430903327746, "alaV-tRNA[c]__with_aa": 0.2649430903327746, "alaW-tRNA[c]__with_aa": 0.22470529804108894, "alaX-tRNA[c]__with_aa": 0.22470529804108894}	{"alaT-tRNA[c]__basal": 0.873191075468038, "alaU-tRNA[c]__basal": 0.873191075468038, "alaV-tRNA[c]__basal": 0.873191075468038, "alaW-tRNA[c]__basal": 0.6556353768702957, "alaX-tRNA[c]__basal": 0.6556353768702957, "alaT-tRNA[c]__with_aa": 0.7977956381088703, "alaU-tRNA[c]__with_aa": 0.7977956381088703, "alaV-tRNA[c]__with_aa": 0.7977956381088703, "alaW-tRNA[c]__with_aa": 0.6766153016948593, "alaX-tRNA[c]__with_aa": 0.6766153016948593}
"ALAS-CPLX[c]"	3	89	2.7256561948647813e-07	1553.1693300303766	184.21887661976936	{"alaT-tRNA[c]": 131.25374918667694, "alaU-tRNA[c]": 131.25374918667694, "alaV-tRNA[c]": 131.25374918667694, "alaW-tRNA[c]": 39.20630350469859, "alaX-tRNA[c]": 39.20630350469859}	{"alaT-tRNA[c]__basal": 0.22840878738684478, "alaU-tRNA[c]__basal": 0.22840878738684478, "alaV-tRNA[c]__basal": 0.22840878738684478, "alaW-tRNA[c]__basal": 0.2553137590714312, "alaX-tRNA[c]__basal": 0.2553137590714312, "alaT-tRNA[c]__with_aa": 0.2500203211801319, "alaU-tRNA[c]__with_aa": 0.2500203211801319, "alaV-tRNA[c]__with_aa": 0.2500203211801319, "alaW-tRNA[c]__with_aa": 0.3156658713529448, "alaX-tRNA[c]__with_aa": 0.3156658713529448}	{"alaT-tRNA[c]__basal": 0.6226825501874036, "alaU-tRNA[c]__basal": 0.6226825501874036, "alaV-tRNA[c]__basal": 0.6226825501874036, "alaW-tRNA[c]__basal": 0.6960333931792352, "alaX-tRNA[c]__basal": 0.6960333931792352, "alaT-tRNA[c]__with_aa": 0.737659838583727, "alaU-tRNA[c]__with_aa": 0.737659838583727, "alaV-tRNA[c]__with_aa": 0.737659838583727, "alaW-tRNA[c]__with_aa": 0.9313485374801079, "alaX-tRNA[c]__with_aa": 0.9313485374801079}
"ALAS-CPLX[c]"	3	90	1.1283797827535325e-07	672.4892512179061	1243.1591727246644	{"alaT-tRNA[c]": 25.150007974034768, "alaU-tRNA[c]": 25.150007974034768, "alaV-tRNA[c]": 25.150007974034768, "alaW-tRNA[c]": 6.894865861787011, "alaX-tRNA[c]": 6.894865861787011}	{"alaT-tRNA[c]__basal": 0.20946187848491815, "alaU-tRNA[c]__basal": 0.20946187848491815, "alaV-tRNA[c]__basal": 0.20946187848491815, "alaW-tRNA[c]__basal": 0.21488559401826438, "alaX-tRNA[c]__basal": 0.21488559401826438, "alaT-tRNA[c]__with_aa": 0.18384925165550728, "alaU-tRNA[c]__with_aa": 0.18384925165550728, "alaV-tRNA[c]__with_aa": 0.18384925165550728, "alaW-tRNA[c]__with_aa": 0.21303492749807168, "alaX-tRNA[c]__with_aa": 0.21303492749807168}	{"alaT-tRNA[c]__basal": 0.7563201869176494, "alaU-tRNA[c]__basal": 0.7563201869176494, "alaV-tRNA[c]__basal": 0.7563201869176494, "alaW-tRNA[c]__basal": 0.7758967856996637, "alaX-tRNA[c]__basal": 0.7758967856996637, "alaT-tRNA[c]__with_aa": 0.7777577982859398, "alaU-tRNA[c]__with_aa": 0.7777577982859398, "alaV-tRNA[c]__with_aa": 0.7777577982859398, "alaW-tRNA[c]__with_aa": 0.9013094990457935, "alaX-tRNA[c]__with_aa": 0.9013094990457935}
"ALAS-CPLX[c]"	3	91	1.9583662049819784e-07	1502.9687442937393	1334.3160409087156	{"alaT-tRNA[c]": 83.81535640269496, "alaU-tRNA[c]": 83.81535640269496, "alaV-tRNA[c]": 83.81535640269496, "alaW-tRNA[c]": 22.69738809503608, "alaX-tRNA[c]": 22.69738809503608}	{"alaT-tRNA[c]__basal": 0.29498872440666785, "alaU-tRNA[c]__basal": 0.29498872440666785, "alaV-tRNA[c]__basal": 0.29498872440666785, "alaW-tRNA[c]__basal": 0.2989302154971662, "alaX-tRNA[c]__basal": 0.2989302154971662, "alaT-tRNA[c]__with_aa": 0.25117860173387185, "alaU-tRNA[c]__with_aa": 0.25117860173387185, "alaV-tRNA[c]__with_aa": 0.25117860173387185, "alaW-tRNA[c]__with_aa": 0.28750191264900704, "alaX-tRNA[c]__with_aa": 0.28750191264900704}	{"alaT-tRNA[c]__basal": 0.8611158269145596, "alaU-tRNA[c]__basal": 0.8611158269145596, "alaV-tRNA[c]__basal": 0.8611158269145596, "alaW-tRNA[c]__basal": 0.8726751261940721, "alaX-tRNA[c]__basal": 0.8726751261940721, "alaT-tRNA[c]__with_aa": 0.7893263735459659, "alaU-tRNA[c]__with_aa": 0.7893263735459659, "alaV-tRNA[c]__with_aa": 0.7893263735459659, "alaW-tRNA[c]__with_aa": 0.9034865824920986, "alaX-tRNA[c]__with_aa": 0.9034865824920986}
"ALAS-CPLX[c]"	3	92	1.0426491553707839e-07	518.2602000489385	918.6922105491074	{"alaT-tRNA[c]": 20.038930836684916, "alaU-tRNA[c]": 20.038930836684916, "alaV-tRNA[c]": 20.038930836684916, "alaW-tRNA[c]": 4.3864588442156265, "alaX-tRNA[c]": 4.3864588442156265}	{"alaT-tRNA[c]__basal": 0.1910147463092834, "alaU-tRNA[c]__basal": 0.1910147463092834, "alaV-tRNA[c]__basal": 0.1910147463092834, "alaW-tRNA[c]__basal": 0.15646607895372727, "alaX-tRNA[c]__basal": 0.15646607895372727, "alaT-tRNA[c]__with_aa": 0.17934583511605198, "alaU-tRNA[c]__with_aa": 0.17934583511605198, "alaV-tRNA[c]__with_aa": 0.17934583511605198, "alaW-tRNA[c]__with_aa": 0.16594619433543797, "alaX-tRNA[c]__with_aa": 0.16594619433543797}	{"alaT-tRNA[c]__basal": 0.7331482304952306, "alaU-tRNA[c]__basal": 0.7331482304952306, "alaV-tRNA[c]__basal": 0.7331482304952306, "alaW-tRNA[c]__basal": 0.6005269921811075, "alaX-tRNA[c]__basal": 0.6005269921811075, "alaT-tRNA[c]__with_aa": 0.8738113082909638, "alaU-tRNA[c]__with_aa": 0.8738113082909638, "alaV-tRNA[c]__with_aa": 0.8738113082909638, "alaW-tRNA[c]__with_aa": 0.808445406446422, "alaX-tRNA[c]__with_aa": 0.808445406446422}
"ALAS-CPLX[c]"	3	93	9.523952943605913e-07	8966.533236350346	1069.297810546511	{"alaT-tRNA[c]": 681.6865657695192, "alaU-tRNA[c]": 681.6865657695192, "alaV-tRNA[c]": 681.6865657695192, "alaW-tRNA[c]": 177.1226414972217, "alaX-tRNA[c]": 177.1226414972217}	{"alaT-tRNA[c]__basal": 0.33609806562415784, "alaU-tRNA[c]__basal": 0.33609806562415784, "alaV-tRNA[c]__basal": 0.33609806562415784, "alaW-tRNA[c]__basal": 0.3268144763661193, "alaX-tRNA[c]__basal": 0.3268144763661193, "alaT-tRNA[c]__with_aa": 0.29435258952789567, "alaU-tRNA[c]__with_aa": 0.29435258952789567, "alaV-tRNA[c]__with_aa": 0.29435258952789567, "alaW-tRNA[c]__with_aa": 0.3232718742633955, "alaX-tRNA[c]__with_aa": 0.3232718742633955}	{"alaT-tRNA[c]__basal": 0.8757297777139565, "alaU-tRNA[c]__basal": 0.8757297777139565, "alaV-tRNA[c]__basal": 0.8757297777139565, "alaW-tRNA[c]__basal": 0.8514985741557979, "alaX-tRNA[c]__basal": 0.8514985741557979, "alaT-tRNA[c]__with_aa": 0.802298804501648, "alaU-tRNA[c]__with_aa": 0.802298804501648, "alaV-tRNA[c]__with_aa": 0.802298804501648, "alaW-tRNA[c]__with_aa": 0.8811415839675169, "alaX-tRNA[c]__with_aa": 0.8811415839675169}
"ALAS-CPLX[c]"	3	96	2.480487358478015e-07	1108.8479593570587	418.04032697641645	{"alaT-tRNA[c]": 95.66358653835377, "alaU-tRNA[c]": 95.66358653835377, "alaV-tRNA[c]": 95.66358653835377, "alaW-tRNA[c]": 23.16094845008679, "alaX-tRNA[c]": 23.16094845008679}	{"alaT-tRNA[c]__basal": 0.2823115993108365, "alaU-tRNA[c]__basal": 0.2823115993108365, "alaV-tRNA[c]__basal": 0.2823115993108365, "alaW-tRNA[c]__basal": 0.25576649828715503, "alaX-tRNA[c]__basal": 0.25576649828715503, "alaT-tRNA[c]__with_aa": 0.28891144326982304, "alaU-tRNA[c]__with_aa": 0.28891144326982304, "alaV-tRNA[c]__with_aa": 0.28891144326982304, "alaW-tRNA[c]__with_aa": 0.2956715494992734, "alaX-tRNA[c]__with_aa": 0.2956715494992734}	{"alaT-tRNA[c]__basal": 0.8059069191255872, "alaU-tRNA[c]__basal": 0.8059069191255872, "alaV-tRNA[c]__basal": 0.8059069191255872, "alaW-tRNA[c]__basal": 0.7301591717234314, "alaX-tRNA[c]__basal": 0.7301591717234314, "alaT-tRNA[c]__with_aa": 0.9092467923190952, "alaU-tRNA[c]__with_aa": 0.9092467923190952, "alaV-tRNA[c]__with_aa": 0.9092467923190952, "alaW-tRNA[c]__with_aa": 0.9304214789341448, "alaX-tRNA[c]__with_aa": 0.9304214789341448}
"ALAS-CPLX[c]"	3	97	3.047928670573334e-07	3382.8545836739722	1738.6939218328744	{"alaT-tRNA[c]": 166.83629920469988, "alaU-tRNA[c]": 166.83629920469988, "alaV-tRNA[c]": 166.83629920469988, "alaW-tRNA[c]": 50.38455799690017, "alaX-tRNA[c]": 50.38455799690017}	{"alaT-tRNA[c]__basal": 0.2928104069637599, "alaU-tRNA[c]__basal": 0.2928104069637599, "alaV-tRNA[c]__basal": 0.2928104069637599, "alaW-tRNA[c]__basal": 0.33089270596737497, "alaX-tRNA[c]__basal": 0.33089270596737497, "alaT-tRNA[c]__with_aa": 0.23645339770600973, "alaU-tRNA[c]__with_aa": 0.23645339770600973, "alaV-tRNA[c]__with_aa": 0.23645339770600973, "alaW-tRNA[c]__with_aa": 0.3018422068297781, "alaX-tRNA[c]__with_aa": 0.3018422068297781}	{"alaT-tRNA[c]__basal": 0.7986279223212914, "alaU-tRNA[c]__basal": 0.7986279223212914, "alaV-tRNA[c]__basal": 0.7986279223212914, "alaW-tRNA[c]__basal": 0.9026060368796334, "alaX-tRNA[c]__basal": 0.9026060368796334, "alaT-tRNA[c]__with_aa": 0.679100717876412, "alaU-tRNA[c]__with_aa": 0.679100717876412, "alaV-tRNA[c]__with_aa": 0.679100717876412, "alaW-tRNA[c]__with_aa": 0.8668697150929784, "alaX-tRNA[c]__with_aa": 0.8668697150929784}
"ALAS-CPLX[c]"	3	98	3.034225562663251e-07	1765.6165591632127	455.4131232877448	{"alaT-tRNA[c]": 166.03510083857458, "alaU-tRNA[c]": 166.03510083857458, "alaV-tRNA[c]": 166.03510083857458, "alaW-tRNA[c]": 39.23176688785704, "alaX-tRNA[c]": 39.23176688785704}	{"alaT-tRNA[c]__basal": 0.30795456921689285, "alaU-tRNA[c]__basal": 0.30795456921689285, "alaV-tRNA[c]__basal": 0.30795456921689285, "alaW-tRNA[c]__basal": 0.27229061397694154, "alaX-tRNA[c]__basal": 0.27229061397694154, "alaT-tRNA[c]__with_aa": 0.3090721456864846, "alaU-tRNA[c]__with_aa": 0.3090721456864846, "alaV-tRNA[c]__with_aa": 0.3090721456864846, "alaW-tRNA[c]__with_aa": 0.3086860537939691, "alaX-tRNA[c]__with_aa": 0.3086860537939691}	{"alaT-tRNA[c]__basal": 0.8431273549519296, "alaU-tRNA[c]__basal": 0.8431273549519296, "alaV-tRNA[c]__basal": 0.8431273549519296, "alaW-tRNA[c]__basal": 0.7454930127446038, "alaX-tRNA[c]__basal": 0.7454930127446038, "alaT-tRNA[c]__with_aa": 0.9096694113856202, "alaU-tRNA[c]__with_aa": 0.9096694113856202, "alaV-tRNA[c]__with_aa": 0.9096694113856202, "alaW-tRNA[c]__with_aa": 0.9085158055006263, "alaX-tRNA[c]__with_aa": 0.9085158055006263}
"ALAS-CPLX[c]"	3	99	1.1515475498143844e-06	7846.89821419285	537.5028488066454	{"alaT-tRNA[c]": 829.991283926397, "alaU-tRNA[c]": 829.991283926397, "alaV-tRNA[c]": 829.991283926397, "alaW-tRNA[c]": 165.78302502639994, "alaX-tRNA[c]": 165.78302502639994}	{"alaT-tRNA[c]__basal": 0.3532992090297493, "alaU-tRNA[c]__basal": 0.3532992090297493, "alaV-tRNA[c]__basal": 0.3532992090297493, "alaW-tRNA[c]__basal": 0.26406984018194724, "alaX-tRNA[c]__basal": 0.26406984018194724, "alaT-tRNA[c]__with_aa": 0.34337460742282355, "alaU-tRNA[c]__with_aa": 0.34337460742282355, "alaV-tRNA[c]__with_aa": 0.34337460742282355, "alaW-tRNA[c]__with_aa": 0.28989110531882595, "alaX-tRNA[c]__with_aa": 0.28989110531882595}	{"alaT-tRNA[c]__basal": 0.9182721728098978, "alaU-tRNA[c]__basal": 0.9182721728098978, "alaV-tRNA[c]__basal": 0.9182721728098978, "alaW-tRNA[c]__basal": 0.6863826703792817, "alaX-tRNA[c]__basal": 0.6863826703792817, "alaT-tRNA[c]__with_aa": 0.9350369825547966, "alaU-tRNA[c]__with_aa": 0.9350369825547966, "alaV-tRNA[c]__with_aa": 0.9350369825547966, "alaW-tRNA[c]__with_aa": 0.7893578078741965, "alaX-tRNA[c]__with_aa": 0.7893578078741965}
"ALAS-CPLX[c]"	3	100	2.5471098321923765e-07	2360.2057815919115	1617.3879244586233	{"alaT-tRNA[c]": 127.84953655243928, "alaU-tRNA[c]": 127.84953655243928, "alaV-tRNA[c]": 127.84953655243928, "alaW-tRNA[c]": 35.08424934569886, "alaX-tRNA[c]": 35.08424934569886}	{"alaT-tRNA[c]__basal": 0.31248836317277623, "alaU-tRNA[c]__basal": 0.31248836317277623, "alaV-tRNA[c]__basal": 0.31248836317277623, "alaW-tRNA[c]__basal": 0.32091306042871415, "alaX-tRNA[c]__basal": 0.32091306042871415, "alaT-tRNA[c]__with_aa": 0.25606662496092436, "alaU-tRNA[c]__with_aa": 0.25606662496092436, "alaV-tRNA[c]__with_aa": 0.25606662496092436, "alaW-tRNA[c]__with_aa": 0.2970225320415346, "alaX-tRNA[c]__with_aa": 0.2970225320415346}	{"alaT-tRNA[c]__basal": 0.8748604413390342, "alaU-tRNA[c]__basal": 0.8748604413390342, "alaV-tRNA[c]__basal": 0.8748604413390342, "alaW-tRNA[c]__basal": 0.8983939776697539, "alaX-tRNA[c]__basal": 0.8983939776697539, "alaT-tRNA[c]__with_aa": 0.7596690996311695, "alaU-tRNA[c]__with_aa": 0.7596690996311695, "alaV-tRNA[c]__with_aa": 0.7596690996311695, "alaW-tRNA[c]__with_aa": 0.8811293735975779, "alaX-tRNA[c]__with_aa": 0.8811293735975779}
"ALAS-CPLX[c]"	4	1	1.3576403693055081e-07	653.0716169400982	1494.017562143579	{"alaT-tRNA[c]": 38.62130019695273, "alaU-tRNA[c]": 38.62130019695273, "alaV-tRNA[c]": 38.62130019695273, "alaW-tRNA[c]": 9.557335142326075, "alaX-tRNA[c]": 9.557335142326075}	{"alaT-tRNA[c]__basal": 0.37621913410755914, "alaU-tRNA[c]__basal": 0.37621913410755914, "alaV-tRNA[c]__basal": 0.37621913410755914, "alaW-tRNA[c]__basal": 0.3483866955915341, "alaX-tRNA[c]__basal": 0.3483866955915341, "alaT-tRNA[c]__with_aa": 0.3190714884862065, "alaU-tRNA[c]__with_aa": 0.3190714884862065, "alaV-tRNA[c]__with_aa": 0.3190714884862065, "alaW-tRNA[c]__with_aa": 0.33376004784193847, "alaX-tRNA[c]__with_aa": 0.33376004784193847}	{"alaT-tRNA[c]__basal": 0.9038064219523996, "alaU-tRNA[c]__basal": 0.9038064219523996, "alaV-tRNA[c]__basal": 0.9038064219523996, "alaW-tRNA[c]__basal": 0.8369545760542215, "alaX-tRNA[c]__basal": 0.8369545760542215, "alaT-tRNA[c]__with_aa": 0.8515227746591475, "alaU-tRNA[c]__with_aa": 0.8515227746591475, "alaV-tRNA[c]__with_aa": 0.8515227746591475, "alaW-tRNA[c]__with_aa": 0.8906737006444472, "alaX-tRNA[c]__with_aa": 0.8906737006444472}
"ALAS-CPLX[c]"	4	2	2.842853749792466e-07	2020.0443957179086	1585.6688780244594	{"alaT-tRNA[c]": 157.66765908979104, "alaU-tRNA[c]": 157.66765908979104, "alaV-tRNA[c]": 157.66765908979104, "alaW-tRNA[c]": 38.949453550609945, "alaX-tRNA[c]": 38.949453550609945}	{"alaT-tRNA[c]__basal": 0.4488521571820205, "alaU-tRNA[c]__basal": 0.4488521571820205, "alaV-tRNA[c]__basal": 0.4488521571820205, "alaW-tRNA[c]__basal": 0.4149353708992278, "alaX-tRNA[c]__basal": 0.4149353708992278, "alaT-tRNA[c]__with_aa": 0.36949885650393355, "alaU-tRNA[c]__with_aa": 0.36949885650393355, "alaV-tRNA[c]__with_aa": 0.36949885650393355, "alaW-tRNA[c]__with_aa": 0.3858353270966643, "alaX-tRNA[c]__with_aa": 0.3858353270966643}	{"alaT-tRNA[c]__basal": 0.9156818570257508, "alaU-tRNA[c]__basal": 0.9156818570257508, "alaV-tRNA[c]__basal": 0.9156818570257508, "alaW-tRNA[c]__basal": 0.8464756948200277, "alaX-tRNA[c]__basal": 0.8464756948200277, "alaT-tRNA[c]__with_aa": 0.795377273765878, "alaU-tRNA[c]__with_aa": 0.795377273765878, "alaV-tRNA[c]__with_aa": 0.795377273765878, "alaW-tRNA[c]__with_aa": 0.8305457039220674, "alaX-tRNA[c]__with_aa": 0.8305457039220674}
"ALAS-CPLX[c]"	4	3	5.571615576532984e-07	3293.5817067009134	1179.8846689792322	{"alaT-tRNA[c]": 328.2214199069857, "alaU-tRNA[c]": 328.2214199069857, "alaV-tRNA[c]": 328.2214199069857, "alaW-tRNA[c]": 82.97700871652927, "alaX-tRNA[c]": 82.97700871652927}	{"alaT-tRNA[c]__basal": 0.47258528090458074, "alaU-tRNA[c]__basal": 0.47258528090458074, "alaV-tRNA[c]__basal": 0.47258528090458074, "alaW-tRNA[c]__basal": 0.447100456088867, "alaX-tRNA[c]__basal": 0.447100456088867, "alaT-tRNA[c]__with_aa": 0.4084781537619087, "alaU-tRNA[c]__with_aa": 0.4084781537619087, "alaV-tRNA[c]__with_aa": 0.4084781537619087, "alaW-tRNA[c]__with_aa": 0.4364763888480136, "alaX-tRNA[c]__with_aa": 0.4364763888480136}	{"alaT-tRNA[c]__basal": 0.9353249468317278, "alaU-tRNA[c]__basal": 0.9353249468317278, "alaV-tRNA[c]__basal": 0.9353249468317278, "alaW-tRNA[c]__basal": 0.8848272349714881, "alaX-tRNA[c]__basal": 0.8848272349714881, "alaT-tRNA[c]__with_aa": 0.8488380687333127, "alaU-tRNA[c]__with_aa": 0.8488380687333127, "alaV-tRNA[c]__with_aa": 0.8488380687333127, "alaW-tRNA[c]__with_aa": 0.907031093704748, "alaX-tRNA[c]__with_aa": 0.907031093704748}
"ALAS-CPLX[c]"	4	4	2.0974617593068415e-07	1072.1962778565437	826.9479541909163	{"alaT-tRNA[c]": 107.7810507639018, "alaU-tRNA[c]": 107.7810507639018, "alaV-tRNA[c]": 107.7810507639018, "alaW-tRNA[c]": 24.260317041523287, "alaX-tRNA[c]": 24.260317041523287}	{"alaT-tRNA[c]__basal": 0.42533528444758545, "alaU-tRNA[c]__basal": 0.42533528444758545, "alaV-tRNA[c]__basal": 0.42533528444758545, "alaW-tRNA[c]__basal": 0.35828137201708476, "alaX-tRNA[c]__basal": 0.35828137201708476, "alaT-tRNA[c]__with_aa": 0.3956362806239375, "alaU-tRNA[c]__with_aa": 0.3956362806239375, "alaV-tRNA[c]__with_aa": 0.3956362806239375, "alaW-tRNA[c]__with_aa": 0.37640889235796293, "alaX-tRNA[c]__with_aa": 0.37640889235796293}	{"alaT-tRNA[c]__basal": 0.8890937146671003, "alaU-tRNA[c]__basal": 0.8890937146671003, "alaV-tRNA[c]__basal": 0.8890937146671003, "alaW-tRNA[c]__basal": 0.7488695187212963, "alaX-tRNA[c]__basal": 0.7488695187212963, "alaT-tRNA[c]__with_aa": 0.8902524802142597, "alaU-tRNA[c]__with_aa": 0.8902524802142597, "alaV-tRNA[c]__with_aa": 0.8902524802142597, "alaW-tRNA[c]__with_aa": 0.846999225955487, "alaX-tRNA[c]__with_aa": 0.846999225955487}
"ALAS-CPLX[c]"	4	5	1.9858535096884878e-07	574.1093641695134	872.0640896305288	{"alaT-tRNA[c]": 46.40359243319857, "alaU-tRNA[c]": 46.40359243319857, "alaV-tRNA[c]": 46.40359243319857, "alaW-tRNA[c]": 10.525066475104266, "alaX-tRNA[c]": 10.525066475104266}	{"alaT-tRNA[c]__basal": 0.38056912128257187, "alaU-tRNA[c]__basal": 0.38056912128257187, "alaV-tRNA[c]__basal": 0.38056912128257187, "alaW-tRNA[c]__basal": 0.3230101473675411, "alaX-tRNA[c]__basal": 0.3230101473675411, "alaT-tRNA[c]__with_aa": 0.35858701681758054, "alaU-tRNA[c]__with_aa": 0.35858701681758054, "alaV-tRNA[c]__with_aa": 0.35858701681758054, "alaW-tRNA[c]__with_aa": 0.34376945500553896, "alaX-tRNA[c]__with_aa": 0.34376945500553896}	{"alaT-tRNA[c]__basal": 0.8793707387747074, "alaU-tRNA[c]__basal": 0.8793707387747074, "alaV-tRNA[c]__basal": 0.8793707387747074, "alaW-tRNA[c]__basal": 0.746379071910025, "alaX-tRNA[c]__basal": 0.746379071910025, "alaT-tRNA[c]__with_aa": 0.9366559369520638, "alaU-tRNA[c]__with_aa": 0.9366559369520638, "alaV-tRNA[c]__with_aa": 0.9366559369520638, "alaW-tRNA[c]__with_aa": 0.8979988613635326, "alaX-tRNA[c]__with_aa": 0.8979988613635326}
"ALAS-CPLX[c]"	4	6	3.2272863784614643e-07	1734.4425631075753	1292.1433496093882	{"alaT-tRNA[c]": 128.80749437028913, "alaU-tRNA[c]": 128.80749437028913, "alaV-tRNA[c]": 128.80749437028913, "alaW-tRNA[c]": 40.467564500120176, "alaX-tRNA[c]": 40.467564500120176}	{"alaT-tRNA[c]__basal": 0.38160534355405185, "alaU-tRNA[c]__basal": 0.38160534355405185, "alaV-tRNA[c]__basal": 0.38160534355405185, "alaW-tRNA[c]__basal": 0.4486404926466706, "alaX-tRNA[c]__basal": 0.4486404926466706, "alaT-tRNA[c]__with_aa": 0.32627808084667664, "alaU-tRNA[c]__with_aa": 0.32627808084667664, "alaV-tRNA[c]__with_aa": 0.32627808084667664, "alaW-tRNA[c]__with_aa": 0.43327781180552377, "alaX-tRNA[c]__with_aa": 0.43327781180552377}	{"alaT-tRNA[c]__basal": 0.7804567812527754, "alaU-tRNA[c]__basal": 0.7804567812527754, "alaV-tRNA[c]__basal": 0.7804567812527754, "alaW-tRNA[c]__basal": 0.9175399129909105, "alaX-tRNA[c]__basal": 0.9175399129909105, "alaT-tRNA[c]__with_aa": 0.7067307983126032, "alaU-tRNA[c]__with_aa": 0.7067307983126032, "alaV-tRNA[c]__with_aa": 0.7067307983126032, "alaW-tRNA[c]__with_aa": 0.9384956081093299, "alaX-tRNA[c]__with_aa": 0.9384956081093299}
"ALAS-CPLX[c]"	4	7	2.024471964527651e-07	1271.1940144387881	1104.6455648821839	{"alaT-tRNA[c]": 112.07865296668038, "alaU-tRNA[c]": 112.07865296668038, "alaV-tRNA[c]": 112.07865296668038, "alaW-tRNA[c]": 25.968342469562852, "alaX-tRNA[c]": 25.968342469562852}	{"alaT-tRNA[c]__basal": 0.42503457613721185, "alaU-tRNA[c]__basal": 0.42503457613721185, "alaV-tRNA[c]__basal": 0.42503457613721185, "alaW-tRNA[c]__basal": 0.3685294130368891, "alaX-tRNA[c]__basal": 0.3685294130368891, "alaT-tRNA[c]__with_aa": 0.3751625890228669, "alaU-tRNA[c]__with_aa": 0.3751625890228669, "alaV-tRNA[c]__with_aa": 0.3751625890228669, "alaW-tRNA[c]__with_aa": 0.36741379078543734, "alaX-tRNA[c]__with_aa": 0.36741379078543734}	{"alaT-tRNA[c]__basal": 0.8854103174560827, "alaU-tRNA[c]__basal": 0.8854103174560827, "alaV-tRNA[c]__basal": 0.8854103174560827, "alaW-tRNA[c]__basal": 0.7676851267068018, "alaX-tRNA[c]__basal": 0.7676851267068018, "alaT-tRNA[c]__with_aa": 0.8350086161554874, "alaU-tRNA[c]__with_aa": 0.8350086161554874, "alaV-tRNA[c]__with_aa": 0.8350086161554874, "alaW-tRNA[c]__with_aa": 0.8177559985959735, "alaX-tRNA[c]__with_aa": 0.8177559985959735}
