# Created from running fit_sim_data_1.py with the --optimize_trna_charging_kinetics option, on Fri May 15 12:41:34 2026.
"synthetase_id"	"sweep_level"	"iteration"	"objective"	"k_cat (1/units.s)"	"K_M_amino_acid (units.umol/units.L)"	"K_M_trna"	"f_free"	"f_free_at_min"
"LYSS-CPLX[c]"	3	52	1.4222539970865027e-07	511.44555474643005	368.6042621490274	{"lysT-tRNA[c]": 81.21503161679871, "lysV-tRNA[c]": 81.21503161679871, "lysW-tRNA[c]": 81.21503161679871, "RNA0-301[c]": 81.21503161679871, "RNA0-302[c]": 81.21503161679871, "RNA0-303[c]": 81.21503161679871}	{"lysT-tRNA[c]__basal": 0.3203989443338485, "lysV-tRNA[c]__basal": 0.3203989443338485, "lysW-tRNA[c]__basal": 0.3203989443338485, "RNA0-301[c]__basal": 0.3203989443338485, "RNA0-302[c]__basal": 0.3203989443338485, "RNA0-303[c]__basal": 0.3203989443338485, "lysT-tRNA[c]__with_aa": 0.31275388502879575, "lysV-tRNA[c]__with_aa": 0.31275388502879575, "lysW-tRNA[c]__with_aa": 0.31275388502879575, "RNA0-301[c]__with_aa": 0.31275388502879575, "RNA0-302[c]__with_aa": 0.31275388502879575, "RNA0-303[c]__with_aa": 0.31275388502879575}	{"lysT-tRNA[c]__basal": 0.9217243037586589, "lysV-tRNA[c]__basal": 0.9217243037586589, "lysW-tRNA[c]__basal": 0.9217243037586589, "RNA0-301[c]__basal": 0.9217243037586589, "RNA0-302[c]__basal": 0.9217243037586589, "RNA0-303[c]__basal": 0.9217243037586589, "lysT-tRNA[c]__with_aa": 0.8292269226590981, "lysV-tRNA[c]__with_aa": 0.8292269226590981, "lysW-tRNA[c]__with_aa": 0.8292269226590981, "RNA0-301[c]__with_aa": 0.8292269226590981, "RNA0-302[c]__with_aa": 0.8292269226590981, "RNA0-303[c]__with_aa": 0.8292269226590981}
"LYSS-CPLX[c]"	3	53	1.5021285070944818e-07	1153.3759753980507	1201.9548089321015	{"lysT-tRNA[c]": 109.82818538117395, "lysV-tRNA[c]": 109.82818538117395, "lysW-tRNA[c]": 109.82818538117395, "RNA0-301[c]": 109.82818538117395, "RNA0-302[c]": 109.82818538117395, "RNA0-303[c]": 109.82818538117395}	{"lysT-tRNA[c]__basal": 0.3175240226648145, "lysV-tRNA[c]__basal": 0.3175240226648145, "lysW-tRNA[c]__basal": 0.3175240226648145, "RNA0-301[c]__basal": 0.3175240226648145, "RNA0-302[c]__basal": 0.3175240226648145, "RNA0-303[c]__basal": 0.3175240226648145, "lysT-tRNA[c]__with_aa": 0.19392261515383477, "lysV-tRNA[c]__with_aa": 0.19392261515383477, "lysW-tRNA[c]__with_aa": 0.19392261515383477, "RNA0-301[c]__with_aa": 0.19392261515383477, "RNA0-302[c]__with_aa": 0.19392261515383477, "RNA0-303[c]__with_aa": 0.19392261515383477}	{"lysT-tRNA[c]__basal": 0.8935474273134105, "lysV-tRNA[c]__basal": 0.8935474273134105, "lysW-tRNA[c]__basal": 0.8935474273134105, "RNA0-301[c]__basal": 0.8935474273134105, "RNA0-302[c]__basal": 0.8935474273134105, "RNA0-303[c]__basal": 0.8935474273134105, "lysT-tRNA[c]__with_aa": 0.4907037961229362, "lysV-tRNA[c]__with_aa": 0.4907037961229362, "lysW-tRNA[c]__with_aa": 0.4907037961229362, "RNA0-301[c]__with_aa": 0.4907037961229362, "RNA0-302[c]__with_aa": 0.4907037961229362, "RNA0-303[c]__with_aa": 0.4907037961229362}
"LYSS-CPLX[c]"	3	54	2.191989172165378e-07	171.38130671007553	192.42597563046942	{"lysT-tRNA[c]": 22.275430385307367, "lysV-tRNA[c]": 22.275430385307367, "lysW-tRNA[c]": 22.275430385307367, "RNA0-301[c]": 22.275430385307367, "RNA0-302[c]": 22.275430385307367, "RNA0-303[c]": 22.275430385307367}	{"lysT-tRNA[c]__basal": 0.24253600756553748, "lysV-tRNA[c]__basal": 0.24253600756553748, "lysW-tRNA[c]__basal": 0.24253600756553748, "RNA0-301[c]__basal": 0.24253600756553748, "RNA0-302[c]__basal": 0.24253600756553748, "RNA0-303[c]__basal": 0.24253600756553748, "lysT-tRNA[c]__with_aa": 0.28362320093652105, "lysV-tRNA[c]__with_aa": 0.28362320093652105, "lysW-tRNA[c]__with_aa": 0.28362320093652105, "RNA0-301[c]__with_aa": 0.28362320093652105, "RNA0-302[c]__with_aa": 0.28362320093652105, "RNA0-303[c]__with_aa": 0.28362320093652105}	{"lysT-tRNA[c]__basal": 0.8175730291378196, "lysV-tRNA[c]__basal": 0.8175730291378196, "lysW-tRNA[c]__basal": 0.8175730291378196, "RNA0-301[c]__basal": 0.8175730291378196, "RNA0-302[c]__basal": 0.8175730291378196, "RNA0-303[c]__basal": 0.8175730291378196, "lysT-tRNA[c]__with_aa": 0.9442406600564304, "lysV-tRNA[c]__with_aa": 0.9442406600564304, "lysW-tRNA[c]__with_aa": 0.9442406600564304, "RNA0-301[c]__with_aa": 0.9442406600564304, "RNA0-302[c]__with_aa": 0.9442406600564304, "RNA0-303[c]__with_aa": 0.9442406600564304}
"LYSS-CPLX[c]"	3	55	1.2129614137143452e-07	1051.3787255377656	3704.472970396371	{"lysT-tRNA[c]": 40.194563901764546, "lysV-tRNA[c]": 40.194563901764546, "lysW-tRNA[c]": 40.194563901764546, "RNA0-301[c]": 40.194563901764546, "RNA0-302[c]": 40.194563901764546, "RNA0-303[c]": 40.194563901764546}	{"lysT-tRNA[c]__basal": 0.29569192663536875, "lysV-tRNA[c]__basal": 0.29569192663536875, "lysW-tRNA[c]__basal": 0.29569192663536875, "RNA0-301[c]__basal": 0.29569192663536875, "RNA0-302[c]__basal": 0.29569192663536875, "RNA0-303[c]__basal": 0.29569192663536875, "lysT-tRNA[c]__with_aa": 0.09279792834400491, "lysV-tRNA[c]__with_aa": 0.09279792834400491, "lysW-tRNA[c]__with_aa": 0.09279792834400491, "RNA0-301[c]__with_aa": 0.09279792834400491, "RNA0-302[c]__with_aa": 0.09279792834400491, "RNA0-303[c]__with_aa": 0.09279792834400491}	{"lysT-tRNA[c]__basal": 0.9167410802111312, "lysV-tRNA[c]__basal": 0.9167410802111312, "lysW-tRNA[c]__basal": 0.9167410802111312, "RNA0-301[c]__basal": 0.9167410802111312, "RNA0-302[c]__basal": 0.9167410802111312, "RNA0-303[c]__basal": 0.9167410802111312, "lysT-tRNA[c]__with_aa": 0.23764236269269245, "lysV-tRNA[c]__with_aa": 0.23764236269269245, "lysW-tRNA[c]__with_aa": 0.23764236269269245, "RNA0-301[c]__with_aa": 0.23764236269269245, "RNA0-302[c]__with_aa": 0.23764236269269245, "RNA0-303[c]__with_aa": 0.23764236269269245}
"LYSS-CPLX[c]"	3	56	7.621354564296723e-08	499.7291310007329	425.34855976351497	{"lysT-tRNA[c]": 48.13267817570985, "lysV-tRNA[c]": 48.13267817570985, "lysW-tRNA[c]": 48.13267817570985, "RNA0-301[c]": 48.13267817570985, "RNA0-302[c]": 48.13267817570985, "RNA0-303[c]": 48.13267817570985}	{"lysT-tRNA[c]__basal": 0.2038989005850732, "lysV-tRNA[c]__basal": 0.2038989005850732, "lysW-tRNA[c]__basal": 0.2038989005850732, "RNA0-301[c]__basal": 0.2038989005850732, "RNA0-302[c]__basal": 0.2038989005850732, "RNA0-303[c]__basal": 0.2038989005850732, "lysT-tRNA[c]__with_aa": 0.19084736745523023, "lysV-tRNA[c]__with_aa": 0.19084736745523023, "lysW-tRNA[c]__with_aa": 0.19084736745523023, "RNA0-301[c]__with_aa": 0.19084736745523023, "RNA0-302[c]__with_aa": 0.19084736745523023, "RNA0-303[c]__with_aa": 0.19084736745523023}	{"lysT-tRNA[c]__basal": 0.5902180772557336, "lysV-tRNA[c]__basal": 0.5902180772557336, "lysW-tRNA[c]__basal": 0.5902180772557336, "RNA0-301[c]__basal": 0.5902180772557336, "RNA0-302[c]__basal": 0.5902180772557336, "RNA0-303[c]__basal": 0.5902180772557336, "lysT-tRNA[c]__with_aa": 0.5073137624223744, "lysV-tRNA[c]__with_aa": 0.5073137624223744, "lysW-tRNA[c]__with_aa": 0.5073137624223744, "RNA0-301[c]__with_aa": 0.5073137624223744, "RNA0-302[c]__with_aa": 0.5073137624223744, "RNA0-303[c]__with_aa": 0.5073137624223744}
"LYSS-CPLX[c]"	3	57	2.595574964703356e-07	1286.5047154218178	725.7822124205554	{"lysT-tRNA[c]": 170.9782022029463, "lysV-tRNA[c]": 170.9782022029463, "lysW-tRNA[c]": 170.9782022029463, "RNA0-301[c]": 170.9782022029463, "RNA0-302[c]": 170.9782022029463, "RNA0-303[c]": 170.9782022029463}	{"lysT-tRNA[c]__basal": 0.3377745703110144, "lysV-tRNA[c]__basal": 0.3377745703110144, "lysW-tRNA[c]__basal": 0.3377745703110144, "RNA0-301[c]__basal": 0.3377745703110144, "RNA0-302[c]__basal": 0.3377745703110144, "RNA0-303[c]__basal": 0.3377745703110144, "lysT-tRNA[c]__with_aa": 0.26033257120309683, "lysV-tRNA[c]__with_aa": 0.26033257120309683, "lysW-tRNA[c]__with_aa": 0.26033257120309683, "RNA0-301[c]__with_aa": 0.26033257120309683, "RNA0-302[c]__with_aa": 0.26033257120309683, "RNA0-303[c]__with_aa": 0.26033257120309683}	{"lysT-tRNA[c]__basal": 0.9329254672932846, "lysV-tRNA[c]__basal": 0.9329254672932846, "lysW-tRNA[c]__basal": 0.9329254672932846, "RNA0-301[c]__basal": 0.9329254672932846, "RNA0-302[c]__basal": 0.9329254672932846, "RNA0-303[c]__basal": 0.9329254672932846, "lysT-tRNA[c]__with_aa": 0.6552632194139649, "lysV-tRNA[c]__with_aa": 0.6552632194139649, "lysW-tRNA[c]__with_aa": 0.6552632194139649, "RNA0-301[c]__with_aa": 0.6552632194139649, "RNA0-302[c]__with_aa": 0.6552632194139649, "RNA0-303[c]__with_aa": 0.6552632194139649}
"LYSS-CPLX[c]"	3	58	6.239357240262617e-08	179.05426388752184	614.8286371684333	{"lysT-tRNA[c]": 15.772238183062472, "lysV-tRNA[c]": 15.772238183062472, "lysW-tRNA[c]": 15.772238183062472, "RNA0-301[c]": 15.772238183062472, "RNA0-302[c]": 15.772238183062472, "RNA0-303[c]": 15.772238183062472}	{"lysT-tRNA[c]__basal": 0.24005837633770938, "lysV-tRNA[c]__basal": 0.24005837633770938, "lysW-tRNA[c]__basal": 0.24005837633770938, "RNA0-301[c]__basal": 0.24005837633770938, "RNA0-302[c]__basal": 0.24005837633770938, "RNA0-303[c]__basal": 0.24005837633770938, "lysT-tRNA[c]__with_aa": 0.19821141881807328, "lysV-tRNA[c]__with_aa": 0.19821141881807328, "lysW-tRNA[c]__with_aa": 0.19821141881807328, "RNA0-301[c]__with_aa": 0.19821141881807328, "RNA0-302[c]__with_aa": 0.19821141881807328, "RNA0-303[c]__with_aa": 0.19821141881807328}	{"lysT-tRNA[c]__basal": 0.9063919072220379, "lysV-tRNA[c]__basal": 0.9063919072220379, "lysW-tRNA[c]__basal": 0.9063919072220379, "RNA0-301[c]__basal": 0.9063919072220379, "RNA0-302[c]__basal": 0.9063919072220379, "RNA0-303[c]__basal": 0.9063919072220379, "lysT-tRNA[c]__with_aa": 0.656744101148288, "lysV-tRNA[c]__with_aa": 0.656744101148288, "lysW-tRNA[c]__with_aa": 0.656744101148288, "RNA0-301[c]__with_aa": 0.656744101148288, "RNA0-302[c]__with_aa": 0.656744101148288, "RNA0-303[c]__with_aa": 0.656744101148288}
"LYSS-CPLX[c]"	3	59	8.290278584437906e-07	16536.26142638476	2533.1559455216625	{"lysT-tRNA[c]": 739.7253933036508, "lysV-tRNA[c]": 739.7253933036508, "lysW-tRNA[c]": 739.7253933036508, "RNA0-301[c]": 739.7253933036508, "RNA0-302[c]": 739.7253933036508, "RNA0-303[c]": 739.7253933036508}	{"lysT-tRNA[c]__basal": 0.23780862587794335, "lysV-tRNA[c]__basal": 0.23780862587794335, "lysW-tRNA[c]__basal": 0.23780862587794335, "RNA0-301[c]__basal": 0.23780862587794335, "RNA0-302[c]__basal": 0.23780862587794335, "RNA0-303[c]__basal": 0.23780862587794335, "lysT-tRNA[c]__with_aa": 0.09762265096593159, "lysV-tRNA[c]__with_aa": 0.09762265096593159, "lysW-tRNA[c]__with_aa": 0.09762265096593159, "RNA0-301[c]__with_aa": 0.09762265096593159, "RNA0-302[c]__with_aa": 0.09762265096593159, "RNA0-303[c]__with_aa": 0.09762265096593159}	{"lysT-tRNA[c]__basal": 0.6355092500700609, "lysV-tRNA[c]__basal": 0.6355092500700609, "lysW-tRNA[c]__basal": 0.6355092500700609, "RNA0-301[c]__basal": 0.6355092500700609, "RNA0-302[c]__basal": 0.6355092500700609, "RNA0-303[c]__basal": 0.6355092500700609, "lysT-tRNA[c]__with_aa": 0.23847687974983633, "lysV-tRNA[c]__with_aa": 0.23847687974983633, "lysW-tRNA[c]__with_aa": 0.23847687974983633, "RNA0-301[c]__with_aa": 0.23847687974983633, "RNA0-302[c]__with_aa": 0.23847687974983633, "RNA0-303[c]__with_aa": 0.23847687974983633}
"LYSS-CPLX[c]"	3	60	8.868774463413999e-07	4034.5247700809914	255.14008174393396	{"lysT-tRNA[c]": 795.6620663050894, "lysV-tRNA[c]": 795.6620663050894, "lysW-tRNA[c]": 795.6620663050894, "RNA0-301[c]": 795.6620663050894, "RNA0-302[c]": 795.6620663050894, "RNA0-303[c]": 795.6620663050894}	{"lysT-tRNA[c]__basal": 0.34720231803973023, "lysV-tRNA[c]__basal": 0.34720231803973023, "lysW-tRNA[c]__basal": 0.34720231803973023, "RNA0-301[c]__basal": 0.34720231803973023, "RNA0-302[c]__basal": 0.34720231803973023, "RNA0-303[c]__basal": 0.34720231803973023, "lysT-tRNA[c]__with_aa": 0.36688041168912067, "lysV-tRNA[c]__with_aa": 0.36688041168912067, "lysW-tRNA[c]__with_aa": 0.36688041168912067, "RNA0-301[c]__with_aa": 0.36688041168912067, "RNA0-302[c]__with_aa": 0.36688041168912067, "RNA0-303[c]__with_aa": 0.36688041168912067}	{"lysT-tRNA[c]__basal": 0.9299840791698436, "lysV-tRNA[c]__basal": 0.9299840791698436, "lysW-tRNA[c]__basal": 0.9299840791698436, "RNA0-301[c]__basal": 0.9299840791698436, "RNA0-302[c]__basal": 0.9299840791698436, "RNA0-303[c]__basal": 0.9299840791698436, "lysT-tRNA[c]__with_aa": 0.9025931574798243, "lysV-tRNA[c]__with_aa": 0.9025931574798243, "lysW-tRNA[c]__with_aa": 0.9025931574798243, "RNA0-301[c]__with_aa": 0.9025931574798243, "RNA0-302[c]__with_aa": 0.9025931574798243, "RNA0-303[c]__with_aa": 0.9025931574798243}
"LYSS-CPLX[c]"	3	61	5.883881805513983e-07	6411.43560202343	1997.4790260422665	{"lysT-tRNA[c]": 493.96357689525706, "lysV-tRNA[c]": 493.96357689525706, "lysW-tRNA[c]": 493.96357689525706, "RNA0-301[c]": 493.96357689525706, "RNA0-302[c]": 493.96357689525706, "RNA0-303[c]": 493.96357689525706}	{"lysT-tRNA[c]__basal": 0.3466351468798939, "lysV-tRNA[c]__basal": 0.3466351468798939, "lysW-tRNA[c]__basal": 0.3466351468798939, "RNA0-301[c]__basal": 0.3466351468798939, "RNA0-302[c]__basal": 0.3466351468798939, "RNA0-303[c]__basal": 0.3466351468798939, "lysT-tRNA[c]__with_aa": 0.16260765030495283, "lysV-tRNA[c]__with_aa": 0.16260765030495283, "lysW-tRNA[c]__with_aa": 0.16260765030495283, "RNA0-301[c]__with_aa": 0.16260765030495283, "RNA0-302[c]__with_aa": 0.16260765030495283, "RNA0-303[c]__with_aa": 0.16260765030495283}	{"lysT-tRNA[c]__basal": 0.9333642227227248, "lysV-tRNA[c]__basal": 0.9333642227227248, "lysW-tRNA[c]__basal": 0.9333642227227248, "RNA0-301[c]__basal": 0.9333642227227248, "RNA0-302[c]__basal": 0.9333642227227248, "RNA0-303[c]__basal": 0.9333642227227248, "lysT-tRNA[c]__with_aa": 0.39891759778690705, "lysV-tRNA[c]__with_aa": 0.39891759778690705, "lysW-tRNA[c]__with_aa": 0.39891759778690705, "RNA0-301[c]__with_aa": 0.39891759778690705, "RNA0-302[c]__with_aa": 0.39891759778690705, "RNA0-303[c]__with_aa": 0.39891759778690705}
"LYSS-CPLX[c]"	3	62	5.188427008848121e-07	2266.8250166416465	228.91067721141155	{"lysT-tRNA[c]": 447.4799744962825, "lysV-tRNA[c]": 447.4799744962825, "lysW-tRNA[c]": 447.4799744962825, "RNA0-301[c]": 447.4799744962825, "RNA0-302[c]": 447.4799744962825, "RNA0-303[c]": 447.4799744962825}	{"lysT-tRNA[c]__basal": 0.34074474561954826, "lysV-tRNA[c]__basal": 0.34074474561954826, "lysW-tRNA[c]__basal": 0.34074474561954826, "RNA0-301[c]__basal": 0.34074474561954826, "RNA0-302[c]__basal": 0.34074474561954826, "RNA0-303[c]__basal": 0.34074474561954826, "lysT-tRNA[c]__with_aa": 0.3684180498667462, "lysV-tRNA[c]__with_aa": 0.3684180498667462, "lysW-tRNA[c]__with_aa": 0.3684180498667462, "RNA0-301[c]__with_aa": 0.3684180498667462, "RNA0-302[c]__with_aa": 0.3684180498667462, "RNA0-303[c]__with_aa": 0.3684180498667462}	{"lysT-tRNA[c]__basal": 0.9185253602026219, "lysV-tRNA[c]__basal": 0.9185253602026219, "lysW-tRNA[c]__basal": 0.9185253602026219, "RNA0-301[c]__basal": 0.9185253602026219, "RNA0-302[c]__basal": 0.9185253602026219, "RNA0-303[c]__basal": 0.9185253602026219, "lysT-tRNA[c]__with_aa": 0.9134008810180679, "lysV-tRNA[c]__with_aa": 0.9134008810180679, "lysW-tRNA[c]__with_aa": 0.9134008810180679, "RNA0-301[c]__with_aa": 0.9134008810180679, "RNA0-302[c]__with_aa": 0.9134008810180679, "RNA0-303[c]__with_aa": 0.9134008810180679}
"LYSS-CPLX[c]"	3	63	1.738879137482836e-07	347.4261978619992	865.6757734959681	{"lysT-tRNA[c]": 34.51243376234619, "lysV-tRNA[c]": 34.51243376234619, "lysW-tRNA[c]": 34.51243376234619, "RNA0-301[c]": 34.51243376234619, "RNA0-302[c]": 34.51243376234619, "RNA0-303[c]": 34.51243376234619}	{"lysT-tRNA[c]__basal": 0.2953943474608859, "lysV-tRNA[c]__basal": 0.2953943474608859, "lysW-tRNA[c]__basal": 0.2953943474608859, "RNA0-301[c]__basal": 0.2953943474608859, "RNA0-302[c]__basal": 0.2953943474608859, "RNA0-303[c]__basal": 0.2953943474608859, "lysT-tRNA[c]__with_aa": 0.2094757149893904, "lysV-tRNA[c]__with_aa": 0.2094757149893904, "lysW-tRNA[c]__with_aa": 0.2094757149893904, "RNA0-301[c]__with_aa": 0.2094757149893904, "RNA0-302[c]__with_aa": 0.2094757149893904, "RNA0-303[c]__with_aa": 0.2094757149893904}	{"lysT-tRNA[c]__basal": 0.9415217883413617, "lysV-tRNA[c]__basal": 0.9415217883413617, "lysW-tRNA[c]__basal": 0.9415217883413617, "RNA0-301[c]__basal": 0.9415217883413617, "RNA0-302[c]__basal": 0.9415217883413617, "RNA0-303[c]__basal": 0.9415217883413617, "lysT-tRNA[c]__with_aa": 0.58514823648391, "lysV-tRNA[c]__with_aa": 0.58514823648391, "lysW-tRNA[c]__with_aa": 0.58514823648391, "RNA0-301[c]__with_aa": 0.58514823648391, "RNA0-302[c]__with_aa": 0.58514823648391, "RNA0-303[c]__with_aa": 0.58514823648391}
"LYSS-CPLX[c]"	3	64	9.644407060256901e-08	172.06245788120467	826.0566121305159	{"lysT-tRNA[c]": 11.925189999866767, "lysV-tRNA[c]": 11.925189999866767, "lysW-tRNA[c]": 11.925189999866767, "RNA0-301[c]": 11.925189999866767, "RNA0-302[c]": 11.925189999866767, "RNA0-303[c]": 11.925189999866767}	{"lysT-tRNA[c]__basal": 0.22328938058132236, "lysV-tRNA[c]__basal": 0.22328938058132236, "lysW-tRNA[c]__basal": 0.22328938058132236, "RNA0-301[c]__basal": 0.22328938058132236, "RNA0-302[c]__basal": 0.22328938058132236, "RNA0-303[c]__basal": 0.22328938058132236, "lysT-tRNA[c]__with_aa": 0.1601619990869031, "lysV-tRNA[c]__with_aa": 0.1601619990869031, "lysW-tRNA[c]__with_aa": 0.1601619990869031, "RNA0-301[c]__with_aa": 0.1601619990869031, "RNA0-302[c]__with_aa": 0.1601619990869031, "RNA0-303[c]__with_aa": 0.1601619990869031}	{"lysT-tRNA[c]__basal": 0.9336859464962285, "lysV-tRNA[c]__basal": 0.9336859464962285, "lysW-tRNA[c]__basal": 0.9336859464962285, "RNA0-301[c]__basal": 0.9336859464962285, "RNA0-302[c]__basal": 0.9336859464962285, "RNA0-303[c]__basal": 0.9336859464962285, "lysT-tRNA[c]__with_aa": 0.5441406810130679, "lysV-tRNA[c]__with_aa": 0.5441406810130679, "lysW-tRNA[c]__with_aa": 0.5441406810130679, "RNA0-301[c]__with_aa": 0.5441406810130679, "RNA0-302[c]__with_aa": 0.5441406810130679, "RNA0-303[c]__with_aa": 0.5441406810130679}
"LYSS-CPLX[c]"	3	65	9.972096256847727e-08	430.7199353179239	1057.2834025420805	{"lysT-tRNA[c]": 38.61525928106637, "lysV-tRNA[c]": 38.61525928106637, "lysW-tRNA[c]": 38.61525928106637, "RNA0-301[c]": 38.61525928106637, "RNA0-302[c]": 38.61525928106637, "RNA0-303[c]": 38.61525928106637}	{"lysT-tRNA[c]__basal": 0.2929436187169161, "lysV-tRNA[c]__basal": 0.2929436187169161, "lysW-tRNA[c]__basal": 0.2929436187169161, "RNA0-301[c]__basal": 0.2929436187169161, "RNA0-302[c]__basal": 0.2929436187169161, "RNA0-303[c]__basal": 0.2929436187169161, "lysT-tRNA[c]__with_aa": 0.1887137243577192, "lysV-tRNA[c]__with_aa": 0.1887137243577192, "lysW-tRNA[c]__with_aa": 0.1887137243577192, "RNA0-301[c]__with_aa": 0.1887137243577192, "RNA0-302[c]__with_aa": 0.1887137243577192, "RNA0-303[c]__with_aa": 0.1887137243577192}	{"lysT-tRNA[c]__basal": 0.9129162919456226, "lysV-tRNA[c]__basal": 0.9129162919456226, "lysW-tRNA[c]__basal": 0.9129162919456226, "RNA0-301[c]__basal": 0.9129162919456226, "RNA0-302[c]__basal": 0.9129162919456226, "RNA0-303[c]__basal": 0.9129162919456226, "lysT-tRNA[c]__with_aa": 0.5124798390507507, "lysV-tRNA[c]__with_aa": 0.5124798390507507, "lysW-tRNA[c]__with_aa": 0.5124798390507507, "RNA0-301[c]__with_aa": 0.5124798390507507, "RNA0-302[c]__with_aa": 0.5124798390507507, "RNA0-303[c]__with_aa": 0.5124798390507507}
"LYSS-CPLX[c]"	3	66	6.662465353096558e-07	421.75133385202383	202.9672493140773	{"lysT-tRNA[c]": 75.28448409562715, "lysV-tRNA[c]": 75.28448409562715, "lysW-tRNA[c]": 75.28448409562715, "RNA0-301[c]": 75.28448409562715, "RNA0-302[c]": 75.28448409562715, "RNA0-303[c]": 75.28448409562715}	{"lysT-tRNA[c]__basal": 0.3127539584435711, "lysV-tRNA[c]__basal": 0.3127539584435711, "lysW-tRNA[c]__basal": 0.3127539584435711, "RNA0-301[c]__basal": 0.3127539584435711, "RNA0-302[c]__basal": 0.3127539584435711, "RNA0-303[c]__basal": 0.3127539584435711, "lysT-tRNA[c]__with_aa": 0.3509779028604466, "lysV-tRNA[c]__with_aa": 0.3509779028604466, "lysW-tRNA[c]__with_aa": 0.3509779028604466, "RNA0-301[c]__with_aa": 0.3509779028604466, "RNA0-302[c]__with_aa": 0.3509779028604466, "RNA0-303[c]__with_aa": 0.3509779028604466}	{"lysT-tRNA[c]__basal": 0.9037550457840919, "lysV-tRNA[c]__basal": 0.9037550457840919, "lysW-tRNA[c]__basal": 0.9037550457840919, "RNA0-301[c]__basal": 0.9037550457840919, "RNA0-302[c]__basal": 0.9037550457840919, "RNA0-303[c]__basal": 0.9037550457840919, "lysT-tRNA[c]__with_aa": 0.9480638661840856, "lysV-tRNA[c]__with_aa": 0.9480638661840856, "lysW-tRNA[c]__with_aa": 0.9480638661840856, "RNA0-301[c]__with_aa": 0.9480638661840856, "RNA0-302[c]__with_aa": 0.9480638661840856, "RNA0-303[c]__with_aa": 0.9480638661840856}
"LYSS-CPLX[c]"	3	67	6.289820146522011e-08	209.21851710475102	248.45898300484842	{"lysT-tRNA[c]": 27.487969766276997, "lysV-tRNA[c]": 27.487969766276997, "lysW-tRNA[c]": 27.487969766276997, "RNA0-301[c]": 27.487969766276997, "RNA0-302[c]": 27.487969766276997, "RNA0-303[c]": 27.487969766276997}	{"lysT-tRNA[c]__basal": 0.25361453988540605, "lysV-tRNA[c]__basal": 0.25361453988540605, "lysW-tRNA[c]__basal": 0.25361453988540605, "RNA0-301[c]__basal": 0.25361453988540605, "RNA0-302[c]__basal": 0.25361453988540605, "RNA0-303[c]__basal": 0.25361453988540605, "lysT-tRNA[c]__with_aa": 0.2787364950212496, "lysV-tRNA[c]__with_aa": 0.2787364950212496, "lysW-tRNA[c]__with_aa": 0.2787364950212496, "RNA0-301[c]__with_aa": 0.2787364950212496, "RNA0-302[c]__with_aa": 0.2787364950212496, "RNA0-303[c]__with_aa": 0.2787364950212496}	{"lysT-tRNA[c]__basal": 0.8211672608512673, "lysV-tRNA[c]__basal": 0.8211672608512673, "lysW-tRNA[c]__basal": 0.8211672608512673, "RNA0-301[c]__basal": 0.8211672608512673, "RNA0-302[c]__basal": 0.8211672608512673, "RNA0-303[c]__basal": 0.8211672608512673, "lysT-tRNA[c]__with_aa": 0.8635220709873812, "lysV-tRNA[c]__with_aa": 0.8635220709873812, "lysW-tRNA[c]__with_aa": 0.8635220709873812, "RNA0-301[c]__with_aa": 0.8635220709873812, "RNA0-302[c]__with_aa": 0.8635220709873812, "RNA0-303[c]__with_aa": 0.8635220709873812}
"LYSS-CPLX[c]"	3	68	4.828642567542982e-08	129.46146342570378	301.97514218320856	{"lysT-tRNA[c]": 12.00879165493778, "lysV-tRNA[c]": 12.00879165493778, "lysW-tRNA[c]": 12.00879165493778, "RNA0-301[c]": 12.00879165493778, "RNA0-302[c]": 12.00879165493778, "RNA0-303[c]": 12.00879165493778}	{"lysT-tRNA[c]__basal": 0.20289604703692596, "lysV-tRNA[c]__basal": 0.20289604703692596, "lysW-tRNA[c]__basal": 0.20289604703692596, "RNA0-301[c]__basal": 0.20289604703692596, "RNA0-302[c]__basal": 0.20289604703692596, "RNA0-303[c]__basal": 0.20289604703692596, "lysT-tRNA[c]__with_aa": 0.21779579764501789, "lysV-tRNA[c]__with_aa": 0.21779579764501789, "lysW-tRNA[c]__with_aa": 0.21779579764501789, "RNA0-301[c]__with_aa": 0.21779579764501789, "RNA0-302[c]__with_aa": 0.21779579764501789, "RNA0-303[c]__with_aa": 0.21779579764501789}	{"lysT-tRNA[c]__basal": 0.8033244242280557, "lysV-tRNA[c]__basal": 0.8033244242280557, "lysW-tRNA[c]__basal": 0.8033244242280557, "RNA0-301[c]__basal": 0.8033244242280557, "RNA0-302[c]__basal": 0.8033244242280557, "RNA0-303[c]__basal": 0.8033244242280557, "lysT-tRNA[c]__with_aa": 0.8586406341983311, "lysV-tRNA[c]__with_aa": 0.8586406341983311, "lysW-tRNA[c]__with_aa": 0.8586406341983311, "RNA0-301[c]__with_aa": 0.8586406341983311, "RNA0-302[c]__with_aa": 0.8586406341983311, "RNA0-303[c]__with_aa": 0.8586406341983311}
